%id dbang dbang_rank
740112 176559 1663
290505 176679 1664
231205 176730 1665
231204 176937 1666
020805 177108 1667
090203 177299 1668
700309 177575 1669
020505 178028 1670
740104 178035 1671
090307 178133 1672
740103 178306 1673
700104 178970 1674
090204 179023 1675
090304 179127 1676
740601 179459 1677
211701 179543 1678
230407 179711 1679
490323 179871 1680
740105 180396 1681
060903 180481 1682
090308 180532 1683
491004 181311 1684
211808 181327 1685
490901 181458 1686
700508 181461 1687
700301 181513 1688
740603 181536 1689
490307 181544 1690
491103 181618 1691
231202 181631 1692
490322 181859 1693
490306 182522 1694
290507 182740 1695
090205 182782 1696
740302 183079 1697
700102 183128 1698
060902 183476 1699
211702 183873 1700
700106 183917 1701
700502 183931 1702
700507 184160 1703
211409 184253 1704
230405 184284 1705
210504 184659 1706
090309 185084 1707
090202 185136 1708
230708 185236 1709
740209 185243 1710
490313 185350 1711
740305 185387 1712
700306 185486 1713
060311 185661 1714
230805 185685 1715
060904 186178 1716
060901 186298 1717
211407 186634 1718
060701 186663 1719
700501 186669 1720
020802 186720 1721
700311 187252 1722
700109 187451 1723
290504 187716 1724
700114 187810 1725
230704 187848 1726
700504 187864 1727
490903 188118 1728
700307 188457 1729
290203 188494 1730
700506 188682 1731
700606 188817 1732
740205 188994 1733
211801 189126 1734
290207 189142 1735
700305 189353 1736
290204 189440 1737
210911 189564 1738
211811 189994 1739
740304 190464 1740
490309 190675 1741
211406 190991 1742
231206 191258 1743
230707 191260 1744
211704 191335 1745
060905 191673 1746
700607 191678 1747
060503 191699 1748
211408 191827 1749
390701 191924 1750
740301 192073 1751
390707 192207 1752
390702 192483 1753
020804 192540 1754
700803 192696 1755
700509 192720 1756
700113 192721 1757
740307 192904 1758
700503 192937 1759
700103 192940 1760
210502 193134 1761
211810 193149 1762
700110 193258 1763
230802 193263 1764
491003 193290 1765
230706 193580 1766
211803 193841 1767
060315 193976 1768
290205 194088 1769
700112 194102 1770
230705 194654 1771
700601 194798 1772
230510 194799 1773
700801 195012 1774
211807 195098 1775
700608 195100 1776
211401 195704 1777
740201 195758 1778
290202 196005 1779
211410 196092 1780
020502 196365 1781
230804 196368 1782
700505 196613 1783
700602 196693 1784
211805 196697 1785
700605 196702 1786
700107 197056 1787
700108 197140 1788
060318 197187 1789
700604 197567 1790
700111 197901 1791
740303 197905 1792
740407 197979 1793
390703 198036 1794
060307 198148 1795
491002 198219 1796
700205 198454 1797
700609 198791 1798
210905 199077 1799
211806 199104 1800
390705 199131 1801
700303 199232 1802
290201 199338 1803
700603 199381 1804
211404 199449 1805
700202 199596 1806
211417 199950 1807
060506 200034 1808
211804 200035 1809
491005 200036 1810
230710 200112 1811
390310 200113 1812
060308 200183 1813
230711 200322 1814
390706 200558 1815
700105 200581 1816
230709 200629 1817
210503 200838 1818
210906 200904 1819
740202 200963 1820
740212 201072 1821
700201 201279 1822
210102 201339 1823
740203 201375 1824
060305 201627 1825
211402 201692 1826
210202 201724 1827
060702 202133 1828
230702 202165 1829
230209 202212 1830
700610 202317 1831
700207 202758 1832
230503 202771 1833
700210 202872 1834
700209 203199 1835
210508 203237 1836
230509 203320 1837
740409 203494 1838
210914 203706 1839
210803 203959 1840
060703 204052 1841
390306 204397 1842
210501 204602 1843
230703 204603 1844
060310 204934 1845
230203 205067 1846
210119 205483 1847
700211 205604 1848
210805 205665 1849
060306 205765 1850
210201 205981 1851
230806 206158 1852
230201 206315 1853
210904 206481 1854
230204 206807 1855
060313 206834 1856
210118 206948 1857
210506 207316 1858
060401 207434 1859
230207 207542 1860
230801 207838 1861
700208 207886 1862
210806 207983 1863
740403 208242 1864
740216 208321 1865
290206 208393 1866
700203 208461 1867
060110 208541 1868
290104 208613 1869
491001 208662 1870
060314 208694 1871
390704 208819 1872
230501 208821 1873
230808 208849 1874
210811 208996 1875
060319 209085 1876
060704 209258 1877
390312 209323 1878
210107 209490 1879
210907 209501 1880
101201 209502 1881
230206 209556 1882
700703 209560 1883
230506 209774 1884
390307 209885 1885
700206 209935 1886
060507 209995 1887
060107 210080 1888
210203 210362 1889
210106 210507 1890
210908 210648 1891
230208 210770 1892
210901 210894 1893
740402 211109 1894
210113 211380 1895
700802 211422 1896
210204 211530 1897
210903 211645 1898
210108 212175 1899
230102 212339 1900
230502 212460 1901
060604 212805 1902
230116 212995 1903
060502 213066 1904
060504 213101 1905
740408 213111 1906
020204 213408 1907
210801 213471 1908
060108 213535 1909
700401 213622 1910
230105 214036 1911
210804 214205 1912
230112 214605 1913
210110 214866 1914
210117 214951 1915
210912 215253 1916
700404 215263 1917
390305 215305 1918
230202 215347 1919
390308 215390 1920
390313 215419 1921
212003 215700 1922
230803 215900 1923
060103 216016 1924
210507 216103 1925
060501 216122 1926
101203 216162 1927
230504 216197 1928
390303 216495 1929
740405 216660 1930
210902 216698 1931
230107 216994 1932
211007 217140 1933
210112 217148 1935
740401 217148 1935
700403 217185 1936
210101 217580 1937
230106 217681 1938
210109 218142 1939
210115 218708 1940
060111 218733 1941
100902 218851 1942
700702 218872 1943
060109 219349 1944
060505 219454 1945
060404 219520 1946
020205 219601 1947
230807 219892 1948
060605 219946 1949
700701 220210 1950
210909 220298 1951
212002 220382 1952
230505 220829 1953
060105 220917 1954
230104 221162 1955
740404 221287 1956
390301 221926 1957
060508 222270 1958
211003 222282 1959
740406 222614 1960
290105 222639 1961
060603 222655 1962
060104 222833 1963
230117 222855 1964
211011 222885 1965
210802 223255 1966
700302 223672 1967
210910 223721 1968
230305 223796 1969
230103 223827 1970
230508 224025 1971
230114 224055 1972
211006 224302 1973
230907 224455 1974
740505 224544 1975
390309 224828 1976
210116 224860 1977
700402 225030 1978
230113 225083 1979
210114 225100 1980
211002 225130 1981
210111 225338 1982
390805 225377 1983
210104 225413 1984
212201 225687 1985
060606 225812 1986
230507 226023 1987
100904 226062 1988
230109 226233 1989
231002 226401 1990
101204 226408 1991
230906 226856 1992
060208 227032 1993
230108 227441 1994
060403 227649 1995
020201 227933 1996
060205 228010 1997
390311 228258 1998
210913 228398 1999
390304 228625 2000
230904 228661 2001
231008 228709 2002
100905 228748 2003
212001 228811 2004
020202 229057 2005
210103 229953 2006
230308 230465 2007
060602 230535 2008
212203 230660 2009
230911 230783 2010
100901 230807 2011
060201 230808 2012
230111 230901 2013
230303 230988 2014
231004 231016 2015
230110 231113 2016
390807 231143 2017
290102 231203 2018
390803 231325 2019
740506 231556 2020
230908 231589 2021
060204 231606 2022
230309 231910 2023
211001 232073 2024
212004 232079 2025
210603 232237 2026
060607 232390 2027
390801 232415 2028
212202 232427 2029
060209 232906 2030
060203 233302 2031
210105 233696 2032
100903 233784 2033
231003 233976 2034
230115 234052 2035
231005 234101 2036
231103 234180 2037
740502 234253 2038
700704 234350 2039
231007 234432 2040
211004 234435 2041
230909 234648 2042
211009 234914 2043
210606 235092 2044
390314 235145 2045
390302 235380 2046
211008 235476 2047
270604 235869 2048
060202 236129 2049
100605 236144 2050
740504 236246 2051
230302 236273 2052
271701 236465 2053
290103 236636 2054
211103 236674 2055
231102 236698 2056
390806 236855 2057
060210 236892 2058
210604 237149 2059
230901 237601 2060
230307 237706 2061
230311 238156 2062
100609 238251 2063
230310 239146 2064
271204 239391 2065
231006 239489 2066
390802 239851 2067
211010 239946 2068
231001 240013 2069
211106 240081 2070
100608 240109 2071
390804 240199 2072
100612 240256 2073
231104 240259 2074
230312 240401 2075
211005 241132 2076
230902 241353 2077
272003 241477 2078
150504 241548 2079
211012 241600 2080
230611 241997 2081
230610 242233 2082
211105 242288 2083
270605 242298 2084
150203 242453 2085
270601 243097 2086
060207 243114 2087
060206 243140 2088
210602 243245 2089
360312 243495 2090
211108 243540 2091
231301 243766 2092
290106 244264 2093
100603 244347 2094
271203 244499 2095
390208 244651 2096
390405 244664 2097
271702 244725 2098
231009 244767 2099
101202 244900 2100
230304 245041 2101
740501 245086 2102
231105 245392 2103
271205 246235 2104
230903 246493 2105
210304 246762 2106
360305 246874 2107
230606 246934 2108
360308 247086 2109
360404 247098 2110
231306 247138 2111
230601 247334 2112
360406 247386 2113
150502 247652 2114
100601 247681 2115
211109 247685 2116
271202 247746 2117
270318 247830 2118
270602 248097 2119
360311 248233 2120
360302 248695 2121
390406 249089 2122
150205 249713 2123
100611 249730 2124
390409 249758 2125
211102 249826 2126
231303 250103 2127
101301 250638 2128
210605 250893 2129
210301 250897 2130
390401 251193 2131
210302 251228 2132
210607 251235 2133
230607 251242 2134
360306 251290 2135
360409 251357 2136
211104 251633 2137
101501 251735 2138
210404 251827 2139
210601 251987 2140
101402 252024 2141
270308 252179 2142
230613 252410 2143
360307 252429 2144
271201 252479 2145
360304 252638 2146
270305 253121 2147
020902 253127 2148
360309 253439 2149
230608 253488 2150
150207 253711 2151
360403 253784 2152
211112 253845 2153
360310 253854 2154
150206 253910 2155
290303 254403 2156
230604 254576 2157
150405 254720 2158
360313 254931 2159
390402 255042 2160
270603 255045 2161
390207 255054 2162
740503 255080 2163
360415 255152 2164
230605 255191 2165
390410 255373 2166
150202 255564 2167
101304 255869 2168
150501 255918 2169
270319 255963 2170
101504 256096 2171
100610 256152 2172
020203 256162 2173
271404 256232 2174
271401 256713 2175
270314 256901 2176
211110 257031 2177
101302 257540 2178
360314 257615 2179
100606 258572 2180
271002 258597 2181
360405 258615 2182
040204 258915 2183
150204 259019 2184
230603 259024 2185
271405 259342 2186
211605 259404 2187
211111 259529 2188
211906 259737 2189
040207 259957 2190
360402 260053 2191
212104 260150 2192
211608 260233 2193
270307 260259 2194
390201 260304 2195
150201 260777 2196
360804 260882 2197
210303 260951 2198
390408 261466 2199
230612 261508 2200
360401 261530 2201
211107 261865 2202
360303 261874 2203
390403 262082 2204
210407 262220 2205
360408 262531 2206
271001 262760 2207
290302 262945 2208
211905 263322 2209
271402 263334 2210
270315 263478 2211
100703 263509 2212
360209 263523 2213
360206 263620 2214
212103 263715 2215
230602 263821 2216
390202 264341 2217
150401 264342 2218
230916 264669 2219
101502 264952 2220
040201 264976 2221
290301 264982 2222
271006 265002 2223
270301 265088 2224
390411 265152 2225
210408 265619 2226
040210 265874 2227
360414 266009 2228
210403 266489 2229
150107 266530 2230
360407 266571 2231
360413 266758 2232
360204 267054 2233
100701 267253 2234
270316 267286 2235
360210 267328 2236
040208 267454 2237
211901 267637 2238
230609 267648 2239
270312 267719 2240
390203 267801 2241
212101 267820 2242
211601 267961 2243
040211 268091 2244
040203 268294 2245
150112 268426 2246
360801 268753 2247
150503 268757 2248
211602 268880 2249
101303 269206 2250
210401 269404 2251
100105 269501 2252
100702 269575 2253
210405 269631 2254
270311 269763 2255
271403 269920 2256
150404 269935 2257
271007 270246 2258
100102 270299 2259
290305 270310 2260
100704 270319 2261
360803 270848 2262
390407 271014 2263
211903 271312 2264
150110 271357 2265
271003 271405 2266
360214 271410 2267
212102 271445 2268
211607 271551 2269
390117 271599 2270
271004 271786 2271
040205 271979 2272
040213 272120 2273
360216 272134 2274
390404 272292 2275
160702 272307 2276
020903 272333 2277
101401 272708 2278
360410 272864 2279
150701 273192 2280
210402 273696 2281
271805 273888 2282
150109 274112 2283
041006 274310 2284
270912 274380 2285
150106 274395 2286
270304 274502 2287
360213 274519 2288
211904 274668 2289
040212 274794 2290
360212 274947 2291
290304 274999 2292
271801 275238 2293
210406 275739 2294
390116 275837 2295
040202 275961 2296
360412 276235 2297
100111 276349 2298
360215 276437 2299
270404 276860 2300
270317 277042 2301
211902 277512 2302
020901 277792 2303
360211 278328 2304
041009 278367 2305
212304 278378 2306
211208 278512 2307
160703 278534 2308
100108 278567 2309
270306 278613 2310
360205 278788 2311
270906 278965 2312
040308 279073 2313
270508 279113 2314
150108 279115 2315
211908 279235 2316
360802 279317 2317
211603 279379 2318
390206 279543 2319
271803 279673 2320
150105 279717 2321
150104 279756 2322
360502 280074 2323
390108 280249 2324
100110 280593 2325
211606 280889 2326
360505 280950 2327
212402 281120 2328
150111 281151 2329
040304 281346 2330
101106 281427 2331
270911 281457 2332
040315 281731 2333
101103 281793 2334
212303 282020 2335
391002 282039 2336
211215 282170 2337
211216 282273 2338
040310 282317 2339
360104 282625 2340
040311 283072 2341
270407 283092 2342
040301 283404 2343
270510 283413 2344
270515 283792 2345
041014 284184 2346
100113 284277 2347
150701 284478 2348
290405 284534 2349
210709 284719 2350
211219 284781 2352
360507 284781 2352
150103 284816 2353
390113 284911 2354
212401 285091 2355
270902 285211 2356
360704 285532 2357
211604 285701 2358
360501 285758 2359
040306 285780 2360
360116 285814 2361
211214 285838 2362
270512 285860 2363
391001 285881 2364
270908 285969 2365
100101 286035 2366
270907 287023 2367
360123 287049 2368
360506 287281 2369
360701 287826 2370
101102 288186 2371
270509 288207 2372
270401 288362 2373
040803 288414 2374
100107 288550 2375
040305 288564 2376
100106 288748 2377
360504 288818 2378
040303 288827 2379
270511 289040 2380
290402 289107 2381
150701 289127 2382
150114 289221 2383
390115 289224 2384
270402 289241 2385
212301 289600 2386
270108 289969 2387
360503 290425 2388
360103 290462 2389
390104 290514 2390
150102 290576 2391
210706 290641 2392
391003 290722 2393
210705 290737 2394
212404 290743 2395
211205 290911 2396
211201 291373 2397
150701 291452 2398
210707 291577 2399
391004 291781 2400
370904 291919 2401
390110 292068 2402
360122 292150 2403
150701 292184 2404
270914 292333 2405
040801 292345 2406
270503 292368 2407
211211 292728 2408
270909 292844 2409
040603 292857 2410
211202 292889 2411
360112 292947 2412
150701 293126 2413
040802 293136 2414
040302 293148 2415
360108 293203 2416
100103 293266 2417
270105 293308 2418
040307 293312 2419
100109 293477 2420
360703 293589 2421
211609 293674 2422
040316 293785 2423
270406 293997 2424
270502 294182 2425
212302 294482 2426
212403 294922 2427
270107 294998 2428
270501 295013 2429
040317 295472 2430
390102 295571 2431
360105 295726 2432
360607 295758 2433
100104 295958 2434
211206 295992 2435
270516 295998 2436
360603 296179 2437
211305 296288 2438
360113 296472 2439
150601 296514 2440
100403 297195 2441
270905 297387 2442
270903 297409 2443
360605 297555 2444
211204 297563 2445
100204 297729 2446
210710 298235 2447
360702 298341 2448
270405 298391 2449
210701 298720 2450
100112 298817 2451
290401 298977 2452
051305 299134 2453
370903 299565 2454
270904 299591 2455
040507 299897 2456
211209 300028 2457
101101 300335 2458
290404 300509 2459
040506 300510 2460
270403 300664 2461
270910 300703 2462
100405 300998 2463
360109 301069 2464
271504 301230 2465
150601 301494 2466
270104 301517 2467
370907 301732 2468
360102 301748 2469
160701 301979 2470
150113 302047 2471
040104 302142 2472
360114 302263 2473
211315 302362 2474
390111 302461 2475
051306 302506 2476
211212 302536 2477
390112 302554 2478
390107 302562 2479
270505 302668 2480
360110 302773 2481
270103 302927 2482
271501 302940 2483
051303 303143 2484
360121 303372 2485
150601 303445 2486
211213 304021 2487
040117 304129 2488
101105 304209 2489
210704 304319 2490
100406 304847 2491
360106 305045 2492
040601 305461 2493
360601 305524 2494
270116 305669 2495
100208 305671 2496
040503 305715 2497
360118 305862 2498
271503 305944 2499
290403 305994 2500
040115 306194 2501
040504 306234 2502
360111 306297 2503
270913 306582 2504
270507 306588 2505
050705 306608 2506
360604 306810 2507
100404 307015 2508
051304 307119 2509
210711 307313 2510
370905 307342 2511
051301 307557 2512
100302 307852 2513
210703 307867 2514
040502 308055 2515
040118 308176 2516
211303 308220 2517
211301 308884 2518
270118 309297 2519
370901 309500 2520
100203 309616 2521
651103 309707 2522
360119 309793 2523
390103 310082 2524
100401 310169 2525
101104 310225 2526
271502 310612 2527
270102 310627 2528
210708 310756 2529
370409 310815 2530
390109 310871 2531
040501 310950 2532
370407 311114 2533
270112 311334 2534
650514 311337 2535
651102 311447 2536
040103 311467 2537
370906 311575 2538
211309 311685 2539
390106 311873 2540
650511 312154 2541
150601 312459 2542
211312 312487 2543
270802 312704 2544
270120 312865 2545
051302 312889 2546
211304 312893 2547
271505 312936 2548
360608 313206 2549
370402 313331 2550
050715 313374 2551
040707 313527 2552
211313 313581 2553
290701 313996 2554
100402 314056 2555
370401 314228 2556
040505 314262 2557
270805 314854 2558
050717 314902 2559
040108 315210 2560
270115 315275 2561
050716 315422 2562
271604 315457 2563
360606 315817 2564
370709 315852 2565
051702 315876 2566
211308 315908 2567
100307 316584 2568
160705 316656 2569
650505 316846 2570
270209 316859 2571
391104 317073 2572
360602 317262 2573
270111 317473 2574
211311 317530 2575
050711 317702 2576
040119 317899 2577
270208 317917 2578
270806 318060 2579
040705 318288 2580
370404 318611 2581
051703 318665 2582
391105 318928 2583
391103 319067 2584
270119 319142 2585
150601 319196 2586
040106 319221 2587
100207 319283 2588
370406 319306 2589
100201 319416 2590
650504 319442 2591
271903 319604 2592
290702 319839 2593
270807 320058 2594
100304 320300 2595
040704 320321 2596
271601 320584 2597
370509 320590 2598
210712 320870 2599
390105 320998 2600
271902 321167 2601
100301 321423 2602
150301 321606 2603
390114 321682 2604
650509 321850 2605
051204 321907 2606
050703 321934 2607
210702 322351 2608
370505 322520 2609
270801 322947 2610
370506 323050 2611
051701 323135 2612
650513 323193 2613
391106 323222 2614
270114 323444 2615
050712 323480 2616
150602 323487 2618
370403 323487 2618
050902 323626 2619
270804 323842 2620
160704 324047 2621
040112 324171 2622
270206 324219 2623
100202 324234 2625
370112 324234 2625
040602 324369 2626
651106 324688 2627
290703 324735 2628
370705 324826 2629
040701 324925 2630
370713 325104 2631
051201 325150 2632
040402 325205 2633
650506 325236 2634
390620 325244 2635
271901 325341 2636
390608 325369 2637
271602 325576 2638
650118 325953 2639
290704 325984 2640
270117 326321 2641
370902 326486 2642
370710 326606 2643
650501 326696 2644
040114 326745 2645
270714 326954 2646
271905 326968 2647
050706 327198 2648
270201 327301 2649
050704 327357 2650
270113 327400 2651
050304 327561 2652
271110 327584 2653
040107 327693 2654
370504 327730 2655
100206 327779 2656
051206 327861 2657
271104 328585 2658
040703 328773 2659
390621 328837 2660
390609 329373 2661
271108 329545 2662
370507 329549 2663
050305 329656 2664
100205 329733 2665
370114 329761 2666
270803 329847 2667
650512 330289 2668
050901 330523 2669
270711 330584 2670
101002 330591 2671
270205 330605 2672
270708 330657 2673
040706 330747 2674
100306 330767 2675
391102 330840 2676
050303 331276 2677
650507 331499 2678
051203 331525 2679
370503 331576 2680
271603 331613 2681
390605 332018 2682
651107 332121 2683
650112 332242 2684
100303 332361 2685
101008 332701 2686
271107 332782 2687
370118 332862 2688
270202 333099 2689
390612 333129 2690
271102 333162 2691
100505 333566 2692
370712 333677 2693
051202 333858 2694
051205 333935 2695
040403 333949 2696
270706 334156 2697
270210 334173 2698
271302 334668 2699
110305 334724 2700
370105 335056 2701
100209 335088 2702
040116 335089 2703
370708 335275 2704
650502 335488 2705
150301 335569 2706
650122 335584 2707
370501 336029 2708
390604 336194 2709
271103 336302 2710
040120 336446 2711
270707 336489 2712
050302 336609 2713
270203 336657 2714
271101 336697 2715
270705 337029 2716
370508 337153 2717
101001 337160 2718
271303 337389 2719
391101 337437 2720
050901 337442 2721
101005 337592 2722
040401 337683 2723
650307 337765 2724
271305 337832 2725
050610 337875 2726
650503 337962 2727
370104 338249 2728
100305 338347 2729
270207 338429 2730
370117 338484 2731
050608 338711 2732
650104 339055 2733
040110 339079 2734
040408 339084 2735
370113 339317 2736
370701 339382 2737
370711 339422 2738
050604 339469 2739
110303 339774 2740
050904 339892 2742
650105 339892 2742
110305 339950 2743
270702 340043 2744
620306 340064 2745
390615 340417 2746
651101 340607 2747
270704 340885 2748
650508 340932 2749
100504 341011 2750
390601 341088 2751
620310 341449 2752
390610 341615 2753
271304 341651 2754
051207 341835 2755
650304 342000 2756
370107 342029 2757
370115 342110 2758
050301 342140 2759
420718 342417 2760
390603 342419 2761
101003 342557 2762
370502 342591 2763
101006 342604 2764
370704 342611 2765
271301 342896 2766
050903 342968 2767
421105 342975 2768
650305 343187 2769
051802 343193 2770
100502 343337 2771
050615 343727 2772
100503 343808 2773
270701 343939 2774
160804 344008 2775
370110 344025 2776
650109 344093 2777
110206 344096 2778
650113 344135 2779
650110 344363 2780
270204 344522 2781
650510 344640 2782
150301 344763 2783
040102 344791 2784
040405 344879 2785
390613 345125 2786
270710 345146 2787
391107 345160 2788
370106 345797 2789
421103 345934 2790
620305 345994 2791
050908 346076 2792
370116 346159 2793
390607 346215 2794
050306 346342 2795
421101 346353 2796
390619 346382 2797
270713 346577 2798
620308 346590 2799
420503 347102 2800
100805 347291 2801
050602 347396 2802
160105 347637 2803
101004 347660 2804
420701 347749 2805
390502 348050 2807
620309 348050 2807
370702 348138 2808
370109 348227 2809
101007 348435 2810
390611 348545 2811
651104 348564 2812
051804 348574 2813
420507 348706 2814
390505 348855 2815
040409 348938 2816
100501 349022 2817
370102 349056 2818
050611 349158 2819
390606 349470 2820
100804 349513 2821
370103 349517 2822
620301 349542 2823
050401 349657 2824
620211 349689 2825
050606 349712 2826
650108 349997 2827
620208 350070 2828
420716 350244 2829
620304 350387 2830
051803 350405 2831
390614 350512 2832
390616 350715 2833
270712 350744 2834
650102 350783 2835
370119 350791 2836
650117 350949 2837
421106 350963 2838
420505 350967 2839
370306 350977 2840
160802 351066 2841
100802 351092 2842
650306 351420 2843
050907 351443 2844
420713 351459 2845
650115 351552 2846
420509 351567 2847
050909 351606 2848
050607 351637 2849
650111 351781 2850
370108 351924 2851
160801 351966 2852
270703 352137 2853
370613 352248 2854
651201 352445 2855
050408 352466 2856
390503 352500 2857
420501 352556 2858
370111 352641 2859
650802 352983 2860
050405 353110 2861
390901 353175 2862
050902 353794 2863
421102 353857 2864
040407 353903 2865
420717 354140 2866
620302 354265 2867
420702 354277 2868
390617 354344 2869
620210 354475 2870
650204 354492 2871
050601 354605 2872
100801 354769 2873
050616 354797 2874
620207 355286 2875
110302 355804 2876
421107 355878 2877
650121 356027 2878
651105 356189 2879
050406 356247 2880
420504 356474 2881
052002 356578 2882
420711 356907 2883
650119 357310 2884
100803 357343 2885
620205 357489 2886
370605 357504 2887
651203 357601 2888
370612 357607 2889
650103 357636 2890
390506 357726 2891
110207 357863 2892
620107 358034 2893
050910 358131 2894
650106 358392 2895
620203 358614 2896
620201 358669 2897
050603 358680 2898
390602 358696 2899
420506 358754 2900
050407 358774 2901
160803 358950 2902
370803 359233 2903
420502 359314 2904
620303 359420 2905
390501 359429 2906
370801 359528 2907
650120 359537 2908
270715 359977 2909
051102 359997 2910
651204 360086 2911
420906 360406 2912
420706 360418 2913
420613 360438 2914
370804 360449 2915
650301 360592 2916
420714 360603 2917
050613 360635 2918
650810 360917 2919
620307 360920 2920
420608 361132 2921
620209 361524 2922
650202 361557 2923
420905 361592 2924
650116 361690 2925
650816 361938 2926
650402 361969 2927
110304 362331 2928
650209 362762 2929
620202 362766 2930
050402 362795 2931
160111 362814 2932
052001 362874 2933
370601 362972 2934
420710 363092 2935
620204 363258 2936
650114 363382 2937
370805 363460 2938
051109 363499 2939
620501 363626 2940
620109 363636 2941
390508 363655 2942
420904 363765 2943
051601 363833 2944
051108 363896 2945
420508 364072 2946
651202 364213 2947
050614 364222 2948
051505 364335 2949
650107 364418 2950
420612 364519 2951
620105 364632 2952
370707 364651 2953
420604 364655 2954
110202 364820 2955
390903 364869 2956
110301 364999 2957
051106 365229 2958
650818 365268 2959
051603 365299 2960
051105 365641 2961
650201 365672 2962
620206 366031 2963
450502 366084 2964
520607 366114 2965
420901 366145 2966
650712 366362 2967
160115 366920 2968
051005 366995 2969
050605 367150 2970
520302 367186 2971
650207 367337 2972
051002 367396 2973
650302 368045 2974
370609 368093 2975
450507 368311 2976
450505 368336 2977
650819 368380 2978
051602 368395 2979
160511 368443 2980
370611 368513 2981
650706 368526 2982
160114 368699 2983
370304 368865 2984
050403 369001 2985
370603 369020 2986
420902 369234 2987
420907 369334 2988
390504 369491 2989
160112 369603 2990
650403 369738 2991
051101 369778 2992
051502 369834 2993
051103 369847 2994
650705 369851 2995
110201 369888 2996
050805 369948 2997
620505 369968 2998
420806 370115 2999
420609 370164 3000
420605 370299 3002
620104 370299 3002
370307 370495 3003
450501 370552 3004
620106 370581 3005
420903 370882 3006
650806 371193 3007
051104 371487 3008
390509 371535 3009
620103 371585 3010
390902 371660 3011
620108 371736 3012
051604 371760 3013
650303 372115 3014
650203 372230 3015
650409 372386 3016
620102 372521 3017
051503 372550 3018
160512 372770 3019
650205 372823 3020
420603 372915 3021
650801 373011 3022
650714 373122 3023
370606 373383 3024
650206 373421 3025
650821 373454 3026
650708 373474 3027
051003 374093 3028
420307 374105 3029
110306 374351 3030
420810 374352 3031
051107 374456 3032
450503 374458 3033
160109 374749 3034
420602 374799 3035
420309 374884 3036
650407 374998 3037
520601 375181 3038
390507 375320 3039
050807 375338 3040
050813 375463 3041
620703 375492 3042
160116 375515 3043
370608 375547 3044
450506 375574 3045
450202 375600 3046
620503 375633 3047
050109 375634 3048
110204 375671 3049
650710 375703 3050
370610 375822 3051
110205 375975 3052
110203 375978 3053
160508 376160 3054
050120 376231 3055
050104 376564 3056
650701 376733 3057
370806 376931 3058
620702 377435 3059
370310 377436 3060
051506 377448 3061
420607 377487 3062
051501 377510 3063
420809 377858 3064
370301 378276 3065
650703 378589 3066
420610 378673 3067
050802 378926 3068
370602 378945 3069
370604 379094 3070
450504 379390 3071
050804 379672 3072
650711 379808 3073
620710 379821 3074
370204 379944 3075
420601 380029 3076
050108 380044 3077
420303 380124 3078
650405 380187 3079
650805 380221 3080
420803 380261 3081
651301 380519 3082
420611 380825 3083
651005 380862 3084
050809 380873 3085
651305 380929 3086
651303 381041 3087
650814 381118 3088
051004 381120 3089
620709 381399 3090
051110 381449 3091
110114 381455 3092
050114 381458 3093
450204 381735 3094
650808 381907 3095
160513 381951 3096
520305 382058 3097
420310 382076 3098
620110 382130 3099
050122 382359 3100
650404 382367 3101
450203 382406 3102
370305 382556 3103
620708 382582 3104
650401 382681 3105
160110 383258 3106
050801 383295 3107
420805 383318 3108
160506 383331 3109
050103 383457 3110
110107 383476 3111
160107 383639 3112
420807 383896 3113
620714 383926 3114
110113 384353 3115
160509 384387 3116
690509 384519 3117
650713 384654 3118
420801 384667 3119
650811 384756 3120
620706 384879 3121
650702 384930 3122
520605 385033 3123
051001 385043 3124
450308 385170 3125
650709 385251 3126
620712 385277 3127
651003 385324 3128
520307 385333 3129
050812 385380 3130
370303 385457 3131
690511 385539 3132
651001 385558 3133
650704 385733 3134
110106 385738 3135
160113 385764 3136
420305 385816 3137
620707 385832 3138
050121 385937 3139
651302 386031 3140
650707 386062 3141
521103 386443 3142
370802 386518 3143
620711 386731 3144
370309 386781 3145
050116 386842 3146
370201 387152 3147
420606 387244 3148
620504 387279 3149
620713 387643 3150
110111 387960 3151
650803 388108 3152
651004 388368 3153
690506 388374 3154
050101 388482 3155
650820 388666 3156
690503 388760 3157
450205 388945 3158
651304 389126 3159
450311 389321 3160
110110 389341 3161
420301 389383 3162
620816 389404 3163
651006 389460 3164
051504 389478 3165
450208 389481 3166
620808 389541 3167
650408 389704 3168
620803 389755 3169
050810 389895 3170
160307 389936 3171
620705 389968 3172
160510 390086 3173
160108 390088 3174
450201 390105 3175
651002 390174 3176
420302 390266 3177
420106 390365 3178
420107 390459 3179
521102 390463 3180
520306 390525 3181
050808 390526 3182
690508 390573 3183
050811 390635 3184
620502 391040 3185
050113 391090 3186
420804 391284 3187
160303 391467 3188
530602 391512 3189
370302 391601 3190
650907 391654 3191
650906 391674 3192
520603 391785 3193
050803 391862 3194
650406 391873 3195
110116 391895 3196
420802 391956 3197
750303 392339 3198
050806 392365 3199
110103 392539 3200
460206 392593 3201
110102 392673 3202
420308 392744 3203
620802 392880 3204
110108 392918 3205
450802 393014 3206
420811 393248 3207
160504 393259 3208
650909 393273 3209
650607 393640 3210
460204 393641 3211
620704 393642 3212
650615 393695 3213
050115 393833 3214
110104 393840 3215
420304 394030 3216
