%id dbang dbang_rank
331001 79552 779
600804 79557 780
331005 79623 781
330709 79635 782
180204 79676 783
080703 79713 784
600606 79784 785
080516 79879 786
630403 79893 787
600814 80048 788
020410 80063 789
480603 80087 790
080507 80187 791
020405 80372 792
600603 80608 793
480119 80611 794
630612 80650 795
330301 80802 796
480207 80858 797
330704 81068 798
330712 81084 799
480703 81100 800
630401 81120 801
080521 81144 802
600808 81192 803
080401 81228 804
020417 81426 805
020403 81551 806
020401 81565 807
080511 81604 808
580308 81663 809
330716 81733 810
180109 81742 811
300404 81748 812
480102 81763 813
331105 81768 814
070803 81867 815
331012 81903 816
180201 81948 817
331108 81966 818
330305 82030 819
330311 82052 820
670306 82140 821
600816 82295 822
630410 82302 823
600818 82394 824
070801 82454 825
630405 82477 826
480101 82591 827
180104 82617 828
480112 82664 829
380608 82681 830
080517 82764 831
630805 82807 832
080407 82871 833
580309 82897 834
331009 82941 835
070802 82945 836
330710 83082 837
020411 83209 838
480205 83298 839
300401 83362 840
331014 83416 841
080506 83432 842
480208 83460 843
480701 83522 844
630613 83564 845
480210 83609 846
600906 83645 847
600805 83702 848
331015 83709 849
331003 83721 850
670308 83768 851
020415 83769 852
380601 83879 853
330310 83893 854
380609 84079 855
480204 84100 856
331008 84180 857
330717 84226 858
600904 84236 859
331104 84272 860
600812 84452 861
380605 84463 862
630409 84466 863
330707 84524 864
480124 84787 865
380607 84843 866
670307 84853 867
480120 84861 868
630102 85042 869
330303 85089 871
330309 85089 871
070901 85150 872
330206 85285 873
080509 85365 874
480704 85380 875
670303 85382 876
180207 85408 877
670504 85420 878
600905 85534 879
180103 85977 880
070902 86037 881
070605 86126 882
020414 86218 883
600601 86266 884
600817 86330 885
330705 86386 886
331209 86394 887
180306 86430 888
080518 86443 889
630812 86445 890
080405 86773 891
330711 86778 892
630108 86801 893
380606 86861 894
020402 86868 895
600907 86936 896
331201 86957 897
300407 86983 898
380111 87019 899
380212 87070 900
330207 87135 901
020416 87155 902
380602 87205 903
630107 87252 904
180202 87277 905
330210 87295 906
300408 87404 907
630413 87424 908
670106 87468 909
600607 87471 910
380604 87561 911
600901 87575 912
670502 87720 913
670514 87782 914
630614 87805 915
070903 87816 916
331202 87835 917
600813 87845 918
020406 87890 919
070601 87905 920
600909 87914 921
080707 87940 922
331211 88037 923
080508 88092 924
080520 88135 925
480111 88143 926
630807 88146 927
630111 88248 928
670511 88380 929
630104 88413 930
600602 88489 931
330208 88521 932
180304 88681 933
670505 88709 934
380603 88769 935
480211 88820 936
670114 88840 937
330209 88864 938
070607 88903 939
180102 88953 940
480114 89033 941
380103 89097 942
670103 89271 943
630809 89330 944
600903 89469 945
020303 89515 946
380112 89604 947
600114 89697 948
600112 89744 949
670510 89802 950
380114 89838 951
070606 89860 952
480203 89917 953
331204 89918 954
180105 89983 955
600902 90130 956
331205 90161 957
630103 90164 958
480611 90255 959
480108 90280 960
380122 90355 961
670108 90592 962
630117 90616 963
300113 90658 964
331207 90709 965
600908 90762 966
670105 90803 967
330203 90817 968
380207 90999 969
670112 91049 970
630114 91154 971
670512 91298 972
380107 91360 973
020311 91366 974
380610 91392 975
331206 91456 976
630118 91602 977
330205 91628 978
300402 91637 979
380108 91642 980
380119 91647 981
600113 91700 982
601103 91720 983
330204 91773 984
630808 91882 985
670503 91913 986
070603 91974 987
670110 92053 988
331203 92057 989
180209 92108 990
630803 92230 991
630119 92260 992
480801 92298 993
380209 92340 994
180302 92456 995
080402 92488 996
330202 92548 997
180111 92601 998
600306 92829 999
600709 92901 1000
380109 92911 1001
600103 93049 1002
020705 93321 1003
480705 93341 1004
020307 93423 1005
670509 93448 1006
180301 93540 1007
670104 93572 1008
600707 93606 1009
670513 93675 1010
331212 93729 1011
080505 93764 1012
380110 93799 1013
020310 93934 1014
600708 93950 1015
020702 93955 1016
630105 93992 1017
300108 94152 1018
600701 94287 1019
630802 94458 1020
600109 94465 1021
670501 94609 1022
630112 94739 1023
380201 94930 1024
670604 94967 1025
380213 95091 1026
380118 95103 1027
301003 95105 1028
380206 95118 1029
380121 95262 1030
380115 95288 1031
670109 95329 1032
630109 95348 1033
600302 95383 1034
331210 95419 1035
600711 95453 1036
380117 95457 1037
670507 95466 1038
331208 95504 1039
630115 95750 1040
380116 95779 1041
670113 95797 1042
670107 95799 1043
300112 95938 1044
080303 95959 1045
380106 95995 1046
670508 96067 1047
380113 96121 1048
600107 96124 1049
480201 96195 1050
080408 96202 1051
670111 96204 1052
600211 96240 1053
070602 96388 1054
300102 96483 1055
670409 96521 1056
070604 96561 1057
380105 96598 1058
180110 96642 1059
600304 96645 1060
600102 96872 1061
600710 96921 1062
600705 96996 1063
380512 97066 1064
300111 97108 1065
020301 97236 1066
480202 97250 1067
480206 97286 1068
020305 97332 1069
080706 97374 1070
180112 97401 1071
380511 97487 1072
380506 97525 1073
630801 97555 1074
601102 97590 1075
600301 97595 1076
020706 97597 1077
301001 97621 1078
330904 97664 1080
380202 97664 1080
080306 97789 1081
630110 97799 1082
630508 97821 1083
180303 97875 1084
020306 97904 1085
601104 98061 1086
070904 98189 1087
670204 98208 1088
301002 98251 1089
480115 98402 1090
630113 98421 1091
020308 98433 1092
600308 98437 1093
480804 98623 1094
600702 98785 1095
081003 98787 1096
670602 98799 1097
600214 98815 1098
330903 98903 1099
670407 98952 1100
670405 98965 1101
670506 98983 1102
380208 99024 1103
380120 99108 1104
330902 99110 1105
670412 99130 1106
380513 99208 1107
670207 99214 1108
600104 99241 1109
600106 99256 1110
380504 99268 1111
600703 99272 1112
330901 99337 1113
080708 99507 1114
600213 99540 1115
380501 99596 1116
380104 99949 1117
670415 99954 1118
020701 99984 1119
180305 100148 1120
600307 100211 1121
300702 100250 1122
380507 100280 1123
600704 100295 1124
630810 100488 1125
630506 100510 1126
670201 100552 1127
600309 100595 1128
330905 100619 1129
300104 100675 1130
600303 100702 1131
600706 100830 1132
300709 100983 1133
600105 101129 1134
380503 101177 1135
301004 101351 1136
300105 101358 1137
380509 101727 1138
020704 101822 1139
380515 101937 1140
630501 101948 1141
300109 102073 1142
670401 102125 1143
670208 102410 1144
380508 102492 1145
020312 102501 1146
600405 102522 1147
670202 102567 1148
080307 102673 1149
670402 102778 1150
670206 102826 1151
600110 102878 1152
020313 102970 1153
490104 103070 1154
600115 103073 1155
670410 103140 1156
300110 103143 1157
380517 103145 1158
600108 103211 1159
601002 103487 1160
020304 103495 1161
490122 103539 1162
630804 103549 1163
021303 103593 1164
020302 103617 1165
380211 103675 1166
380502 103715 1167
600712 103722 1168
600203 103812 1169
080305 103997 1170
670404 104060 1171
080522 104061 1172
630503 104166 1173
670209 104250 1174
070705 104302 1175
490117 104361 1176
600204 104620 1177
300704 104644 1178
480803 104730 1179
601001 104772 1180
021310 104773 1181
380409 104909 1182
600202 105155 1183
380514 105188 1184
380505 105203 1185
180307 105295 1186
670408 105403 1187
180107 105422 1188
630120 105495 1189
490109 105593 1190
670406 105628 1191
670403 105637 1192
630504 105717 1193
080302 105937 1194
600403 106003 1195
490110 106311 1196
670205 106313 1197
300106 106317 1198
630505 106411 1199
070608 106564 1200
600117 106592 1201
490407 106727 1202
300103 106745 1203
630106 106809 1204
670203 106857 1205
670413 106979 1206
300708 107007 1207
380405 107294 1208
600407 107303 1209
300107 107347 1210
670411 107658 1211
081002 107680 1212
380516 108031 1213
490121 108132 1214
020309 108275 1215
630507 108289 1216
601004 108291 1217
020103 108348 1218
470405 108363 1219
070701 108555 1220
630811 108967 1221
600404 108991 1222
480802 108996 1223
380510 109032 1224
600111 109035 1225
670414 109180 1226
600210 109242 1227
300706 109286 1228
630509 109385 1229
080904 109436 1230
380306 109450 1231
380705 109647 1232
020708 109669 1233
470401 109679 1234
490114 109718 1235
670707 109965 1236
490111 109982 1237
600209 110081 1238
601003 110108 1239
080903 110131 1240
300501 110272 1241
630202 110378 1242
610403 110469 1243
670703 110539 1244
490108 110556 1245
670702 110612 1246
300707 110708 1247
600208 111014 1248
630201 111108 1249
610405 111129 1250
380304 111216 1251
630502 111319 1252
020106 111553 1253
670704 111595 1254
490409 112421 1255
600503 112468 1256
300502 112513 1257
080802 112516 1258
380406 112599 1259
300701 112914 1260
080901 113142 1261
470403 113279 1262
490103 113413 1263
380703 113551 1264
021002 113574 1265
600116 113705 1266
490120 113771 1267
600207 113778 1268
490118 113853 1269
490410 113874 1270
630704 114301 1271
480805 114457 1272
180106 114478 1273
670701 114585 1274
670706 114651 1275
630806 114658 1276
020109 114786 1277
630204 114856 1278
610202 115172 1279
490408 115183 1280
600402 115284 1281
020115 115328 1282
610406 115791 1283
670705 115794 1284
600406 115841 1285
300705 115944 1286
081004 116192 1287
480209 116221 1288
300703 116434 1289
600409 116587 1290
300505 116764 1291
490113 116776 1292
021101 117018 1293
630705 117329 1294
300509 117426 1295
610402 117430 1296
490404 117437 1297
610601 117560 1298
600206 117583 1299
610203 117590 1300
081005 117831 1301
300508 118493 1302
470308 118501 1303
380407 118681 1304
020105 118705 1305
021309 118795 1306
490401 118796 1307
630703 118848 1308
480806 119047 1309
080804 119053 1310
490116 119188 1311
380802 119261 1312
490102 119428 1313
021311 119581 1314
080801 119616 1315
490119 119727 1316
610407 119979 1317
300507 120129 1318
610605 120225 1319
470404 120341 1320
080902 120353 1321
610602 120366 1322
610603 120383 1323
630709 120568 1324
610102 120927 1325
020602 120947 1326
630203 121043 1327
490106 121093 1328
480903 121628 1329
300504 121681 1330
610606 121809 1331
630706 122026 1332
300216 122031 1333
470402 122058 1334
020116 122165 1335
630302 122269 1336
610604 122412 1337
021001 122457 1338
630205 122588 1339
490405 122634 1340
490603 122859 1341
080905 123265 1342
470502 123382 1343
610103 123394 1344
020112 123402 1345
631004 123453 1346
211504 123690 1347
600212 123701 1348
211502 123913 1349
300210 124012 1350
490112 124144 1351
610107 124461 1352
610304 124527 1353
490411 124543 1354
021005 124738 1355
300212 124768 1356
490406 124906 1357
080801 124966 1358
490403 125121 1359
630307 125391 1360
610308 125546 1361
380404 125827 1362
300506 126103 1363
081001 126232 1364
490608 126614 1365
600501 126802 1366
070704 126816 1367
480902 126825 1368
630313 126925 1369
630702 126960 1370
021103 127543 1371
490107 127679 1372
610301 127725 1373
470503 128090 1374
490402 128199 1375
020110 128219 1376
630306 128284 1377
610309 128331 1378
080803 128441 1379
601203 128557 1380
300201 128595 1381
470305 128808 1382
300203 128877 1383
080801 128937 1384
490105 129068 1385
610105 129154 1386
470501 129191 1387
610104 129248 1388
630301 129451 1389
631001 129728 1390
630708 130199 1391
070702 130253 1392
610303 130474 1393
480905 130682 1394
470309 130848 1395
300503 130869 1396
470307 131035 1397
380801 131086 1398
020601 131243 1399
610106 131719 1400
490509 131969 1401
490506 132232 1402
610306 132524 1403
610307 133027 1404
630303 133135 1405
021102 133462 1406
490512 133662 1407
601202 133675 1408
490517 133743 1409
610305 133797 1410
630311 133903 1411
020605 134182 1412
610108 134446 1413
480904 134454 1414
490605 134710 1415
300204 134804 1416
630310 134807 1417
490601 135007 1418
630305 135011 1419
610505 135046 1420
470603 135073 1421
020111 135488 1422
211505 135570 1423
631002 135615 1424
490212 135734 1425
610507 135755 1426
071001 136077 1427
021006 136257 1428
470304 136441 1429
470306 136557 1430
301103 136648 1431
470301 136751 1432
300217 137087 1433
630314 137095 1434
090403 137338 1435
480901 137355 1436
300209 137622 1437
080803 137750 1438
610502 137781 1439
490507 137791 1440
490203 137895 1441
300208 138059 1442
490606 138277 1443
380702 138400 1444
470106 138464 1445
630309 138561 1446
490518 138730 1447
490515 138733 1448
630312 138832 1449
080803 138861 1450
470601 139075 1451
380305 139207 1452
600507 139497 1453
470109 139498 1454
301104 139636 1455
020503 139940 1456
490514 139943 1457
470108 140080 1458
610509 140355 1459
490211 140390 1460
090405 140443 1461
021003 140446 1462
211508 140797 1463
380402 141150 1464
071002 141158 1465
211501 141258 1466
090406 141342 1467
090402 141387 1468
610501 141411 1469
470302 141532 1470
021004 141773 1471
470303 141937 1472
601201 142042 1473
090603 142130 1474
610510 142220 1475
631003 142412 1476
490513 142442 1477
490508 142560 1478
610506 142613 1479
490221 143577 1480
020113 143709 1481
490604 143773 1482
080803 144047 1483
490510 144065 1484
490502 144360 1485
610504 144875 1486
470107 144960 1487
470104 145031 1488
630308 145064 1489
470602 145093 1490
300211 145170 1491
300206 145345 1492
600509 145510 1493
490520 145516 1494
021203 145621 1495
610508 145623 1496
490505 145734 1497
490602 145898 1498
020603 146060 1499
490207 146171 1500
300215 146206 1501
470702 146277 1502
470703 146345 1503
490511 146781 1504
490205 146866 1505
490503 146909 1506
090604 147241 1507
301101 147277 1508
300218 147457 1509
090602 147561 1510
470110 147709 1511
490201 147836 1512
610503 148271 1513
211507 148709 1514
490516 148807 1515
020506 149127 1516
490609 149281 1517
300207 149807 1518
470102 149852 1519
490223 149869 1520
090401 149985 1521
090505 150010 1522
090404 150021 1523
290604 150087 1524
490219 150291 1525
090407 150611 1526
090506 150905 1527
630904 151143 1528
490519 151180 1529
020108 151355 1530
090601 151454 1531
020501 151533 1532
230404 151672 1533
301105 151732 1534
470105 152112 1535
490522 152657 1536
490704 152738 1537
470202 152824 1538
380803 153027 1539
230402 153030 1540
490209 153238 1541
490202 153462 1542
211503 153905 1543
211506 153989 1544
490304 154837 1545
090502 154859 1546
090501 154974 1547
490305 155097 1548
212502 155707 1549
020803 155831 1550
490607 155942 1551
490504 155945 1552
490316 156123 1553
630901 156280 1554
600504 156317 1555
090607 156528 1556
090606 156807 1557
490705 157109 1558
230403 157192 1559
470213 157518 1560
740107 157597 1561
060802 157702 1562
490216 157743 1563
470112 157764 1564
211509 157769 1565
090105 157843 1566
470103 158015 1567
090507 158048 1568
491106 158081 1569
090504 158497 1570
090107 158998 1571
470701 159060 1572
630905 159495 1573
490803 159632 1574
470201 160555 1575
021201 160779 1576
740106 160830 1577
470210 161123 1578
212503 161378 1579
490521 161681 1580
490701 162009 1581
290503 162041 1582
090103 162066 1583
230409 162095 1584
740108 162268 1585
090605 162289 1586
470206 162449 1587
090104 162662 1588
740704 162758 1589
230406 162782 1590
470209 162795 1591
490302 162813 1592
301106 163013 1593
301102 163072 1594
490702 163150 1595
090503 163238 1596
491101 163252 1597
090608 163328 1598
290502 163553 1599
470207 163844 1600
290501 164242 1601
740703 164549 1602
230408 164576 1603
740605 165531 1604
290603 165888 1605
491105 166027 1606
020504 166083 1607
470208 166407 1608
700308 166449 1609
470112 166472 1610
600505 166774 1611
490703 166808 1612
211705 166989 1613
090102 167351 1614
490801 167374 1615
630902 167381 1616
090108 167870 1617
090306 168032 1618
230401 168293 1619
740101 168341 1620
020507 168467 1621
090109 168509 1622
491102 169123 1623
490317 169538 1624
470203 169668 1625
740701 170254 1626
231201 170578 1627
470204 170625 1628
090106 170898 1629
090301 170977 1630
060801 171267 1631
090206 171574 1632
470211 171691 1633
470205 171846 1634
490301 171993 1635
020801 172006 1636
491104 172073 1637
490310 172092 1638
060805 172224 1639
740111 172702 1640
211405 172758 1641
740602 172770 1642
090207 173048 1643
740606 173055 1644
212501 173092 1645
630903 173917 1646
231203 174155 1647
090305 174584 1648
211413 174627 1649
211809 174818 1650
700304 174830 1651
490311 174875 1652
490303 174902 1653
211706 175403 1654
290506 175461 1655
740604 175477 1656
490314 175916 1657
090201 175963 1659
490802 175963 1659
470212 176043 1660
090303 176498 1661
700310 176523 1662
