53021813,4,1
53021704,4,1
53020410,4,1
53022501,4,3
53022502,4,3
53020901,4,1
53071407,4,2
53071205,4,1
53071005,4,1
53070502,4,2
53070501,4,2
53012305,4,1
53011208,4,1
53012707,4,3
53080208,4,3
53010606,4,2
53080901,4,3
53012001,4,2
53012601,4,2
53060301,4,1
53060302,4,1
53060402,4,1
53021701,4,1
53021815,4,1
53021702,4,1
53140207,4,2
53021812,4,1
53021811,4,1
53021806,4,1
53021802,4,1
53021803,4,1
53020702,4,2
53021106,4,2
53021103,4,3
53020703,4,2
53021101,4,3
53021004,4,2
53010306,4,2
53011206,4,2
53080505,4,3
53080509,4,3
53011209,4,1
53012701,4,2
53012702,4,2
53080201,4,3
53011802,4,1
53011806,4,1
53012406,4,2
53021901,4,3
53011801,4,1
53080405,4,3
53170303,4,1
53020706,4,1
53170102,4,1
53170101,4,1
53020505,4,2
53170301,4,1
53021902,4,3
53012507,4,2
53021104,4,3
49090404,2,3
49110306,2,3
49110301,2,3
49090301,2,3
49090206,2,1
49110302,2,2
49110304,2,2
49030903,2,3
49100304,2,2
49100201,2,2
49030601,2,2
49100302,2,2
49030602,2,2
49110405,2,1
49100301,2,2
49100305,2,2
49110401,2,2
49080201,2,1
49110504,2,2
49110404,2,1
49110105,2,3
49030301,2,2
49110501,2,2
49110403,2,2
49110505,2,2
49100402,2,1
49110506,2,2
49031003,2,1
49052103,2,3
49100401,2,1
49110602,2,1
49031102,2,1
49110609,2,2
49031002,2,1
49100405,2,1
49052106,2,3
49020208,2,1
49030102,2,1
49022508,2,1
49100404,2,1
49080301,2,1
49022507,2,2
49021605,2,1
49022504,2,2
49020901,2,1
49030405,2,1
49070301,2,2
49021602,2,2
49021609,2,2
49030205,2,1
49070303,2,2
49021907,2,3
49070101,2,1
49020904,2,1
49020202,2,1
49020903,2,1
49051601,2,3
49020201,2,1
49030207,2,1
49021601,2,2
49020203,2,1
49051902,2,3
49022301,2,2
49030402,2,1
49051604,2,3
49030401,2,1
49030409,2,1
49030403,2,1
49022303,2,2
49021902,2,3
49021908,2,2
49021901,2,2
49030204,2,1
49030201,2,1
49051605,2,3
49020502,2,2
49070601,2,3
49020105,2,2
49020701,2,1
49020501,2,2
49070103,2,1
49020108,2,2
49020503,2,2
49052003,2,3
49052006,2,3
49052010,2,3
49020104,2,2
49020302,2,2
49052001,2,3
49030502,2,1
49052009,2,3
49022101,2,2
49051301,2,3
49070503,2,2
49051505,2,3
49022103,2,3
49020704,2,2
49022104,2,3
49022106,2,3
49070502,2,2
49021204,2,3
49070203,2,3
49051506,2,3
49021211,2,3
49021212,2,3
49051507,2,3
49021206,2,3
49021201,2,3
49051203,2,3
49051707,2,3
49060706,2,3
49060901,2,2
49060102,2,3
49010506,2,3
49010504,2,2
49010503,2,2
49060702,2,2
49010701,2,2
49010501,2,2
49010508,2,2
49010706,2,2
49010507,2,2
49010708,2,2
49010606,2,1
49011201,2,1
49012305,2,1
49010605,2,1
49012302,2,1
49010602,2,1
49010604,2,1
49011904,2,1
49011907,2,1
49010205,2,1
49010202,2,1
49011905,2,1
49010203,2,1
49011906,2,1
49010601,2,1
49011606,2,1
49012001,2,1
49011301,2,1
49011801,2,1
49012003,2,1
49012013,2,1
49012004,2,1
49010306,2,1
49010308,2,1
49011806,2,1
49012101,2,1
49011804,2,1
49010302,2,2
49010801,2,1
49011101,2,1
49011112,2,1
49010803,2,1
49011103,2,1
49011110,2,1
49011113,2,1
49011104,2,1
49010804,2,1
49012105,2,2
49012107,2,2
49011106,2,1
49012106,2,2
49011001,2,1
49011401,2,2
49011405,2,2
49010911,2,2
49011407,2,2
49010905,2,2
49010906,2,2
49011005,2,2
49012205,2,2
49011006,2,2
49010412,2,2
7070405,1,3
7070410,1,3
7070506,1,1
7070109,1,2
7070505,1,1
7070412,1,3
7070408,1,3
7060812,1,3
7060811,1,2
7070508,1,2
7040702,1,1
7070103,1,1
7060302,1,1
7060305,1,1
7090103,1,1
7090403,1,3
7090306,1,1
7060207,1,1
7060206,1,1
7060204,1,1
7060203,1,1
7060205,1,1
7060608,1,2
7060609,1,2
7010813,1,1
7010810,1,1
7011202,1,1
7011203,1,1
7011208,1,1
7011212,1,1
7011201,1,1
7050501,1,1
7050801,1,2
7051205,1,1
7051203,1,1
7051202,1,1
7051204,1,1
7051103,1,1
7051102,1,1
7010311,1,2
7011708,1,1
7011702,1,1
7051301,1,2
7051302,1,2
7051304,1,2
7051303,1,2
7051502,1,2
7051504,1,2
7051701,1,1
7051704,1,1
7090106,1,1
7070502,1,2
7070507,1,2
7010607,1,1
7010701,1,1
7010905,1,2
7010913,1,2
7011009,1,1
7011003,1,1
7011008,1,1
7011010,1,1
7011002,1,1
7011001,1,1
7011011,1,1
7011301,1,2
7011403,1,1
7011407,1,1
7011409,1,1
7011505,1,1
7011601,1,1
7011602,1,1
7011710,1,1
7011805,1,1
7011907,1,1
7020902,1,2
7020903,1,2
7020901,1,1
7021106,1,1
7040511,1,1
7040509,1,1
7040506,1,1
7040606,1,1
7040601,1,1
7040608,1,1
7040806,1,1
7040804,1,1
7040803,1,1
7040801,1,1
7040903,1,2
7050303,1,1
7050603,1,1
7050601,1,2
7050602,1,1
7050604,1,1
7050703,1,2
7050704,1,1
7050804,1,2
7050805,1,2
7051003,1,1
7051101,1,1
7051104,1,1
7051402,1,1
7051403,1,1
7051601,1,2
7051602,1,2
7051603,1,2
7051604,1,2
7060102,1,2
7060213,1,1
7060208,1,1
7060209,1,1
7060212,1,1
7060210,1,1
7060211,1,2
7060303,1,2
7060304,1,2
7060412,1,2
7060605,1,2
7060607,1,2
7060606,1,2
7060601,1,2
7060604,1,2
7060805,1,2
7060809,1,2
7060806,1,2
7060808,1,1
7060803,1,1
7060813,1,1
7060810,1,2
7011307,1,2
27130410,3,3
27130407,3,3
27110707,3,2
27110704,3,2
27111009,3,1
27080402,3,1
27080404,3,1
27080405,3,1
27070804,3,2
27080310,3,2
27071402,3,2
27070706,3,1
27071501,3,3
27071507,3,3
27071202,3,3
27070807,3,3
27070103,3,2
27071102,3,1
27070106,3,2
27070603,3,2
27070612,3,2
27011704,3,3
27070405,3,3
27071603,3,3
27070601,3,2
27011708,3,2
27091006,3,1
27070605,3,2
27080104,3,2
27080206,3,3
27071005,3,3
27011701,3,2
27080102,3,2
27091004,3,1
27070504,3,3
27080202,3,2
27011411,3,1
27071004,3,3
27011804,3,2
27090904,3,2
27011504,3,2
27070512,3,2
27012304,3,1
27090903,3,2
27070501,3,2
27011503,3,2
27070502,3,2
27011404,3,1
27090907,3,2
27011403,3,1
27011301,3,1
27011801,3,2
27011402,3,1
27011417,3,1
27160301,3,2
27090901,3,2
27011401,3,1
27090501,3,1
27090504,3,1
27011803,3,2
27011605,3,2
27011508,3,2
27020410,3,3
27011906,3,1
27011909,3,1
27012010,3,2
27011608,3,2
27011901,3,1
27011604,3,2
27012003,3,2
27011606,3,2
27090412,3,2
27012008,3,2
27090307,3,2
27011101,3,1
27090202,3,1
27012004,3,2
27012002,3,2
27160201,3,1
27012011,3,1
27011110,3,2
27090303,3,2
27160202,3,1
27090601,3,1
27021005,3,2
27091405,3,2
27011114,3,1
27090309,3,2
27011603,3,1
27010408,3,1
27011115,3,1
27010406,3,2
27010407,3,1
27021002,3,2
27090604,3,1
27091402,3,2
27090306,3,2
27010402,3,1
27010405,3,1
27090311,3,2
27091401,3,2
27090606,3,1
27010404,3,1
27010416,3,1
27090804,3,2
27010401,3,1
27010309,3,1
27010410,3,1
27010411,3,1
27090806,3,2
27160404,3,1
27020102,3,2
27140501,3,3
27020108,3,2
27010502,3,2
27010415,3,1
27020103,3,2
27011210,3,1
27012505,3,1
27091104,3,1
27010708,3,2
27140704,3,3
27091107,3,1
27012502,3,1
27010707,3,2
27012504,3,1
27020803,3,1
27010705,3,2
27020801,3,2
27091112,3,1
27020607,3,2
27010701,3,2
27140302,3,3
27010303,3,2
27091110,3,1
27010702,3,2
27010704,3,1
27010703,3,2
27020605,3,2
27020601,3,2
27140603,3,2
27010306,3,2
27140406,3,3
27020602,3,2
27010801,3,2
27060903,3,2
27020604,3,1
27150104,3,3
27012202,3,2
27020910,3,1
27050205,3,3
27060501,3,1
27060506,3,1
27150103,3,3
27010802,3,2
27010805,3,3
27050201,3,3
27150106,3,3
27010807,3,2
27150205,3,2
27150108,3,2
27150101,3,3
27150201,3,2
27031604,3,2
27060203,3,2
27050206,3,3
27031602,3,2
27060201,3,2
27060603,3,2
27060705,3,3
27150306,3,2
27051803,3,3
27050301,3,3
27051106,3,3
27060405,3,3
27051103,3,3
27050701,3,2
27050705,3,2
27150403,3,3
27051105,3,3
27060409,3,3
27060411,3,3
27060407,3,3
27051903,3,3
27030501,3,2
27050504,3,3
27051101,3,3
27051104,3,3
27060404,3,3
27060403,3,3
27051001,3,3
27051002,3,2
27050903,3,3
27050503,3,3
27052007,3,1
27050904,3,3
27051005,3,2
27051004,3,2
27051006,3,2
27100402,3,1
27040309,3,3
27050805,3,2
27050801,3,3
27100403,3,1
27050908,3,3
27050802,3,3
27100401,3,2
27050803,3,2
27050806,3,2
27100405,3,2
27100404,3,2
27120407,3,3
27120409,3,3
27100309,3,3
27120401,3,3
27120404,3,3
27100207,3,3
27120506,3,3
27120508,3,3
