%tambon_id year business_proxy credit_proxy pca1 pca2 pca3 pca4 population
390311 1994 0.00173611111111111 1 102 80 51 5 576
390312 1986 0.00191570881226054 0 32 30 13 5 522
390312 1988 0.00391389432485323 0 57 41 11 3 511
390312 1990 0.0111731843575419 1 70 55 23 6 537
390312 1992 0.00927643784786642 1 94 77 29 5 539
390312 1994 0.00776699029126214 1 90 92 40 6 515
390313 1986 0.00157728706624606 0 53 32 21 5 634
390313 1988 0 0 46 40 22 3 562
390313 1990 0 0 71 60 30 5 638
390313 1992 0 0 128 114 56 6 528
390313 1994 0 0 94 86 51 7 604
390314 1986 0.0168243953732913 0 83 44 17 9 951
390314 1988 0.00437636761487965 0 90 53 18 4 914
390314 1990 0.00400801603206413 1 139 86 20 3 998
390314 1992 0.00217155266015201 1 101 106 32 6 921
390314 1994 0.00327153762268266 0 166 162 48 10 917
390401 1986 0 1 43 21 17 2 458
390401 1988 0.00240384615384615 1 54 38 18 1 416
390401 1990 0.00255754475703325 1 56 42 32 2 391
390401 1992 0.00492610837438424 1 63 53 30 2 406
390401 1994 0 1 68 58 41 2 423
390402 1986 0.00113507377979569 1 96 45 20 7 881
390402 1988 0.00113250283125708 1 95 61 24 6 883
390402 1990 0.00109649122807018 1 109 86 34 7 912
390402 1992 0.00257731958762887 1 116 100 37 8 776
390402 1994 0.00639386189258312 1 126 113 67 9 782
390403 1986 0.0168869309838473 1 231 136 144 17 1362
390403 1988 0.0141766630316249 1 142 88 64 11 917
390403 1990 0.0186688311688312 1 188 137 86 12 1232
390403 1992 0.00506756756756757 1 179 149 96 12 1184
390403 1994 0.0120048019207683 1 181 134 84 14 833
390404 1986 0.00122699386503067 0 41 32 13 7 815
390404 1988 0.00227531285551763 1 48 37 14 6 879
390404 1990 0 1 57 55 21 4 691
390404 1992 0.00148809523809524 1 76 71 21 6 672
390404 1994 0 1 76 82 30 8 589
390405 1986 0.0029673590504451 1 86 41 29 9 674
390405 1988 0.0043859649122807 1 107 70 25 8 684
390405 1990 0.00478468899521531 1 104 68 42 9 627
390405 1992 0.00297619047619048 1 111 96 42 10 672
390405 1994 0.00439238653001464 1 122 99 65 8 683
390406 1986 0.00236127508854782 0 95 36 21 3 847
390406 1988 0.00232558139534884 0 113 48 22 4 860
390406 1990 0.00238663484486874 0 115 73 32 4 838
390406 1992 0.00362756952841596 0 126 89 40 4 827
390406 1994 0.0012453300124533 0 137 97 41 4 803
390407 1986 0.0046242774566474 1 124 56 43 12 865
390407 1988 0.00467289719626168 1 112 68 43 12 1070
390407 1990 0.00930232558139535 1 121 106 48 11 860
390407 1992 0.00552486187845304 1 117 90 55 10 724
390407 1994 0.00804289544235925 1 145 123 69 14 746
390408 1986 0.00141442715700141 1 39 28 19 5 707
390408 1988 0.00129366106080207 1 54 40 13 2 773
390408 1990 0.00260078023407022 1 74 56 25 4 769
390408 1992 0.00162074554294976 1 70 64 21 4 617
390408 1994 0.00625978090766823 1 107 96 26 5 639
390409 1986 0.00143061516452074 1 75 57 39 7 699
390409 1988 0.00318471337579618 0 80 55 44 7 628
390409 1990 0.00162337662337662 1 88 79 45 6 616
390409 1992 0.00327332242225859 0 89 84 68 8 611
390409 1994 0.00172413793103448 1 92 107 60 10 580
390410 1986 0.0287610619469027 1 239 145 108 33 1356
390410 1988 0.0362068965517241 1 189 166 120 34 1160
390410 1990 0.00357142857142857 0 79 64 40 5 560
390410 1992 0.020052310374891 1 238 206 131 31 1147
390410 1994 0.011889035667107 1 177 153 80 16 757
390411 1986 0.00144508670520231 0 42 34 12 6 692
390411 1988 0.00143472022955524 0 54 43 12 5 697
390411 1990 0.0012531328320802 0 70 53 15 4 798
390411 1992 0 0 74 68 29 6 688
390411 1994 0.00137362637362637 0 88 70 38 7 728
390412 1986 0.00519480519480519 0 104 55 47 16 1155
390412 1988 0.00607638888888889 1 112 61 42 11 1152
390412 1990 0.00595238095238095 1 130 65 52 10 840
390412 1992 0.00227790432801822 1 140 109 70 12 878
390412 1994 0.00238663484486874 1 144 118 84 14 838
390501 1986 0.00485436893203883 1 112 63 49 9 618
390501 1988 0.00677966101694915 1 96 66 49 6 590
390501 1990 0.00175746924428822 1 104 71 49 7 569
390501 1992 0 1 73 79 34 6 498
390501 1994 0.00557620817843866 1 102 69 55 9 538
390502 1986 0 1 60 20 29 5 407
390502 1988 0 1 65 45 32 5 406
390502 1990 0 1 64 46 42 4 392
390502 1992 0 1 52 47 40 7 299
390502 1994 0 1 76 69 56 9 422
390503 1986 0 1 100 33 45 9 517
390503 1988 0.00189753320683112 1 104 52 63 10 527
390503 1990 0.00175746924428822 1 113 80 78 12 569
390503 1992 0.00218818380743982 1 104 92 102 17 457
390503 1994 0.00196078431372549 1 111 84 99 16 510
390504 1986 0.00130208333333333 1 82 21 31 11 768
390504 1988 0 1 112 33 34 8 764
390504 1990 0.00173010380622837 1 100 41 46 8 578
390504 1992 0.00366300366300366 1 87 60 44 12 546
390504 1994 0.0087260034904014 1 107 106 89 9 573
390505 1986 0 1 45 17 32 6 495
390505 1988 0 1 63 33 40 5 490
390505 1990 0.002 0 71 50 43 5 500
390505 1992 0 1 58 49 45 8 362
390505 1994 0 1 78 70 45 7 489
390506 1986 0 1 68 30 32 10 588
390506 1988 0.00169204737732657 1 68 36 38 9 591
390506 1990 0.0015625 0 84 47 35 11 640
390506 1992 0 1 97 77 35 11 626
390506 1994 0.00301659125188537 1 107 84 47 13 663
390507 1986 0 0 91 17 22 8 769
390507 1988 0 0 92 21 21 7 725
390507 1990 0.0146276595744681 0 86 31 24 6 752
390507 1992 0 0 90 43 34 11 652
390507 1994 0.00182815356489945 0 99 64 30 6 547
390508 1986 0 1 68 23 24 7 544
390508 1988 0.00380228136882129 1 71 32 33 7 526
390508 1990 0 1 87 54 38 9 547
390508 1992 0 1 84 64 44 10 483
390508 1994 0.0019723865877712 1 90 73 58 14 507
390509 1986 0 0 52 9 9 6 621
390509 1988 0 0 58 16 16 8 687
390509 1990 0 0 78 40 18 3 602
390509 1992 0 0 72 59 23 4 559
390509 1994 0.00294117647058824 1 87 53 62 8 680
390601 1986 0.00813008130081301 1 51 30 27 10 492
390601 1988 0.0019723865877712 1 71 37 31 6 507
390601 1990 0 1 76 59 46 9 468
390601 1992 0.00210526315789474 1 87 77 59 10 475
390601 1994 0 0 86 68 66 7 457
390602 1986 0.00142247510668563 1 74 26 27 8 703
390602 1988 0.00315457413249211 0 83 34 25 6 634
390602 1990 0 0 95 54 47 7 616
390602 1992 0 1 109 91 64 9 644
390602 1994 0 1 134 105 62 12 645
390603 1986 0.0020703933747412 1 59 20 23 12 483
390603 1988 0 1 55 33 23 12 461
390603 1990 0 1 64 55 31 14 466
390603 1992 0.00190114068441065 1 87 72 38 14 526
390603 1994 0 1 71 84 66 21 424
390604 1986 0.00229357798165138 1 67 33 35 11 872
390604 1988 0.00391644908616188 1 90 52 32 10 766
390604 1990 0.00543478260869565 1 113 89 42 10 736
390604 1992 0.00381194409148666 1 101 102 50 11 787
390604 1994 0.0066577896138482 1 138 107 63 14 751
390605 1986 0 1 79 26 23 7 903
390605 1988 0.00147710487444609 1 90 28 21 6 677
390605 1990 0.00342465753424658 1 82 42 32 5 584
390605 1992 0.00176056338028169 1 75 66 31 9 568
390605 1994 0.00167224080267559 1 103 74 36 9 598
390606 1986 0.00162074554294976 1 72 33 38 6 617
390606 1988 0.00161030595813205 1 79 45 40 8 621
390606 1990 0 1 88 57 56 8 556
390606 1992 0 1 98 81 63 10 582
390606 1994 0 1 99 94 76 13 607
390607 1986 0 1 87 39 56 10 662
390607 1988 0.00182481751824818 1 83 50 52 10 548
390607 1990 0.00186219739292365 1 92 69 64 12 537
390607 1992 0.00555555555555556 1 93 91 84 15 540
390607 1994 0.0016260162601626 1 119 99 93 20 615
390608 1986 0.00206611570247934 1 64 26 21 6 484
390608 1988 0.00204498977505112 1 60 39 22 6 489
390608 1990 0.00451467268623025 1 72 57 32 6 443
390608 1992 0.0043010752688172 1 74 70 35 7 465
390608 1994 0.00206611570247934 1 86 75 34 7 484
390609 1986 0.0029673590504451 1 95 38 36 7 674
390609 1988 0.0036563071297989 1 96 39 34 7 547
390609 1990 0.00610997963340122 1 89 44 30 8 491
390609 1992 0.0045766590389016 0 86 66 40 8 437
390609 1994 0.00424628450106157 0 88 82 45 8 471
390610 1986 0.00127551020408163 1 86 38 35 8 784
390610 1988 0.00119331742243437 1 88 65 40 8 838
390610 1990 0.00132100396301189 1 86 89 53 8 757
390610 1992 0.00142045454545455 1 98 87 57 11 704
390610 1994 0.00240673886883273 1 153 111 58 11 831
390611 1986 0.00239808153477218 1 68 38 37 12 417
390611 1988 0 1 70 43 37 12 459
390611 1990 0 1 77 59 56 14 423
390611 1992 0.00231481481481481 1 80 62 64 18 432
390611 1994 0 0 81 74 70 21 410
390612 1986 0 0 39 24 15 6 413
390612 1988 0 0 46 33 17 6 420
390612 1990 0.00229885057471264 0 65 49 22 7 435
390612 1992 0.0045662100456621 1 65 64 32 10 438
390612 1994 0.00428265524625268 1 69 65 34 10 467
390613 1986 0.00986842105263158 1 123 64 67 14 912
390613 1988 0.00896860986547085 0 155 111 99 13 892
390613 1990 0.0198135198135198 0 150 103 87 10 858
390613 1992 0.00322234156820623 1 168 106 85 10 931
390613 1994 0.00887198986058302 1 153 122 100 26 789
390614 1986 0.0021551724137931 1 64 30 29 6 464
390614 1988 0.00435729847494553 1 73 39 30 6 459
390614 1990 0.00465116279069767 1 87 50 37 7 430
390614 1992 0.00630252100840336 1 88 75 69 8 476
390614 1994 0.00814663951120163 1 92 82 67 10 491
390615 1986 0.00391389432485323 1 69 29 29 8 511
390615 1988 0.00383141762452107 1 71 48 42 12 522
390615 1990 0.00779727095516569 0 81 66 54 15 513
390615 1992 0.00795228628230616 1 88 82 75 16 503
390615 1994 0.00598802395209581 1 114 104 73 18 501
390616 1986 0 1 59 20 21 6 331
390616 1988 0 0 60 28 22 5 328
390616 1990 0 0 57 40 33 6 266
390616 1992 0 0 58 48 34 8 266
390616 1994 0 0 59 49 36 8 275
390617 1986 0.00138121546961326 1 73 29 37 7 724
390617 1988 0 1 78 45 39 7 702
390617 1990 0.00142045454545455 1 105 87 61 8 704
390617 1992 0.00327868852459016 0 105 99 88 14 610
390617 1994 0.00164473684210526 0 104 96 89 12 608
390619 1986 0 1 29 16 15 2 274
390619 1988 0 1 35 19 14 2 272
390619 1990 0 0 39 29 24 3 287
390619 1992 0 0 47 38 27 4 262
390619 1994 0 1 52 42 34 5 287
390620 1986 0.00344234079173838 1 64 14 16 7 581
390620 1988 0.0016750418760469 1 68 27 11 4 597
390620 1990 0 1 67 45 15 4 538
390620 1992 0.00373831775700935 1 67 53 22 6 535
390620 1994 0.00180505415162455 1 78 64 34 7 554
390621 1986 0 1 43 17 11 4 441
390621 1988 0.0026525198938992 1 46 21 11 4 377
390621 1990 0 1 47 40 18 6 388
390621 1992 0 1 63 57 16 6 383
390621 1994 0 1 71 64 23 8 401
390701 1986 0.0177664974619289 1 136 80 30 8 788
390701 1988 0.0189673340358272 1 159 93 40 8 949
390701 1990 0.00143061516452074 1 130 78 40 5 699
390701 1992 0.00134408602150538 1 135 105 55 7 744
390701 1994 0.00149476831091181 1 126 96 39 6 669
390702 1986 0.00295420974889217 0 80 30 13 4 677
390702 1988 0.00133868808567604 0 98 51 14 3 747
390702 1990 0.00141242937853107 1 105 82 19 4 708
390702 1992 0.00134589502018843 1 118 88 19 4 743
390702 1994 0.0046656298600311 1 118 95 31 6 643
390703 1986 0.0105485232067511 1 56 44 22 7 474
390703 1988 0.0121703853955375 1 59 53 19 5 493
390703 1990 0.00617283950617284 1 78 58 21 6 486
390703 1992 0.010498687664042 1 70 68 31 6 381
390703 1994 0.00672645739910314 1 74 66 37 10 446
390704 1986 0.00925925925925926 0 38 16 17 3 648
390704 1988 0.0028328611898017 0 64 41 25 3 706
390704 1990 0.00641848523748395 0 90 58 26 2 779
390704 1992 0 0 117 88 32 3 778
390704 1994 0.00157232704402516 1 114 93 39 4 636
390705 1986 0.00177619893428064 1 63 30 17 6 563
390705 1988 0.00162337662337662 1 82 52 16 4 616
390705 1990 0.00459418070444104 1 104 75 24 5 653
390705 1992 0.00179856115107914 1 93 89 31 6 556
390705 1994 0 1 104 94 45 7 540
390706 1986 0.0012531328320802 1 18 22 18 4 798
390706 1988 0.00451127819548872 0 32 34 11 2 665
390706 1990 0.00923076923076923 0 72 62 16 5 650
390706 1992 0.00457317073170732 0 95 62 20 2 656
390706 1994 0.0182648401826484 1 109 85 27 4 657
390707 1986 0 1 38 35 17 6 423
390707 1988 0 1 62 51 17 6 498
390707 1990 0.00234741784037559 1 64 74 28 5 426
390707 1992 0.00233100233100233 1 71 65 29 5 429
390707 1994 0.00235849056603774 1 93 76 28 5 424
390801 1986 0.0221579961464355 1 131 75 52 12 1038
390801 1988 0.0174927113702624 1 91 68 51 14 686
390801 1990 0.0190615835777126 1 102 86 54 15 682
390801 1992 0.0172166427546628 1 111 90 63 10 697
390801 1994 0.0331230283911672 1 108 111 88 14 634
390802 1986 0.00346420323325635 1 47 40 13 7 866
390802 1988 0.00143472022955524 1 45 39 18 5 697
390802 1990 0.00328947368421053 1 57 66 30 5 608
390802 1992 0.00441176470588235 1 106 97 41 6 680
390802 1994 0.00886262924667651 1 138 109 44 9 677
390803 1986 0.00127064803049555 1 88 67 29 12 787
390803 1988 0.00185873605947955 1 60 60 29 10 538
390803 1990 0.00179533213644524 1 54 71 30 8 557
390803 1992 0.0019723865877712 1 84 84 38 10 507
390803 1994 0.0043956043956044 1 92 88 46 11 455
390804 1986 0.0034965034965035 1 66 42 21 5 572
390804 1988 0.00181159420289855 0 70 47 19 4 552
390804 1990 0.00595238095238095 1 66 55 29 5 504
390804 1992 0.00191938579654511 1 79 71 34 6 521
390804 1994 0.00421052631578947 1 91 82 50 6 475
390805 1986 0.0110650069156293 0 68 55 22 7 723
390805 1988 0.00872817955112219 0 80 66 24 7 802
390805 1990 0.00429184549356223 1 78 74 45 5 699
390805 1992 0.00383141762452107 1 80 82 32 6 522
390805 1994 0.00595238095238095 0 92 90 40 8 504
390806 1986 0 0 21 39 14 6 648
390806 1988 0.00407331975560081 1 41 50 19 4 491
390806 1990 0.00571428571428571 1 52 45 22 3 350
390806 1992 0 0 58 58 28 3 375
390806 1994 0 0 64 63 27 3 341
390807 1986 0.0079155672823219 0 37 26 14 12 379
390807 1988 0 0 42 35 16 4 354
390807 1990 0.0120845921450151 0 50 37 16 7 331
390807 1992 0 1 62 49 28 8 291
390807 1994 0.0131147540983607 1 70 58 31 9 305
390903 1986 0 0 36 5 5 2 478
390903 1988 0 0 28 14 5 1 531
390903 1990 0 0 30 26 10 2 443
390903 1992 0 0 52 35 14 2 453
390903 1994 0 0 62 42 29 2 444
390904 1986 0 0 19 13 6 2 596
390904 1988 0 0 30 18 10 2 511
390904 1990 0 0 34 21 12 2 402
390904 1992 0 0 47 24 15 3 333
390904 1994 0 0 46 33 30 4 386
391001 1986 0.00930232558139535 1 60 58 18 10 860
391001 1988 0.0111982082866741 1 95 78 25 11 893
391001 1990 0.0124137931034483 1 104 72 34 9 725
391001 1992 0.00150829562594268 0 92 33 29 3 663
391001 1994 0.00418410041841004 1 78 70 44 3 478
391002 1986 0.00472813238770686 1 94 55 48 7 846
391002 1988 0.003003003003003 1 79 48 38 5 666
391002 1990 0.00689655172413793 0 88 62 50 6 580
391002 1992 0.00171821305841924 0 104 92 57 8 582
391002 1994 0.00159235668789809 1 117 100 74 11 628
391003 1986 0.0021551724137931 0 62 48 12 9 928
391003 1988 0.00208768267223382 0 68 70 20 8 958
391003 1990 0.00711237553342817 0 65 70 24 5 703
391003 1992 0 0 80 62 30 6 587
391003 1994 0 0 107 73 30 7 627
391004 1986 0.00220994475138122 0 68 32 24 6 905
391004 1988 0.00123915737298637 0 89 47 30 5 807
391004 1990 0.0030441400304414 0 96 55 39 5 657
391004 1992 0.00144092219020173 0 117 77 36 6 694
391004 1994 0.00291120815138282 1 125 88 35 7 687
391005 1986 0.00178890876565295 1 42 54 20 11 1118
391005 1988 0.00458715596330275 1 47 35 18 4 654
391005 1990 0.00340715502555366 0 77 60 22 4 587
391005 1992 0.00237529691211401 0 60 69 31 4 421
391005 1994 0.00431965442764579 0 81 75 42 6 463
391101 1986 0.00590551181102362 0 55 27 16 11 508
391101 1988 0.0244360902255639 0 63 36 22 13 532
391101 1990 0.0125786163522013 1 83 57 37 19 477
391101 1992 0.015625 0 81 72 39 21 512
391101 1994 0.0175438596491228 0 88 84 47 27 513
391102 1986 0.00427350427350427 0 52 24 13 8 468
391102 1988 0 0 71 35 20 12 536
391102 1990 0.0072202166064982 0 77 46 23 16 554
391102 1992 0.0122199592668024 0 70 68 25 16 491
391102 1994 0.00614754098360656 0 96 70 51 24 488
391103 1986 0 0 45 12 17 6 212
391103 1988 0 0 48 15 12 4 198
391103 1990 0 1 45 28 17 4 204
391103 1992 0 1 42 33 17 5 230
391103 1994 0 0 70 41 23 2 272
391104 1986 0 0 43 5 4 3 208
391104 1988 0 0 44 10 6 2 214
391104 1990 0.00904977375565611 0 40 25 8 2 221
391104 1992 0 0 42 33 7 3 218
391104 1994 0 1 46 42 24 4 224
391106 1986 0.00236406619385343 0 51 8 8 8 423
391106 1988 0.0025 0 42 11 10 5 400
391106 1990 0.00271739130434783 0 42 30 16 6 368
391106 1992 0 0 48 40 16 7 383
391106 1994 0 0 62 50 21 7 417
391107 1986 0.000819000819000819 0 280 32 35 58 2442
391107 1988 0 0 174 26 11 19 2032
391107 1990 0.00568828213879408 0 88 15 13 14 879
391107 1992 0 1 88 22 11 11 771
391107 1994 0.00294406280667321 1 124 46 28 18 1019
400102 1986 0.0107913669064748 0 195 77 90 18 834
400102 1988 0.0216867469879518 0 196 119 101 14 830
400102 1990 0.0264150943396226 0 191 139 140 20 795
400102 1992 0.027479091995221 0 214 193 192 44 837
400102 1994 0.0303030303030303 1 231 207 199 38 924
400103 1986 0 0 180 72 40 10 842
400103 1988 0 1 191 92 128 12 814
400103 1990 0 0 104 67 30 9 432
400103 1992 0 0 104 75 41 10 454
400103 1994 0 1 105 86 69 17 490
400104 1986 0.0010515247108307 0 249 117 172 14 951
400104 1988 0 0 254 52 81 16 978
400104 1990 0 0 255 182 213 20 989
400104 1992 0 1 278 196 226 23 959
400104 1994 0 1 257 225 240 21 942
400105 1986 0.0168644597126796 0 288 150 130 25 1601
400105 1988 0.0115273775216138 1 287 152 102 20 1041
400105 1990 0.00714285714285714 1 234 125 99 14 980
400105 1992 0.0145852324521422 1 270 164 130 18 1097
400105 1994 0.0105042016806723 1 226 155 171 30 952
400106 1986 0.0356255178127589 1 238 167 146 24 1207
400106 1988 0.00280504908835905 1 178 135 121 30 713
400106 1990 0.0022075055187638 1 192 166 114 32 906
400106 1992 0.0128755364806867 1 204 151 145 31 699
400106 1994 0.0148849797023004 1 235 182 176 36 739
400107 1986 0.000824402308326463 0 251 85 101 35 1213
400107 1988 0.0216903515332835 1 290 131 138 40 1337
400107 1990 0.0268096514745308 1 240 104 108 37 1119
400107 1992 0.030008826125331 1 258 136 128 42 1133
400107 1994 0.0339302544769086 0 268 183 184 42 1061
400108 1986 0.00281293952180028 0 157 54 65 5 711
400108 1988 0 0 168 9 40 3 748
400108 1990 0 0 248 35 75 8 1105
400108 1992 0.00209205020920502 0 116 35 41 4 478
400108 1994 0.0076530612244898 0 106 25 47 2 392
400109 1986 0.00490998363338789 0 317 115 110 20 1222
400109 1988 0.00453857791225416 0 331 157 166 25 1322
400109 1990 0.00409836065573771 0 301 169 175 30 1220
400109 1992 0.00173460537727667 0 307 250 163 25 1153
400109 1994 0.00524109014675052 0 252 213 165 26 954
400110 1986 0.0142045454545455 0 236 126 88 31 1056
400110 1988 0.00293685756240822 0 264 69 101 37 1362
400110 1990 0.0188034188034188 0 209 112 67 21 1170
400110 1992 0.014519056261343 0 265 189 48 23 1102
400110 1994 0.0348387096774194 0 209 120 92 78 775
400112 1986 0 1 167 62 122 9 726
400112 1988 0 0 188 76 96 14 737
400112 1990 0.00369685767097967 0 141 70 68 11 541
400112 1992 0.0018796992481203 1 144 86 74 8 532
400112 1994 0.00177935943060498 1 147 97 92 10 562
400113 1986 0 1 218 99 129 14 895
400113 1988 0.00108813928182807 0 221 138 155 17 919
400113 1990 0.00106382978723404 1 240 133 231 18 940
400113 1992 0 1 227 147 212 27 920
400113 1994 0 1 189 172 218 36 952
400114 1986 0.010443864229765 0 138 30 40 3 766
400114 1988 0.00127388535031847 0 154 33 40 4 785
400114 1990 0.00557880055788006 0 160 42 59 5 717
400114 1992 0.00862068965517241 0 154 64 67 7 696
400114 1994 0.00156739811912226 0 144 76 85 9 638
400115 1986 0.000906618313689937 0 225 81 94 8 1103
400115 1988 0 0 210 62 62 6 961
400115 1990 0.00101522842639594 1 216 66 73 5 985
400115 1992 0.00506970849176172 1 178 84 82 9 789
400115 1994 0.00475435816164818 1 144 78 71 7 631
400116 1986 0.00583333333333333 0 270 146 138 27 1200
400116 1988 0.00426985482493595 1 261 172 167 31 1171
400116 1990 0.00297324083250743 0 224 171 184 30 1009
400116 1992 0 0 210 152 186 32 871
400116 1994 0.016304347826087 0 220 202 195 39 920
400117 1986 0.00117096018735363 0 170 32 46 5 854
400117 1988 0 1 204 41 82 6 870
400117 1990 0.00437636761487965 0 121 44 58 6 457
400117 1992 0.00808080808080808 0 126 58 74 7 495
400117 1994 0.00403225806451613 1 127 91 92 12 496
400201 1986 0 0 143 43 70 5 767
400201 1988 0.00826446280991736 0 184 85 34 4 968
400201 1990 0.00678294573643411 1 196 104 52 8 1032
400201 1992 0 0 177 92 88 9 738
400201 1994 0 0 185 125 70 18 854
400202 1986 0.00313479623824451 0 142 64 106 16 638
400202 1988 0.00606060606060606 1 156 62 81 14 660
400202 1990 0.00457317073170732 1 164 91 109 17 656
400202 1992 0.00434153400868307 0 179 141 153 28 691
400202 1994 0.0259938837920489 1 164 114 112 15 654
400203 1986 0.00116414435389988 0 122 53 56 9 859
400203 1988 0.0010515247108307 1 143 52 54 10 951
400203 1990 0.00413223140495868 0 224 146 105 12 968
400203 1992 0.0132304299889746 0 217 144 88 15 907
400203 1994 0.00412796697626419 0 244 218 162 18 969
400204 1986 0.00166112956810631 0 103 14 31 4 602
400204 1988 0.00150602409638554 0 117 26 22 5 664
400204 1990 0.00307219662058372 0 126 41 33 5 651
400204 1992 0.0102389078498294 0 125 97 77 8 586
400204 1994 0.0119402985074627 0 162 106 56 7 670
400205 1986 0.0016260162601626 1 98 38 55 4 615
400205 1988 0.0046801872074883 1 109 52 55 4 641
400205 1990 0.0072992700729927 1 148 72 91 7 685
400205 1992 0 1 137 68 102 10 600
400205 1994 0.00332778702163062 1 143 100 106 11 601
400301 1986 0 0 106 16 44 4 519
400301 1988 0 0 113 30 56 4 549
400301 1990 0 0 88 34 51 3 428
400301 1992 0.00224215246636771 0 108 63 67 6 446
400301 1994 0.00797872340425532 0 81 64 53 4 376
400302 1986 0 0 139 23 34 6 790
400302 1988 0 0 133 32 41 2 767
400302 1990 0.008 0 170 35 50 3 750
400302 1992 0 0 176 150 140 10 850
400302 1994 0.00706214689265537 1 148 90 70 8 708
400303 1986 0 0 161 42 39 7 775
400303 1988 0.0025974025974026 0 155 62 62 6 770
400303 1990 0.00116550116550117 0 182 58 97 9 858
400303 1992 0 0 174 95 99 12 842
400303 1994 0.00257400257400257 0 184 114 132 15 777
400304 1986 0 0 109 30 35 3 702
400304 1988 0 0 135 38 62 4 678
400304 1990 0.00153609831029186 0 130 52 74 6 651
400304 1992 0.00163398692810458 0 132 64 93 6 612
400304 1994 0.0078125 1 138 85 102 8 640
400305 1986 0 0 83 10 10 2 414
400305 1988 0 0 103 17 11 2 449
400305 1990 0.00208333333333333 0 96 27 23 3 480
400305 1992 0.00216450216450216 0 101 37 33 3 462
400305 1994 0.0044543429844098 0 106 39 37 3 449
400307 1986 0 0 110 34 31 5 620
400307 1988 0.00318979266347687 0 123 50 36 5 627
400307 1990 0 0 116 54 51 7 590
400307 1992 0.00169779286926995 0 135 73 69 9 589
400307 1994 0.00172711571675302 0 138 92 80 12 579
400308 1986 0.00186219739292365 0 113 19 38 2 537
400308 1988 0 0 125 35 49 3 564
400308 1990 0.00175746924428822 0 132 65 72 6 569
400308 1992 0.00326797385620915 0 137 61 42 4 612
400308 1994 0.00192678227360308 0 136 93 83 8 519
400310 1986 0.00137174211248285 0 169 69 57 13 729
400310 1988 0.00266666666666667 1 185 79 56 12 750
400310 1990 0.00710227272727273 0 164 84 60 16 704
400310 1992 0.00792393026941363 0 153 100 76 18 631
400310 1994 0.00963081861958266 0 161 110 77 21 623
400311 1986 0 0 63 10 8 2 368
400311 1988 0.00263852242744063 0 69 15 12 2 379
400311 1990 0 0 73 18 15 2 312
400311 1992 0 0 64 30 21 2 334
400311 1994 0.00595238095238095 0 66 93 24 5 336
400401 1986 0 0 113 19 34 2 685
400401 1988 0 0 126 40 37 2 705
400401 1990 0.0016366612111293 0 123 62 55 4 611
400401 1992 0 0 129 71 60 5 603
400401 1994 0 1 131 78 65 6 570
400402 1986 0 0 101 31 30 6 837
400402 1988 0 0 122 37 23 3 691
400402 1990 0 0 118 32 30 4 618
400402 1992 0 0 125 44 36 4 612
400402 1994 0 1 146 48 42 6 616
400403 1986 0 0 151 30 23 4 801
400403 1988 0.00132100396301189 0 166 45 28 4 757
400403 1990 0.00118623962040332 0 167 74 41 10 843
400403 1992 0.00114025085518814 0 175 77 42 10 877
400403 1994 0.00228571428571429 0 181 81 49 10 875
400404 1986 0.00157728706624606 0 80 18 28 3 634
400404 1988 0.00517241379310345 0 77 23 17 2 580
400404 1990 0.00619195046439629 0 104 48 28 3 646
400404 1992 0.00342465753424658 0 115 50 46 3 584
400404 1994 0.00952380952380952 0 141 74 63 7 840
400405 1986 0 0 112 41 45 2 551
400405 1988 0 1 101 51 46 2 474
400405 1990 0 0 98 47 41 3 474
400405 1992 0 0 102 56 46 4 449
400405 1994 0.00410677618069815 1 107 72 60 7 487
400406 1986 0 0 150 14 38 5 972
400406 1988 0.00092678405931418 1 204 59 43 6 1079
400406 1990 0.000984251968503937 1 180 52 43 5 1016
400406 1992 0 0 168 56 48 5 832
400406 1994 0 1 186 57 58 10 839
400407 1986 0.00137362637362637 0 141 38 62 5 728
400407 1988 0 0 136 54 56 4 687
400407 1990 0.00305810397553517 0 133 72 76 4 654
400407 1992 0.00177619893428064 1 127 69 81 5 563
400407 1994 0.0281065088757396 1 148 117 94 9 676
400501 1986 0.00117785630153121 0 134 18 26 3 849
400501 1988 0.00113636363636364 1 164 37 42 8 880
400501 1990 0 1 172 58 44 4 905
400501 1992 0.00106269925611052 0 206 88 99 5 941
400501 1994 0.00105263157894737 1 226 103 106 6 950
400502 1986 0.00252206809583859 0 105 13 32 6 793
400502 1988 0.00112359550561798 0 149 28 35 6 890
400502 1990 0.00330760749724366 0 177 50 37 7 907
400502 1992 0.00142450142450142 0 148 43 43 9 702
400502 1994 0.00399467376830892 0 187 65 52 11 751
400503 1986 0.0015625 0 104 15 19 3 640
400503 1988 0.00291120815138282 0 115 24 24 2 687
400503 1990 0 0 114 24 24 2 613
400503 1992 0.00173310225303293 1 128 44 31 4 577
400503 1994 0.00485436893203883 1 141 68 41 7 618
400504 1986 0 1 183 21 37 6 1241
400504 1988 0.0036319612590799 1 129 22 30 3 826
400504 1990 0.00295639320029564 0 256 134 51 5 1353
400504 1992 0 0 174 120 44 5 865
400504 1994 0.00112739571589628 1 180 136 54 6 887
400505 1986 0.00145772594752187 1 100 18 35 4 686
400505 1988 0.00302571860816944 1 124 26 36 3 661
400505 1990 0 1 120 38 40 3 591
400505 1992 0.00176056338028169 1 134 55 42 3 568
