%tambon_id year business_proxy credit_proxy pca1 pca2 pca3 pca4 population
190613 1986 0 0 108 109 33 14 662
190613 1988 0 0 120 129 39 18 675
190613 1990 0.00759878419452888 0 98 106 68 27 658
190613 1992 0.0134228187919463 0 131 139 68 33 596
190613 1994 0.00763358778625954 0 94 170 68 37 524
190614 1986 0.0124333925399645 0 105 93 41 11 563
190614 1988 0.0138888888888889 0 121 110 40 17 648
190614 1990 0.0205338809034908 0 121 125 55 17 487
190614 1992 0.024024024024024 1 176 177 55 25 666
190614 1994 0.0285285285285285 1 153 154 66 35 666
190615 1986 0.00606060606060606 0 119 100 32 12 660
190615 1988 0.00455235204855842 0 113 67 52 17 659
190615 1990 0.0108342361863489 0 134 46 25 16 923
190615 1992 0.020979020979021 0 128 124 70 30 715
190615 1994 0.0160493827160494 0 155 83 105 36 810
200103 1986 0 0 32 12 8 2 835
200103 1988 0 0 51 21 12 2 817
200103 1990 0 0 65 36 11 2 807
200103 1992 0.00157728706624606 0 73 54 17 3 634
200103 1994 0 0 128 85 20 3 735
200104 1986 0 0 70 28 25 3 714
200104 1988 0 1 132 41 30 1 706
200104 1990 0.00134048257372654 1 134 68 29 1 746
200104 1992 0.00133868808567604 1 136 69 35 2 747
200104 1994 0.00297176820208024 1 139 105 43 3 673
200105 1986 0 0 24 10 8 4 729
200105 1988 0 0 70 19 9 4 784
200105 1990 0 0 93 30 11 7 776
200105 1992 0.00154083204930663 0 84 39 16 8 649
200105 1994 0 0 108 64 26 4 625
200106 1986 0 0 69 27 16 4 510
200106 1988 0 0 94 32 23 2 538
200106 1990 0 0 97 41 27 2 505
200106 1992 0 0 88 47 33 2 455
200106 1994 0.011037527593819 0 92 93 54 4 453
200107 1986 0.00149476831091181 1 80 37 21 5 669
200107 1988 0.0015625 1 124 50 22 6 640
200107 1990 0.00159235668789809 0 110 60 24 6 628
200107 1992 0 0 113 60 24 7 658
200107 1994 0.00831946755407654 1 129 100 49 7 601
200108 1986 0 0 37 17 14 5 637
200108 1988 0.00144508670520231 0 69 23 13 3 692
200108 1990 0.00163398692810458 0 73 40 18 3 612
200108 1992 0.00173611111111111 0 75 48 21 4 576
200108 1994 0.00338983050847458 0 105 64 31 4 590
200109 1986 0 0 56 27 30 4 677
200109 1988 0 0 77 41 38 3 698
200109 1990 0.00599700149925037 0 96 60 49 3 667
200109 1992 0.00568990042674253 0 106 78 53 4 703
200109 1994 0.00280898876404494 1 170 96 80 8 712
200110 1986 0 0 105 59 40 3 954
200110 1988 0.00117233294255569 0 136 66 60 3 853
200110 1990 0.00109051254089422 0 125 86 81 5 917
200110 1992 0 0 142 108 85 7 746
200110 1994 0.00273972602739726 0 150 108 95 9 730
200111 1986 0 0 38 21 16 4 1026
200111 1988 0.000991080277502478 0 77 25 13 3 1009
200111 1990 0.00102249488752556 0 97 43 26 3 978
200111 1992 0.00106382978723404 0 104 42 21 4 940
200111 1994 0.000986193293885602 0 176 98 39 5 1014
200112 1986 0.00613496932515337 0 106 58 38 6 978
200112 1988 0.00553097345132743 0 147 66 57 6 904
200112 1990 0.0031813361611877 0 155 93 46 9 943
200112 1992 0.00288600288600289 0 119 91 57 8 693
200112 1994 0.0106382978723404 1 145 106 76 12 752
200113 1986 0.00343053173241852 0 64 23 23 4 583
200113 1988 0.00193798449612403 0 93 36 23 5 516
200113 1990 0.00395256916996047 0 95 47 31 6 506
200113 1992 0.00215982721382289 0 91 52 29 4 463
200113 1994 0.00404040404040404 0 95 60 39 4 495
200402 1986 0.00375234521575985 0 50 14 11 4 533
200402 1988 0.0018796992481203 0 75 23 13 3 532
200402 1990 0.00362976406533575 0 80 29 15 3 551
200402 1992 0.00402414486921529 0 88 48 18 4 497
200402 1994 0.00736648250460405 0 108 66 22 5 543
200403 1986 0.00202020202020202 0 48 11 6 3 495
200403 1988 0 1 72 13 9 3 526
200403 1990 0.0020746887966805 0 61 22 11 2 482
200403 1992 0 0 70 34 16 3 488
200403 1994 0.00192678227360308 1 93 58 19 4 519
200405 1986 0 0 56 10 18 4 497
200405 1988 0 0 72 14 19 3 542
200405 1990 0 0 79 25 25 3 553
200405 1992 0.00230414746543779 0 85 44 29 4 434
200405 1994 0.00216450216450216 1 95 67 36 6 462
200408 1986 0.00264550264550265 0 35 11 6 2 378
200408 1988 0.00498753117206983 0 53 16 10 1 401
200408 1990 0.00251256281407035 0 62 24 10 2 398
200408 1992 0.00297619047619048 1 68 29 13 2 336
200408 1994 0.00292397660818713 1 78 40 17 2 342
200410 1986 0.0017921146953405 0 13 4 13 2 558
200410 1988 0 0 48 7 11 1 517
200410 1990 0 0 60 20 13 1 505
200410 1992 0 0 93 26 15 2 529
200410 1994 0.0234741784037559 0 92 34 18 1 426
200411 1986 0.00240963855421687 0 28 11 13 2 415
200411 1988 0.00440528634361234 0 60 16 14 1 454
200411 1990 0.00573065902578797 0 62 28 15 2 349
200411 1992 0 1 70 42 23 2 423
200411 1994 0 0 86 55 24 4 471
200501 1986 0.00519480519480519 0 53 21 26 3 385
200501 1988 0.0072992700729927 0 95 32 24 3 548
200501 1990 0 1 101 34 30 4 541
200501 1992 0 0 96 56 49 12 464
200501 1994 0 0 78 46 41 8 377
200502 1986 0 1 77 29 36 7 632
200502 1988 0 1 95 39 23 7 633
200502 1990 0 0 99 50 31 7 581
200502 1992 0 0 100 63 45 9 645
200502 1994 0 0 106 78 57 10 684
200504 1986 0 0 74 41 23 5 646
200504 1988 0.00155038759689922 0 105 49 35 4 645
200504 1990 0 0 108 66 36 4 644
200504 1992 0 1 93 75 43 5 586
200504 1994 0.00199203187250996 0 106 76 49 7 502
200505 1986 0 0 76 15 27 4 752
200505 1988 0 1 118 23 28 3 719
200505 1990 0 1 121 31 38 4 697
200505 1992 0.00131233595800525 0 130 63 40 4 762
200505 1994 0.00316957210776545 0 116 75 52 6 631
200506 1986 0 0 76 25 34 4 747
200506 1988 0 1 135 35 36 4 738
200506 1990 0.00136054421768707 1 127 52 46 7 735
200506 1992 0.00166666666666667 0 115 63 49 9 600
200506 1994 0.0033112582781457 0 124 76 69 14 604
200507 1986 0.00216450216450216 0 64 25 19 4 462
200507 1988 0.00208333333333333 0 83 36 21 3 480
200507 1990 0.00229885057471264 0 83 40 18 2 435
200507 1992 0.003003003003003 0 62 50 28 4 333
200507 1994 0.00561797752808989 0 75 60 31 5 356
200508 1986 0 0 64 22 18 4 610
200508 1988 0.00318471337579618 0 105 25 20 4 628
200508 1990 0 0 103 43 25 5 591
200508 1992 0 0 86 50 32 5 491
200508 1994 0.00233644859813084 0 86 69 48 8 428
200509 1986 0 0 71 21 20 8 651
200509 1988 0 0 100 23 26 8 673
200509 1990 0 0 105 54 44 13 666
200509 1992 0 0 78 41 26 8 430
200509 1994 0 0 120 76 60 20 661
200510 1986 0 0 25 9 13 2 485
200510 1988 0 0 95 16 12 2 518
200510 1990 0 0 95 26 21 3 509
200510 1992 0 0 98 31 29 3 563
200510 1994 0 0 114 37 30 4 592
200511 1986 0 0 78 18 26 6 608
200511 1988 0 0 100 25 27 4 554
200511 1990 0 0 98 31 26 4 545
200511 1992 0 0 86 48 26 3 414
200511 1994 0 0 95 60 32 4 430
200601 1986 0.00255754475703325 0 31 15 9 2 391
200601 1988 0 0 60 20 7 1 407
200601 1990 0 0 47 32 12 1 406
200601 1992 0 0 65 45 19 1 404
200601 1994 0 0 73 31 28 2 434
200602 1986 0 0 52 20 21 1 489
200602 1988 0 0 59 32 23 1 512
200602 1990 0 0 77 52 25 2 521
200602 1992 0.00407331975560081 0 74 57 28 2 491
200602 1994 0.00380228136882129 0 107 70 38 5 526
200603 1986 0.00178571428571429 0 21 15 9 3 560
200603 1988 0 0 37 18 10 1 599
200603 1990 0 0 61 29 14 1 608
200603 1992 0.00202020202020202 0 63 55 24 2 495
200603 1994 0 0 97 58 25 2 670
200604 1986 0 0 46 12 14 2 633
200604 1988 0 0 44 19 14 1 450
200604 1990 0 0 76 36 18 1 499
200604 1992 0 0 82 59 21 2 446
200604 1994 0 0 106 72 36 2 466
200605 1986 0 0 52 17 14 4 485
200605 1988 0 0 71 22 18 2 480
200605 1990 0 0 74 35 23 3 492
200605 1992 0.00184842883548983 0 80 60 32 3 541
200605 1994 0 0 86 60 33 4 455
200607 1986 0 0 53 16 16 3 531
200607 1988 0 0 78 23 17 2 495
200607 1990 0 0 82 31 20 3 516
200607 1992 0.00191570881226054 0 92 59 31 3 522
200607 1994 0 0 122 76 38 4 560
200608 1986 0 0 35 15 14 3 491
200608 1988 0 0 67 25 13 2 479
200608 1990 0 0 70 35 16 3 506
200608 1992 0 0 77 47 22 2 440
200608 1994 0 1 101 63 34 3 486
200609 1986 0 0 28 16 9 1 546
200609 1988 0 0 42 19 8 1 567
200609 1990 0 0 62 35 15 1 596
200609 1992 0 0 75 38 18 1 560
200609 1994 0.00194552529182879 1 90 44 23 1 514
200610 1986 0 0 64 17 39 2 760
200610 1988 0 0 83 26 16 1 681
200610 1990 0 0 110 37 23 2 676
200610 1992 0 0 100 78 38 2 672
200610 1994 0 0 117 84 36 3 749
200611 1986 0 0 44 14 12 3 466
200611 1988 0 0 61 20 17 2 428
200611 1990 0 0 77 28 21 3 447
200611 1992 0 0 69 40 29 4 442
200611 1994 0.00362976406533575 1 97 61 50 4 551
200613 1986 0 0 40 27 9 4 462
200613 1988 0 0 49 17 14 2 440
200613 1990 0 0 61 34 15 1 459
200613 1992 0 0 69 50 25 2 444
200613 1994 0.0021978021978022 1 90 72 56 2 455
200614 1986 0 0 29 11 10 2 578
200614 1988 0 0 47 10 10 2 592
200614 1990 0 0 66 24 13 1 592
200614 1992 0.00344234079173838 0 97 43 30 1 581
200614 1994 0.00338983050847458 0 111 59 38 2 590
200701 1986 0.00371747211895911 0 25 15 14 2 538
200701 1988 0.00337837837837838 1 72 22 14 4 592
200701 1990 0.00382409177820268 1 48 46 23 6 523
200701 1992 0 1 84 70 29 8 459
200701 1994 0 1 114 72 30 8 486
200704 1986 0 0 32 10 11 4 470
200704 1988 0 0 55 14 11 3 480
200704 1990 0 0 60 24 10 3 481
200704 1992 0 0 72 37 21 4 416
200704 1994 0 0 70 56 37 6 300
200705 1986 0 0 16 7 5 1 350
200705 1988 0 0 32 11 6 1 368
200705 1990 0 0 50 22 9 2 368
200705 1992 0 0 60 31 11 2 373
200705 1994 0.00259067357512953 0 75 44 17 3 386
200801 1986 0 0 30 9 11 2 566
200801 1988 0 0 62 21 11 1 583
200801 1990 0 0 65 34 16 1 616
200801 1992 0.00376647834274953 0 68 49 23 2 531
200801 1994 0.00383141762452107 0 105 64 27 2 522
200802 1986 0 0 36 28 10 5 677
200802 1988 0 1 77 37 15 4 696
200802 1990 0.00308166409861325 0 66 49 19 6 649
200802 1992 0 1 75 56 24 5 615
200802 1994 0 1 109 67 32 5 650
200803 1986 0 0 72 12 16 2 553
200803 1988 0 0 77 16 17 1 462
200803 1990 0 0 78 35 26 2 581
200803 1992 0 0 78 50 35 2 467
200803 1994 0 0 91 58 45 3 480
200804 1986 0 0 17 10 7 3 437
200804 1988 0 0 32 19 7 2 455
200804 1990 0 0 50 28 12 4 439
200804 1992 0 1 56 36 12 4 451
200804 1994 0 0 82 50 22 8 457
200806 1986 0 0 47 17 18 4 554
200806 1988 0 0 80 21 20 3 567
200806 1990 0 0 89 34 29 2 613
200806 1992 0 0 77 62 46 3 504
200806 1994 0.00185873605947955 0 96 71 52 4 538
200807 1986 0.0019723865877712 0 39 12 14 2 507
200807 1988 0 0 61 23 16 1 473
200807 1990 0 0 62 28 18 1 510
200807 1992 0 0 75 43 29 2 448
200807 1994 0 0 88 47 29 2 468
200808 1986 0 0 27 5 7 1 367
200808 1988 0 0 52 5 8 1 360
200808 1990 0 0 51 11 12 1 330
200808 1992 0 0 60 26 21 2 328
200808 1994 0 0 67 31 22 1 369
201001 1986 0 0 26 12 14 3 642
201001 1988 0 0 57 18 17 2 669
201001 1990 0 0 74 26 20 1 692
201001 1992 0 1 98 43 30 2 682
201001 1994 0.0014367816091954 1 126 52 39 3 696
201002 1986 0.00136054421768707 0 60 34 10 5 735
201002 1988 0.00112485939257593 0 91 49 17 2 889
201002 1990 0.00135685210312076 0 102 69 29 4 737
201002 1992 0 0 99 79 34 4 640
201002 1994 0.0132231404958678 0 113 70 40 5 605
201003 1986 0.000859845227858985 0 57 16 10 3 1163
201003 1988 0 0 59 17 14 1 948
201003 1990 0 1 99 35 14 1 875
201003 1992 0 0 113 61 17 1 875
201003 1994 0.0102960102960103 1 146 67 19 2 777
201005 1986 0 0 60 26 15 2 828
201005 1988 0 0 106 47 17 3 875
201005 1990 0 0 101 56 27 2 901
201005 1992 0 0 109 69 41 2 659
201005 1994 0 0 114 75 31 4 613
201006 1986 0 0 42 9 17 4 679
201006 1988 0 0 72 17 19 2 658
201006 1990 0 0 86 25 24 2 660
201006 1992 0 0 102 41 17 2 572
201006 1994 0 0 126 50 23 2 573
201008 1986 0 1 44 19 12 2 498
201008 1988 0 0 68 36 19 1 499
201008 1990 0 0 78 45 25 2 509
201008 1992 0.00204918032786885 0 80 53 27 2 488
201008 1994 0 0 105 66 31 3 494
201009 1986 0 0 40 21 14 2 783
201009 1988 0 0 92 33 19 1 820
201009 1990 0.00120627261761158 0 100 59 24 1 829
201009 1992 0.00146412884333821 0 133 79 35 2 683
201009 1994 0 0 149 66 37 2 757
20103 1986 0.00233100233100233 0 78 86 86 13 858
20103 1988 0.00267141585040071 0 205 168 189 10 1123
20103 1990 0.00637755102040816 0 150 132 117 17 784
20103 1992 0.00140252454417952 1 105 104 113 39 713
20103 1994 0 1 99 124 109 38 645
20105 1986 0.00495867768595041 0 35 32 49 9 605
20105 1988 0.00768049155145929 0 65 46 46 11 651
20105 1990 0.00297176820208024 0 77 75 87 22 673
20105 1992 0.00350262697022767 0 83 70 80 23 571
20105 1994 0.00216450216450216 1 79 76 75 19 462
20106 1986 0.00164744645799012 1 65 51 74 12 607
20106 1988 0.00309597523219814 0 76 55 72 13 646
20106 1990 0 0 93 85 109 16 710
20106 1992 0.0034965034965035 1 89 101 112 17 572
20106 1994 0 1 72 102 90 18 456
20108 1986 0 0 35 5 33 4 358
20108 1988 0 0 38 11 38 5 341
20108 1990 0.00271739130434783 0 47 25 44 8 368
20108 1992 0.00304878048780488 0 51 27 41 10 328
20108 1994 0.00589970501474926 0 51 27 49 10 339
20109 1986 0 1 110 81 118 11 771
20109 1988 0.00682261208576998 1 157 98 120 13 1026
20109 1990 0 0 197 157 173 25 1263
20109 1992 0.00099009900990099 1 216 208 133 31 1010
20109 1994 0.00408997955010225 1 216 188 208 37 978
20110 1986 0.00467289719626168 0 52 30 50 11 642
20110 1988 0.00143884892086331 0 70 32 52 12 695
20110 1990 0.00132802124833997 0 84 74 67 16 753
20110 1992 0 0 76 67 97 21 678
20110 1994 0.0400485436893204 0 133 92 88 33 824
201101 1986 0 0 60 21 27 3 592
201101 1988 0 1 84 27 35 5 593
201101 1990 0 0 71 44 34 7 480
201101 1992 0 1 76 56 79 9 487
201101 1994 0 1 78 70 51 11 447
201102 1986 0 0 39 14 20 2 453
201102 1988 0 0 66 30 25 2 478
201102 1990 0 1 71 42 27 2 379
201102 1992 0 1 66 52 30 3 420
201102 1994 0 1 73 58 46 4 408
201105 1986 0 0 52 12 17 3 522
201105 1988 0 0 66 19 19 2 530
201105 1990 0 1 72 38 27 3 492
201105 1992 0 1 72 52 43 4 434
201105 1994 0 0 77 25 29 5 408
201106 1986 0 0 41 14 10 5 545
201106 1988 0 0 84 21 12 5 547
201106 1990 0 1 81 34 18 6 553
201106 1992 0 1 80 44 29 7 477
201106 1994 0 1 96 60 39 8 499
201107 1986 0 0 38 16 24 3 419
201107 1988 0 0 66 18 26 4 434
201107 1990 0 0 70 37 38 4 398
201107 1992 0.00256410256410256 1 73 53 50 6 390
201107 1994 0 1 75 54 44 7 433
201108 1986 0 0 38 10 17 4 428
201108 1988 0 0 58 21 18 4 409
201108 1990 0 0 48 30 24 6 334
201108 1992 0 0 53 28 25 6 306
201108 1994 0.00714285714285714 0 53 40 31 7 280
201109 1986 0 0 25 11 13 1 384
201109 1988 0 0 60 15 16 1 386
201109 1990 0 0 58 24 22 1 377
201109 1992 0 0 63 31 31 2 396
201109 1994 0 0 76 51 40 3 381
20111 1986 0 0 33 29 37 10 502
20111 1988 0.00371057513914657 0 52 36 45 8 539
20111 1990 0.00860585197934595 1 66 61 57 15 581
20111 1992 0.00757575757575758 1 89 67 60 17 528
20111 1994 0.00784313725490196 1 80 62 58 17 510
20112 1986 0.00285714285714286 0 68 64 59 13 700
20112 1988 0.00307692307692308 0 63 57 64 14 650
20112 1990 0.00552486187845304 1 105 107 83 20 724
20112 1992 0.0105386416861827 1 137 128 137 32 854
20112 1994 0.00728155339805825 1 138 128 119 30 824
20113 1986 0.00868306801736614 0 39 39 37 8 691
20113 1988 0.00659340659340659 0 66 44 57 8 910
20113 1990 0.00228050171037628 0 75 58 100 13 877
20113 1992 0.00245398773006135 0 84 57 91 12 815
20113 1994 0.00271739130434783 0 88 56 90 18 736
20115 1986 0.00412371134020619 0 34 40 50 7 485
20115 1988 0.00179856115107914 1 39 55 57 8 556
20115 1990 0.00700525394045534 1 50 64 60 10 571
20115 1992 0.0076530612244898 1 68 64 55 13 392
20115 1994 0 1 71 69 59 14 430
20116 1986 0.00310077519379845 0 45 29 57 9 645
20116 1988 0.003003003003003 1 54 49 55 11 666
20116 1990 0.00583941605839416 0 72 86 100 15 685
20116 1992 0.00549450549450549 1 90 84 96 17 546
20116 1994 0.00532859680284192 1 111 98 115 19 563
201202 1986 0 0 27 7 9 2 403
201202 1988 0 1 48 16 10 1 416
201202 1990 0 0 60 36 14 1 434
201202 1992 0 0 61 43 18 1 499
201202 1994 0 0 79 48 21 1 421
201203 1986 0 0 52 17 14 1 657
201203 1988 0 0 75 29 17 1 609
201203 1990 0 0 106 50 28 1 686
201203 1992 0 0 120 67 29 2 645
201203 1994 0 1 126 78 25 2 663
201301 1986 0.0025062656641604 0 46 10 11 3 798
201301 1988 0.00133511348464619 0 93 24 15 2 749
201301 1990 0.0037037037037037 0 95 44 20 3 810
201301 1992 0 0 102 40 26 4 664
201301 1994 0.0114649681528662 0 148 86 49 8 785
201302 1986 0 0 11 6 5 3 510
201302 1988 0 0 45 8 6 1 472
201302 1990 0.00203252032520325 0 56 20 6 1 492
201302 1992 0.00431034482758621 0 85 41 9 1 464
201302 1994 0 0 86 36 12 2 591
201303 1986 0 0 16 9 5 3 588
201303 1988 0 0 74 7 4 1 541
201303 1990 0 0 68 14 5 1 523
201303 1992 0.00403225806451613 0 66 17 7 1 496
201303 1994 0 0 91 22 8 1 505
201304 1986 0.00100401606425703 0 27 6 9 2 996
201304 1988 0.0012453300124533 0 64 16 8 1 803
201304 1990 0.00135135135135135 0 59 31 10 1 740
201304 1992 0 1 58 39 10 1 719
201304 1994 0.00134048257372654 1 121 51 17 2 746
201305 1986 0 0 36 12 19 8 681
201305 1988 0 0 71 14 10 3 596
201305 1990 0 0 77 27 17 2 599
201305 1992 0 1 79 47 22 2 560
201305 1994 0 1 120 76 32 3 679
201306 1986 0 0 30 6 6 4 649
201306 1988 0 0 78 13 7 3 624
201306 1990 0.00147492625368732 0 94 17 10 3 678
201306 1992 0.00441176470588235 0 108 23 11 3 680
201306 1994 0.00549450549450549 0 135 25 12 4 728
20201 1986 0.00821018062397373 0 46 18 27 6 609
20201 1988 0.0103986135181976 0 93 7 40 10 577
20201 1990 0 0 94 6 46 11 523
20201 1992 0.0136286201022147 0 106 3 88 21 587
20201 1994 0.00759878419452888 0 123 21 100 25 658
20301 1986 0.0213592233009709 1 84 86 108 30 515
20301 1988 0.0140845070422535 1 86 74 90 30 568
20301 1990 0.00882352941176471 0 278 385 314 45 1700
20301 1992 0.00230414746543779 1 418 430 437 74 2604
20301 1994 0.00422102839600921 1 420 432 436 76 2606
20302 1986 0.00136612021857923 1 43 39 57 9 732
20302 1988 0.00133868808567604 1 47 42 65 10 747
20302 1990 0.00126262626262626 0 58 50 76 12 792
20302 1992 0.00252525252525253 1 97 65 82 13 792
20302 1994 0 1 102 79 74 16 822
20303 1986 0 0 38 32 53 7 396
20303 1988 0 1 46 43 53 10 376
20303 1990 0.00289855072463768 1 56 61 73 10 345
20303 1992 0 1 54 49 81 11 387
20303 1994 0.0079155672823219 0 69 58 86 11 379
20304 1986 0.00486026731470231 0 133 106 94 22 823
20304 1988 0.00466744457409568 0 139 126 116 31 857
20304 1990 0.0156657963446475 1 137 116 112 33 766
20304 1992 0.0147058823529412 1 233 232 195 44 1428
20304 1994 0.0157232704402516 1 260 263 240 53 1590
20305 1986 0.000983284169124877 1 110 91 107 24 1017
20305 1988 0 1 116 112 118 24 1001
20305 1990 0 1 140 134 138 26 1069
20305 1992 0 1 146 141 130 33 967
20305 1994 0.005720823798627 1 145 139 125 41 874
20306 1986 0 1 62 53 66 8 649
20306 1988 0 0 69 70 79 10 655
20306 1990 0.0041407867494824 0 78 47 74 12 483
20306 1992 0 0 72 65 84 13 437
20306 1994 0.0106609808102345 0 79 80 90 13 469
20307 1986 0 1 62 33 63 11 595
20307 1988 0 1 77 56 78 14 618
20307 1990 0.00134228187919463 1 109 80 128 17 745
20307 1992 0.00100502512562814 1 93 94 130 17 995
20307 1994 0.00854700854700855 0 109 112 123 17 702
20308 1986 0 0 84 68 70 9 521
20308 1988 0 0 92 77 75 10 534
20308 1990 0 1 84 71 76 8 746
20308 1992 0 0 106 105 80 15 883
20308 1994 0 0 120 114 115 22 888
20309 1986 0 1 47 24 49 7 631
20309 1988 0 0 41 29 42 8 518
20309 1990 0.00273224043715847 1 43 34 57 11 366
20309 1992 0.00326797385620915 1 47 42 46 10 306
20309 1994 0.00911854103343465 1 54 40 46 10 329
20310 1986 0 1 156 138 197 39 1044
20310 1988 0.0189818809318378 1 214 175 230 43 1159
20310 1990 0.00126422250316056 1 261 242 314 46 1582
20310 1992 0.00332963374028857 1 278 252 322 51 1802
20310 1994 0.00443213296398892 1 272 264 290 59 1805
20311 1986 0.00506072874493927 1 149 106 116 25 988
20311 1988 0 1 168 127 123 28 1059
20311 1990 0.00254129606099111 1 170 154 163 37 1574
20311 1992 0.00441361916771753 1 199 159 167 39 1586
20311 1994 0.00426829268292683 1 176 174 209 81 1640
20312 1986 0 0 18 20 35 2 476
20312 1988 0.0033112582781457 0 24 30 40 2 604
20312 1990 0.0015220700152207 1 30 34 66 4 657
20312 1992 0.00161812297734628 0 176 134 142 12 1236
20312 1994 0.00314465408805031 1 163 158 145 18 1272
20313 1986 0.00173310225303293 1 46 31 67 14 577
20313 1988 0.00613496932515337 1 52 49 70 17 489
20313 1990 0.0143884892086331 1 48 46 62 20 417
20313 1992 0.00377358490566038 1 52 49 61 20 530
20313 1994 0.00352733686067019 1 70 64 68 22 567
20401 1986 0.00280898876404494 1 37 40 50 7 356
20401 1988 0 1 54 50 73 12 434
20401 1990 0.00647948164146868 1 68 73 78 16 463
20401 1992 0.00452488687782805 1 131 128 98 38 663
20401 1994 0.00198019801980198 1 100 92 68 17 505
20402 1986 0.00185185185185185 1 41 47 60 8 540
20402 1988 0.00380228136882129 1 56 66 69 10 526
20402 1990 0.0176125244618395 1 66 78 89 10 511
20402 1992 0.00382409177820268 1 85 85 106 12 523
20402 1994 0.0043010752688172 1 87 87 106 13 465
20403 1986 0 1 35 25 53 5 428
20403 1988 0.00248756218905473 0 44 41 68 5 402
20403 1990 0.00229885057471264 0 66 57 86 9 435
20403 1992 0.00526315789473684 1 59 73 87 9 380
20403 1994 0.00254452926208651 1 63 69 61 7 393
20404 1986 0.00342465753424658 0 71 60 50 9 584
20404 1988 0.0032 0 76 63 52 11 625
20404 1990 0.00413223140495868 0 77 67 83 19 484
20404 1992 0.0108564535585042 1 146 135 76 18 829
20404 1994 0.0033003300330033 1 147 146 148 25 909
20405 1986 0.00409836065573771 1 27 39 53 10 488
20405 1988 0 1 40 50 62 11 489
20405 1990 0 1 54 68 83 15 486
20405 1992 0.00467289719626168 1 69 73 87 17 428
20405 1994 0.00626304801670146 1 73 91 93 22 479
20406 1986 0.00126742712294043 1 101 82 102 21 789
20406 1988 0.00238379022646007 1 102 93 107 22 839
20406 1990 0.00666666666666667 1 122 118 115 28 750
20406 1992 0.00255102040816327 0 133 129 113 28 784
20406 1994 0.00823529411764706 1 145 148 128 31 850
20407 1986 0.00278293135435993 0 124 118 92 16 1078
20407 1988 0.00264550264550265 0 147 141 93 17 1134
20407 1990 0.0034965034965035 0 51 47 55 9 286
20407 1992 0.00252844500632111 1 81 62 82 15 791
20407 1994 0.00423728813559322 1 181 170 121 71 1180
20409 1986 0.00618556701030928 0 63 54 66 5 485
20409 1988 0.00570342205323194 0 66 55 63 6 526
20409 1990 0.00576923076923077 0 77 69 76 10 520
20409 1992 0.00545454545454545 1 88 82 71 11 550
20409 1994 0.012924071082391 1 104 95 73 16 619
20410 1986 0 0 78 63 65 10 528
20410 1988 0 1 79 68 67 11 492
20410 1990 0.00363636363636364 1 100 94 72 9 550
20410 1992 0.00190839694656489 1 102 94 76 11 524
20410 1994 0.0032626427406199 1 128 113 80 12 613
20411 1986 0.00118203309692671 1 65 55 68 17 846
20411 1988 0.00227272727272727 1 55 55 48 13 440
20411 1990 0.0021505376344086 1 70 66 66 15 465
20411 1992 0 1 76 65 75 17 526
20411 1994 0.0131826741996234 1 90 93 76 14 531
20412 1986 0.00510204081632653 0 69 73 83 11 784
20412 1988 0.0029673590504451 1 60 105 86 16 674
20412 1990 0.00441176470588235 0 88 104 129 18 680
20412 1992 0.00494233937397035 1 92 105 125 12 607
20412 1994 0.00646203554119548 1 99 115 124 18 619
20413 1986 0.00142247510668563 1 45 58 84 18 703
20413 1988 0.00145348837209302 1 58 73 91 19 688
20413 1990 0.0015220700152207 1 76 97 116 21 657
20413 1992 0.00136425648021828 1 131 126 137 41 733
20413 1994 0.00259403372243839 1 118 124 143 39 771
20414 1986 0 1 57 48 54 8 482
20414 1988 0 1 62 49 71 10 395
20414 1990 0.00196078431372549 1 72 72 79 11 510
20414 1992 0.00488997555012225 1 76 78 90 16 409
20414 1994 0.0097799511002445 1 75 76 66 15 409
20415 1986 0 1 66 44 68 9 546
20415 1988 0 1 64 57 76 16 503
20415 1990 0.00180831826401447 1 88 78 76 16 553
20415 1992 0.00843881856540084 1 136 123 142 15 948
20415 1994 0 0 118 108 102 10 736
20416 1986 0.00191570881226054 1 79 89 90 31 1044
20416 1988 0 1 93 90 121 39 1053
20416 1990 0 1 90 95 124 41 970
20416 1992 0 0 108 106 125 41 841
20416 1994 0.0013869625520111 1 113 120 124 43 721
20417 1986 0.00191938579654511 1 44 44 53 18 521
20417 1988 0 1 48 54 54 15 511
20417 1990 0.00138888888888889 1 60 76 63 19 720
20417 1992 0 1 79 88 89 19 625
20417 1994 0.00810372771474878 1 76 71 64 12 617
20501 1986 0.0131004366812227 0 20 15 41 6 458
20501 1988 0.00763358778625954 0 23 19 40 6 524
20501 1990 0.0108695652173913 0 57 24 54 8 460
20501 1992 0.00462962962962963 0 55 31 49 8 432
20501 1994 0.0829268292682927 0 68 45 47 6 410
20502 1986 0.00484261501210654 0 29 6 19 3 413
20502 1988 0.0053475935828877 0 25 5 28 5 374
20502 1990 0.00779727095516569 0 65 14 52 8 513
20502 1992 0.0131578947368421 1 68 15 57 9 456
20502 1994 0.0089126559714795 0 108 18 54 12 561
20503 1986 0.00176991150442478 1 43 33 52 8 565
20503 1988 0.00417536534446764 1 58 30 43 9 479
20503 1990 0 0 70 72 73 16 647
20503 1992 0.00176991150442478 0 82 74 72 18 565
20503 1994 0.00625 1 109 86 134 24 640
20504 1986 0.0021551724137931 0 35 13 28 8 464
20504 1988 0.00235294117647059 0 39 19 35 8 425
