%id dtp6 dtp6_rank
491103 69684 1659
580214 69697 1660
760108 69732 1661
090505 69749 1662
101003 69760 1663
530811 69761 1664
050703 69798 1665
500108 69804 1666
420502 69846 1667
530903 69850 1668
210709 69874 1669
101007 69877 1670
050807 69919 1671
360205 69955 1672
330113 69957 1673
480615 69988 1674
040306 69996 1675
331601 70001 1676
580104 70006 1677
170302 70011 1678
360801 70044 1679
070514 70073 1680
421004 70096 1681
230404 70100 1682
080602 70104 1683
270912 70129 1684
331607 70138 1685
190202 70174 1686
760106 70191 1687
080116 70248 1688
331514 70264 1689
210504 70311 1690
580212 70325 1691
051703 70364 1692
130701 70377 1693
030104 70397 1694
750408 70456 1695
101002 70461 1696
090404 70486 1697
630408 70512 1698
180403 70532 1699
480607 70569 1700
330615 70578 1701
531402 70610 1702
330119 70629 1703
760402 70633 1704
330118 70733 1705
051202 70796 1706
480711 70804 1707
130606 70816 1708
040301 70820 1709
680206 70846 1710
600815 70884 1711
330614 70894 1712
360104 70914 1713
100611 70925 1714
331606 70934 1715
330110 70969 1716
500208 70989 1717
530810 71038 1718
030208 71081 1719
360501 71109 1720
580205 71142 1721
712305 71152 1722
331602 71164 1723
420607 71184 1724
711106 71185 1725
530711 71213 1726
180411 71250 1727
480709 71283 1728
750308 71311 1729
071103 71339 1730
630609 71355 1731
331511 71357 1732
080609 71378 1733
711008 71382 1734
100301 71440 1735
070209 71469 1736
600809 71485 1737
071102 71489 1738
170501 71526 1739
420503 71530 1740
630615 71556 1741
080503 71601 1742
170510 71631 1743
580111 71637 1744
270319 71638 1745
480113 71651 1746
580311 71666 1747
100601 71680 1748
270315 71717 1749
630602 71754 1750
531601 71761 1751
580209 71787 1752
500120 71802 1753
530708 71803 1754
080110 71823 1755
080608 71874 1756
713104 71938 1757
610503 71942 1758
100603 71959 1759
090401 71974 1760
130302 71988 1761
580107 72030 1762
360503 72047 1763
080504 72061 1764
080117 72066 1765
080113 72068 1766
051206 72074 1767
271702 72111 1768
600802 72113 1769
030403 72147 1770
051702 72155 1771
712402 72167 1772
711203 72168 1773
230402 72175 1774
600807 72184 1775
530806 72188 1776
210914 72194 1777
170301 72229 1778
100608 72230 1779
212101 72233 1780
330604 72257 1781
500110 72272 1782
480110 72310 1783
331505 72322 1784
170503 72376 1785
580302 72385 1786
630604 72478 1787
050712 72482 1788
270906 72503 1789
480613 72575 1790
480712 72591 1791
712704 72612 1792
360504 72638 1793
130706 72666 1794
211503 72678 1795
680807 72702 1796
330607 72737 1797
070503 72755 1798
530507 72787 1799
530818 72797 1800
500409 72800 1801
070212 72807 1802
580210 72829 1803
330304 72857 1804
030210 72917 1805
331611 72918 1806
080513 72920 1807
712304 72967 1808
480105 72995 1809
491102 73010 1810
711004 73014 1811
081101 73016 1812
212004 73048 1813
211215 73054 1814
300406 73059 1815
030202 73088 1816
480106 73090 1817
050711 73092 1818
500204 73114 1819
480706 73116 1820
130203 73145 1821
231306 73202 1822
530202 73203 1823
500803 73400 1824
120907 73402 1825
330714 73430 1826
330405 73442 1827
420108 73537 1828
030111 73538 1829
712403 73543 1830
212404 73555 1831
270305 73752 1832
580304 73813 1833
510602 73822 1834
700311 73841 1835
682102 73847 1836
330608 73858 1837
330702 73859 1838
210707 73927 1839
040303 73993 1840
031204 73994 1841
331609 74025 1842
040802 74033 1843
210706 74161 1844
700801 74181 1845
500804 74191 1846
530804 74202 1847
610508 74203 1848
360123 74250 1849
480109 74253 1850
050408 74264 1851
050803 74267 1852
530808 74370 1853
330715 74384 1855
580312 74384 1855
170311 74419 1856
500407 74442 1857
630412 74515 1858
090608 74551 1859
421001 74552 1860
600604 74553 1861
530510 74583 1862
331007 74640 1863
070205 74650 1864
760122 74652 1865
390207 74670 1866
190206 74686 1867
390807 74725 1868
480604 74735 1869
030116 74741 1870
630406 74748 1871
530701 74771 1872
040211 74783 1873
080115 74792 1874
480608 74802 1875
271304 74808 1876
100402 74824 1877
680809 74838 1878
600819 74934 1879
480714 74953 1880
680801 74957 1881
580306 75006 1882
760101 75020 1883
330302 75034 1884
080519 75039 1885
040801 75116 1886
030705 75198 1887
360803 75204 1888
480610 75285 1889
080514 75337 1890
120902 75373 1891
030118 75377 1892
070213 75455 1893
270902 75460 1894
530902 75466 1895
420806 75472 1896
080406 75483 1897
681305 75539 1898
421003 75559 1899
331107 75560 1900
070210 75590 1901
330312 75593 1902
750109 75594 1903
490521 75603 1904
530901 75688 1905
480713 75690 1906
101502 75702 1907
420507 75705 1908
681301 75767 1909
170405 75805 1910
101001 75815 1911
331102 75841 1912
080610 75847 1913
330708 75871 1914
480717 75874 1915
211609 75896 1916
100606 75900 1917
330609 75909 1918
300409 75912 1919
020404 75919 1920
490522 75921 1921
480716 75922 1922
070204 75929 1923
580307 75937 1924
680201 75969 1925
070214 75982 1926
420508 75984 1927
420803 76006 1928
130702 76028 1929
711202 76060 1930
500114 76073 1931
080404 76104 1932
630404 76127 1933
712701 76131 1934
360607 76147 1935
501104 76157 1936
500404 76201 1937
020413 76223 1938
130303 76235 1939
180206 76241 1940
330713 76270 1941
531602 76286 1942
630607 76340 1943
712405 76345 1944
610504 76416 1945
051302 76439 1946
530209 76494 1947
020412 76506 1948
080510 76526 1949
600505 76586 1950
180208 76644 1951
580103 76724 1952
210705 76773 1953
360116 76777 1954
500201 76782 1955
080607 76791 1956
330703 76795 1957
331010 76799 1958
331002 76806 1959
211211 76840 1960
330308 76841 1961
420501 76886 1962
680209 76896 1963
680802 76938 1964
530814 76941 1965
420804 76952 1966
130607 76992 1967
750114 77114 1968
480118 77168 1969
050717 77187 1970
090604 77210 1971
530509 77223 1972
480121 77224 1973
101004 77240 1974
030706 77253 1975
100105 77259 1976
430304 77281 1977
070509 77310 1978
360603 77325 1979
331013 77365 1980
331103 77376 1981
030201 77394 1982
331106 77469 1983
211508 77472 1984
610510 77516 1985
120901 77530 1986
090601 77559 1987
270308 77602 1988
331011 77619 1989
030112 77643 1990
270316 77655 1991
330701 77658 1992
020409 77681 1993
610506 77696 1994
600811 77714 1995
480302 77722 1996
700306 77757 1997
630603 77761 1998
211214 77802 1999
480301 77815 2000
300405 77842 2001
490511 77857 2002
030701 77870 2003
530705 77918 2004
170310 77965 2005
080512 77972 2006
180205 77975 2007
600803 78014 2008
170502 78077 2009
360802 78100 2010
080502 78108 2011
500801 78149 2012
020407 78168 2013
670305 78207 2014
300403 78242 2015
360112 78288 2016
180113 78318 2017
580310 78319 2018
080515 78340 2019
212403 78360 2020
210503 78390 2021
360103 78410 2022
051002 78415 2023
040310 78457 2024
040316 78459 2025
710303 78460 2026
530817 78466 2027
100401 78486 2028
090406 78515 2029
600810 78527 2030
490516 78528 2031
180108 78537 2032
100902 78568 2033
630407 78593 2034
610501 78602 2035
100304 78614 2036
480702 78637 2037
451703 78659 2038
170508 78665 2039
530403 78674 2040
491101 78675 2041
530805 78714 2042
211201 78754 2043
530219 78766 2044
630611 78789 2045
211202 78801 2046
500118 78825 2047
211305 78884 2048
330306 78956 2049
331101 78968 2050
680207 78984 2051
490504 79015 2052
480116 79020 2053
421005 79037 2054
330307 79052 2055
030113 79154 2056
051203 79198 2057
271801 79199 2058
180203 79202 2059
270907 79209 2060
212303 79231 2061
420805 79241 2062
050407 79341 2063
530801 79415 2064
130304 79418 2065
330706 79438 2066
530706 79474 2068
711003 79474 2068
360704 79482 2069
480104 79505 2070
480303 79521 2071
670304 79549 2072
711207 79551 2073
331001 79552 2074
600804 79557 2075
390202 79559 2076
490901 79580 2077
711206 79619 2078
331005 79623 2079
330709 79635 2080
051204 79656 2081
180204 79676 2082
080703 79713 2083
500209 79723 2084
170406 79726 2085
212304 79737 2086
600606 79784 2087
170306 79852 2088
080516 79879 2089
630403 79893 2090
040302 79922 2091
530802 79951 2092
490519 79967 2094
530502 79967 2094
090405 79985 2095
270318 80010 2096
600814 80048 2097
020410 80063 2098
480603 80087 2099
050715 80155 2100
080507 80187 2101
600504 80214 2102
710508 80227 2103
390805 80249 2104
170304 80278 2105
040507 80337 2106
491105 80363 2107
020405 80372 2108
030204 80381 2109
040305 80387 2110
130705 80416 2111
100307 80424 2112
390208 80440 2113
360605 80499 2114
360113 80599 2115
600603 80608 2116
480119 80611 2117
390806 80629 2118
630612 80650 2119
510512 80667 2120
030119 80671 2121
090402 80676 2122
760407 80703 2123
420506 80716 2124
760121 80737 2125
711102 80769 2126
330301 80802 2127
531603 80815 2128
750107 80834 2129
480207 80858 2130
500119 80874 2131
271301 80886 2132
051304 80938 2133
050716 80954 2134
681803 81012 2135
101008 81031 2136
210701 81032 2137
330704 81068 2138
330712 81084 2139
480703 81100 2140
630401 81120 2141
080521 81144 2142
301105 81152 2143
712702 81179 2144
600808 81192 2145
681805 81209 2146
080401 81228 2147
131806 81239 2148
530710 81267 2149
130610 81278 2150
750301 81292 2151
530712 81304 2152
680808 81318 2153
031004 81383 2154
710313 81424 2155
020417 81426 2156
271303 81433 2157
270909 81455 2158
712703 81479 2159
450115 81482 2160
451603 81511 2161
420810 81519 2162
020403 81551 2163
020401 81565 2164
530406 81582 2165
080511 81604 2166
760127 81626 2167
580308 81663 2168
051301 81702 2169
100111 81728 2170
330716 81733 2171
180109 81742 2172
711010 81745 2173
300404 81748 2174
530506 81750 2175
480102 81763 2176
331105 81768 2177
030708 81785 2178
390313 81827 2179
390310 81832 2180
070803 81867 2181
700704 81898 2182
331012 81903 2183
040307 81937 2184
270301 81944 2185
180201 81948 2186
331108 81966 2187
420505 81978 2188
050401 81979 2189
170308 81985 2190
270911 81995 2191
271204 82002 2192
530816 82007 2193
330305 82030 2194
051201 82050 2195
330311 82052 2196
040315 82095 2197
700309 82097 2198
670306 82140 2199
040506 82153 2200
420802 82200 2201
490502 82267 2202
270908 82283 2203
600816 82295 2204
630410 82302 2205
700802 82366 2206
211204 82392 2208
682101 82392 2208
600818 82394 2209
530501 82417 2210
491004 82424 2211
712705 82442 2212
070801 82454 2213
630405 82477 2214
030105 82559 2215
480101 82591 2216
090403 82608 2217
180104 82617 2218
480112 82664 2219
380608 82681 2220
610509 82729 2221
080517 82764 2222
100703 82765 2223
630805 82807 2224
530205 82868 2225
080407 82871 2226
580309 82897 2227
360108 82936 2228
331009 82941 2229
070802 82945 2230
210710 83025 2231
330710 83082 2232
420808 83106 2233
420902 83137 2234
501101 83152 2235
532120 83198 2236
020411 83209 2237
450108 83221 2238
170506 83236 2239
500117 83267 2240
680217 83270 2241
100406 83291 2242
480205 83298 2243
750103 83331 2244
300401 83362 2246
430306 83362 2246
610502 83412 2247
331014 83416 2248
532119 83431 2249
080506 83432 2250
480208 83460 2251
491104 83465 2252
681307 83477 2253
480701 83522 2254
360105 83524 2255
760405 83530 2256
630613 83564 2257
480210 83609 2258
170401 83610 2259
600906 83645 2260
211205 83681 2261
600805 83702 2262
100612 83709 2264
331015 83709 2264
680202 83714 2265
331003 83721 2266
100404 83750 2267
670308 83768 2268
020415 83769 2269
380601 83879 2270
330310 83893 2271
211505 83985 2272
100901 84038 2273
530904 84054 2274
030209 84072 2275
380609 84079 2276
480204 84100 2277
051003 84175 2278
331008 84180 2279
330717 84226 2280
600904 84236 2281
331104 84272 2282
712404 84273 2283
490514 84302 2284
050705 84377 2285
600812 84452 2286
380605 84463 2287
630409 84466 2288
530815 84520 2289
330707 84524 2290
170402 84555 2291
211501 84582 2292
610507 84725 2293
211315 84736 2294
270307 84762 2295
480124 84787 2296
711201 84792 2297
530410 84813 2298
380607 84843 2299
700308 84844 2300
670307 84853 2301
480120 84861 2302
750306 84882 2303
271203 84906 2304
500205 84930 2305
211206 84936 2306
500603 84999 2307
130309 85007 2308
630102 85042 2309
610505 85044 2310
330303 85089 2312
330309 85089 2312
420905 85100 2313
030106 85112 2315
100610 85112 2315
170307 85117 2316
360122 85122 2317
070901 85150 2318
101005 85155 2319
030704 85201 2320
680211 85272 2321
360701 85279 2322
330206 85285 2323
131801 85313 2324
711001 85341 2325
080509 85365 2326
451704 85378 2327
480704 85380 2328
670303 85382 2329
030102 85401 2330
180207 85408 2331
670504 85420 2332
680203 85454 2333
630309 85467 2334
713611 85524 2335
600905 85534 2336
120906 85561 2337
530408 85576 2338
211308 85586 2339
271202 85648 2340
530809 85667 2341
760123 85757 2342
051306 85815 2343
090602 85824 2344
271805 85830 2345
090603 85907 2346
212001 85911 2347
180103 85977 2348
070902 86037 2349
230916 86073 2350
031008 86089 2351
070605 86126 2352
100302 86127 2353
211212 86202 2354
421103 86217 2355
020414 86218 2356
531201 86247 2357
600601 86266 2358
360102 86302 2359
490513 86308 2360
051004 86327 2361
600817 86330 2362
490323 86339 2364
490520 86339 2364
451604 86348 2365
500203 86355 2366
330705 86386 2367
331209 86394 2368
180306 86430 2369
080518 86443 2370
630812 86445 2371
131807 86463 2372
610305 86466 2373
531203 86499 2374
040504 86518 2375
490510 86530 2376
390803 86542 2377
451601 86589 2378
101201 86647 2379
530207 86677 2380
450603 86679 2381
051005 86707 2382
090607 86718 2383
491106 86742 2384
051303 86755 2385
080405 86773 2386
330711 86778 2387
630108 86801 2388
610307 86810 2389
500802 86839 2390
211209 86840 2391
271803 86844 2392
380606 86861 2393
020402 86868 2394
682402 86876 2395
600907 86936 2396
271305 86940 2397
331201 86957 2398
530703 86963 2399
300407 86983 2400
380111 87019 2401
380212 87070 2402
330207 87135 2403
211309 87138 2404
020416 87155 2405
530405 87168 2406
490903 87186 2407
380602 87205 2408
610306 87211 2409
630107 87252 2410
180202 87277 2411
490507 87292 2412
330210 87295 2413
390203 87318 2414
490505 87331 2415
421106 87380 2416
100102 87404 2418
300408 87404 2418
630413 87424 2419
750104 87438 2420
420801 87450 2421
760124 87465 2422
670106 87468 2423
600607 87471 2424
450615 87477 2425
270905 87498 2426
490508 87508 2427
680806 87529 2428
451705 87544 2429
380604 87561 2430
600901 87575 2431
212301 87583 2432
100110 87590 2433
610108 87658 2434
212003 87673 2435
270914 87680 2436
420811 87684 2437
670502 87720 2438
360604 87742 2439
501204 87751 2440
530702 87761 2441
510601 87763 2442
670514 87782 2443
630614 87805 2444
070903 87816 2445
530504 87818 2446
331202 87835 2447
600813 87845 2448
713604 87873 2449
420907 87885 2450
020406 87890 2451
070601 87905 2453
750303 87905 2453
600909 87914 2454
100405 87920 2455
080707 87940 2456
630303 87958 2457
030212 87963 2458
490503 87972 2459
360109 87988 2460
331211 88037 2461
080508 88092 2462
080520 88135 2463
051001 88136 2464
480111 88143 2465
630807 88146 2466
700303 88180 2467
490515 88211 2468
630111 88248 2469
040503 88254 2470
430301 88289 2471
490223 88332 2472
101203 88350 2473
132001 88368 2474
390312 88377 2475
670511 88380 2476
630104 88413 2477
600602 88489 2478
682405 88504 2479
040317 88507 2480
271302 88514 2481
330208 88521 2482
100206 88549 2483
170403 88585 2484
760503 88602 2485
360601 88617 2486
171014 88627 2487
180304 88681 2488
670505 88709 2489
681801 88725 2490
530607 88731 2491
380603 88769 2492
270910 88784 2493
210704 88811 2494
480211 88820 2495
670114 88840 2496
030205 88854 2497
330209 88864 2498
070607 88903 2499
040117 88929 2500
180102 88953 2501
450117 88981 2502
171015 89004 2503
630305 89014 2504
270312 89023 2505
480114 89033 2506
710310 89034 2507
030213 89091 2508
380103 89097 2509
270314 89117 2510
610106 89222 2511
532122 89265 2512
670103 89271 2513
610303 89306 2514
491003 89314 2515
630809 89330 2516
130708 89340 2517
491002 89386 2519
681304 89386 2519
531103 89404 2520
600903 89469 2521
100101 89478 2522
531802 89493 2523
040502 89507 2524
020303 89515 2525
380112 89604 2526
030702 89605 2527
500607 89642 2528
600114 89697 2529
600112 89744 2530
670510 89802 2531
360118 89807 2532
500606 89830 2533
380114 89838 2534
070606 89860 2535
212302 89861 2536
391002 89873 2537
211313 89885 2538
531101 89888 2539
480203 89917 2540
331204 89918 2541
030115 89942 2542
711007 89963 2543
211213 89980 2544
180105 89983 2545
420901 90079 2546
450607 90082 2547
451602 90125 2548
600902 90130 2549
331205 90161 2550
630103 90164 2551
530415 90232 2552
480611 90255 2553
100701 90263 2554
421107 90280 2556
480108 90280 2556
390303 90302 2557
500307 90338 2558
050405 90342 2559
211303 90351 2560
380122 90355 2561
531104 90358 2562
030703 90369 2563
051305 90490 2564
670108 90592 2565
630117 90616 2566
490506 90641 2567
300113 90658 2568
451605 90687 2569
331207 90709 2570
600908 90762 2571
271201 90768 2572
490205 90774 2573
421105 90800 2574
670105 90803 2575
330203 90817 2576
360702 90830 2577
710302 90845 2578
360703 90863 2579
531801 90864 2580
490607 90876 2581
500210 90908 2582
360110 90955 2583
100403 90958 2584
271108 90965 2586
680213 90965 2586
530704 90972 2587
380207 90999 2588
670112 91049 2589
210703 91053 2590
610104 91061 2591
530604 91070 2592
420906 91087 2593
030107 91138 2594
030707 91146 2595
530210 91152 2596
630114 91154 2597
100503 91171 2598
030203 91198 2599
450120 91203 2600
360111 91230 2601
760406 91285 2602
211301 91292 2603
670512 91298 2604
430302 91329 2605
490702 91359 2606
380107 91360 2607
020311 91366 2608
380610 91392 2609
301102 91400 2610
530404 91417 2611
040501 91444 2612
501201 91453 2613
331206 91456 2614
360106 91597 2615
630118 91602 2616
171006 91611 2617
330205 91628 2618
490202 91636 2619
300402 91637 2620
380108 91642 2621
380119 91647 2622
270306 91649 2623
600113 91700 2624
601103 91720 2625
750310 91732 2626
330204 91773 2627
760502 91788 2628
490518 91804 2629
610309 91808 2630
270904 91833 2631
490802 91852 2632
271205 91866 2633
510508 91869 2634
630808 91882 2636
750101 91882 2636
131903 91883 2637
670503 91913 2638
270105 91914 2639
171003 91936 2640
490313 91945 2641
100207 91947 2642
070603 91974 2643
610105 91994 2644
211311 92053 2646
670110 92053 2646
331203 92057 2647
630312 92073 2648
180209 92108 2649
680118 92166 2650
750302 92170 2651
610301 92176 2652
650604 92194 2653
630803 92230 2654
270903 92239 2655
630119 92260 2656
040104 92270 2657
480801 92298 2658
380209 92340 2659
680216 92431 2660
180302 92456 2661
080402 92488 2662
100203 92495 2663
450608 92511 2664
271905 92513 2665
131907 92531 2666
330202 92548 2667
760501 92588 2668
180111 92601 2669
600509 92607 2670
680214 92612 2671
390804 92674 2672
680109 92702 2673
101301 92714 2674
490211 92790 2675
210711 92815 2676
630311 92827 2677
600306 92829 2678
500601 92840 2679
700304 92850 2680
490509 92861 2681
720105 92867 2682
600709 92901 2683
380109 92911 2684
530211 92929 2685
600507 92930 2686
530401 92960 2687
451701 93008 2688
630306 93021 2689
031003 93022 2690
600103 93049 2691
390801 93057 2692
301101 93096 2693
171004 93157 2694
211312 93287 2695
100205 93299 2696
390405 93311 2697
713612 93318 2698
020705 93321 2699
720107 93334 2700
480705 93341 2701
171007 93396 2702
020307 93423 2703
680120 93432 2704
210708 93437 2705
670509 93448 2706
030114 93459 2707
420809 93475 2708
700307 93489 2709
360114 93503 2710
180301 93540 2711
670104 93572 2712
682003 93604 2713
491005 93606 2715
600707 93606 2715
450102 93617 2716
501103 93632 2717
670513 93675 2718
420903 93690 2719
490517 93702 2720
331212 93729 2721
080505 93764 2722
040707 93798 2723
380110 93799 2724
390707 93820 2725
170202 93837 2726
450307 93851 2727
450601 93876 2728
681109 93897 2729
020310 93934 2730
600708 93950 2731
020702 93955 2732
490201 93956 2733
720115 93991 2734
630105 93992 2735
531105 94041 2736
760505 94053 2737
450302 94079 2738
490307 94101 2739
360608 94134 2740
170902 94136 2741
100108 94142 2742
300108 94152 2743
630308 94181 2744
270311 94194 2745
610308 94248 2746
600701 94287 2747
650620 94301 2748
030605 94357 2749
490803 94375 2750
031102 94407 2751
211504 94412 2752
750305 94437 2753
630802 94458 2754
600109 94465 2755
451702 94485 2756
530605 94492 2757
420904 94494 2758
390201 94545 2759
370409 94574 2760
271107 94590 2761
670501 94609 2762
271006 94639 2763
421102 94672 2764
630301 94682 2765
500304 94707 2766
630112 94739 2767
370904 94774 2768
500302 94791 2769
630310 94824 2770
120703 94877 2771
630314 94916 2772
380201 94930 2773
670604 94967 2774
270317 94999 2775
100109 95003 2776
713606 95011 2777
211304 95084 2779
271903 95084 2779
380213 95091 2780
380118 95103 2781
301003 95105 2782
380206 95118 2783
711204 95143 2784
031103 95188 2785
430305 95209 2786
610304 95219 2787
450604 95223 2788
712401 95225 2789
420807 95243 2790
380121 95262 2791
421101 95272 2792
380115 95288 2793
681303 95291 2794
500308 95310 2795
670109 95329 2796
630109 95348 2797
451401 95361 2798
600302 95383 2799
331210 95419 2800
630313 95425 2801
600711 95453 2802
380117 95457 2803
670507 95466 2804
331208 95504 2805
490402 95575 2806
040505 95596 2807
530416 95642 2808
490221 95689 2809
390409 95710 2810
500305 95713 2811
630115 95750 2812
490303 95766 2813
271901 95777 2814
380116 95779 2815
100104 95782 2816
710301 95794 2818
720116 95794 2818
670113 95797 2819
670107 95799 2820
450118 95827 2821
270107 95890 2822
270913 95899 2823
300112 95938 2824
080303 95959 2825
380106 95995 2826
030117 96027 2827
270108 96047 2828
670508 96067 2829
430406 96089 2830
681802 96117 2831
380113 96121 2832
600107 96124 2833
480201 96195 2834
080408 96202 2835
670111 96204 2836
600211 96240 2837
450106 96284 2838
031002 96287 2839
031009 96296 2840
750307 96300 2841
070602 96388 2842
300102 96483 2843
670409 96521 2844
490209 96538 2845
070604 96561 2846
380105 96598 2847
180110 96642 2848
600304 96645 2849
490512 96653 2850
760504 96690 2851
490801 96718 2852
300503 96780 2853
390309 96811 2854
170705 96814 2855
100702 96819 2856
500303 96838 2857
100501 96842 2858
600102 96872 2859
600710 96921 2860
450605 96926 2861
610107 96977 2862
600705 96996 2863
101304 97008 2864
301103 97023 2865
530505 97026 2866
380512 97066 2867
100107 97086 2868
300111 97108 2869
050403 97115 2870
370402 97153 2871
750113 97192 2872
700310 97231 2873
020301 97236 2874
480202 97250 2875
480206 97286 2876
650902 97330 2877
020305 97332 2879
530508 97332 2879
370407 97360 2880
080706 97374 2881
390307 97379 2882
180112 97401 2884
610103 97401 2884
500604 97437 2885
360606 97441 2886
491001 97448 2887
530601 97475 2888
380511 97487 2889
271101 97500 2890
610604 97509 2891
380506 97525 2892
630801 97555 2893
132102 97574 2894
601102 97590 2895
600301 97595 2896
020706 97597 2897
301001 97621 2898
101204 97630 2899
531102 97648 2900
650618 97660 2901
330904 97664 2903
380202 97664 2903
030604 97675 2904
450611 97696 2905
080306 97789 2906
630110 97799 2907
630508 97821 2908
031101 97844 2909
650908 97852 2910
040103 97865 2911
180303 97875 2912
451404 97877 2913
020306 97904 2914
360121 97909 2915
630307 97948 2916
131805 97972 2917
450112 97995 2918
750102 98000 2919
451814 98052 2920
601104 98061 2921
131808 98085 2922
750110 98100 2923
720109 98130 2924
530606 98137 2925
750108 98164 2926
070904 98189 2927
391004 98202 2928
670204 98208 2929
650609 98231 2930
682002 98238 2931
301002 98251 2932
630905 98257 2933
171005 98281 2934
031302 98372 2935
480115 98402 2936
171001 98408 2937
630113 98421 2938
020308 98433 2939
600308 98437 2940
450308 98460 2941
450311 98464 2942
650605 98498 2943
300506 98555 2944
040705 98574 2945
301106 98588 2946
610606 98604 2947
480804 98623 2948
040108 98633 2949
720106 98680 2950
500605 98697 2951
490403 98729 2952
490411 98732 2953
370401 98745 2954
450309 98752 2955
490703 98770 2956
600702 98785 2957
081003 98787 2958
450114 98797 2959
670602 98799 2960
720108 98800 2961
650903 98809 2962
600214 98815 2963
040115 98843 2964
330903 98903 2965
630302 98938 2966
390703 98943 2967
670407 98952 2968
670405 98965 2969
670506 98983 2970
380208 99024 2971
450612 99043 2972
631002 99100 2973
380120 99108 2974
330902 99110 2975
670412 99130 2976
380513 99208 2977
670207 99214 2978
600104 99241 2979
600106 99256 2980
380504 99268 2981
600703 99272 2982
630702 99308 2983
330901 99337 2984
270304 99347 2985
391001 99357 2986
610602 99370 2987
271902 99389 2988
100209 99420 2990
270104 99420 2990
500903 99452 2991
490212 99487 2992
100201 99492 2993
451808 99496 2994
080708 99507 2995
600213 99540 2996
170205 99542 2997
380501 99596 2998
720204 99637 2999
610102 99659 3000
271001 99660 3001
490309 99737 3002
170201 99803 3003
610603 99810 3004
610605 99837 3005
170903 99909 3006
380104 99949 3007
670415 99954 3008
360602 99959 3009
040311 99960 3010
710305 99979 3011
020701 99984 3012
630904 99992 3013
630708 99997 3014
500608 99998 3015
130308 100007 3016
530503 100018 3017
270116 100044 3018
430204 100086 3019
490405 100087 3020
451306 100088 3021
451301 100094 3022
180305 100148 3023
370903 100187 3024
490107 100188 3025
501203 100189 3026
600307 100211 3027
211502 100230 3028
681308 100237 3029
300702 100250 3030
271110 100265 3031
380507 100280 3032
600704 100295 3033
720104 100301 3034
420706 100318 3035
301104 100365 3036
030607 100475 3037
630810 100488 3038
490216 100502 3039
630506 100510 3040
670201 100552 3041
390306 100590 3042
600309 100595 3043
330905 100619 3044
490406 100634 3045
300104 100675 3046
600303 100702 3047
682004 100705 3048
270118 100715 3049
681115 100789 3050
681114 100812 3051
100106 100827 3052
600706 100830 3053
100112 100845 3054
390701 100913 3055
300709 100983 3056
390308 101127 3057
600105 101129 3058
450614 101176 3059
380503 101177 3060
040704 101295 3061
450610 101304 3062
270805 101351 3064
301004 101351 3064
300105 101358 3065
500610 101441 3066
300507 101484 3067
610407 101488 3068
510603 101517 3069
031301 101546 3070
390410 101596 3071
271004 101620 3072
451308 101657 3073
450107 101660 3074
380509 101727 3075
270515 101739 3076
750106 101799 3077
020704 101822 3078
270802 101849 3079
601201 101854 3080
711002 101881 3081
120706 101908 3082
760403 101930 3083
380515 101937 3084
031001 101940 3085
430109 101948 3087
630501 101948 3087
370509 101950 3088
450506 101965 3089
132002 102033 3090
700301 102044 3091
300109 102073 3092
682001 102084 3093
670401 102125 3094
420718 102141 3095
390311 102159 3096
610601 102182 3097
031006 102214 3098
530608 102305 3099
501205 102307 3100
650901 102409 3101
670208 102410 3102
680122 102447 3103
100103 102450 3104
390206 102464 3105
380508 102492 3106
020312 102501 3107
600405 102522 3108
450502 102555 3109
670202 102567 3110
720202 102569 3111
530603 102586 3112
270502 102589 3113
080307 102673 3114
450301 102680 3115
420716 102704 3116
500602 102778 3118
670402 102778 3118
760402 102779 3119
670206 102826 3120
370406 102856 3121
430303 102857 3122
390403 102872 3123
600110 102878 3124
451813 102886 3125
521201 102912 3126
610203 102915 3127
500902 102962 3128
020313 102970 3129
750105 103001 3130
170613 103012 3131
530402 103063 3132
490104 103070 3133
600115 103073 3134
490311 103129 3135
210712 103132 3136
670410 103140 3137
300110 103143 3138
380517 103145 3139
600108 103211 3140
370505 103313 3141
681110 103331 3142
450501 103339 3143
131902 103373 3144
450606 103384 3145
510511 103406 3146
490609 103481 3147
601002 103487 3148
020304 103495 3149
680119 103508 3150
180106 103521 3151
272003 103537 3152
490122 103539 3153
720114 103548 3154
630804 103549 3155
681306 103592 3156
021303 103593 3157
020302 103617 3158
360119 103648 3159
100504 103661 3160
131901 103670 3161
450305 103674 3162
380211 103675 3163
170604 103683 3164
171011 103684 3165
131906 103687 3166
450407 103705 3167
380502 103715 3168
450602 103719 3169
600712 103722 3170
131802 103730 3171
650909 103774 3172
650905 103785 3173
040118 103808 3174
600203 103812 3175
650614 103824 3176
720206 103829 3177
490705 103850 3178
451304 103904 3179
650612 103938 3180
080305 103997 3181
390706 104010 3182
750304 104013 3183
451805 104035 3184
670404 104060 3185
080522 104061 3186
630503 104166 3187
630709 104178 3188
650608 104199 3189
040603 104227 3190
052001 104238 3191
670209 104250 3192
450310 104259 3193
680117 104298 3194
070705 104302 3195
680113 104308 3197
680123 104308 3197
490117 104361 3198
650610 104379 3199
670705 104403 3200
171010 104476 3201
270103 104540 3202
451305 104576 3203
490401 104594 3204
610402 104599 3205
271104 104614 3206
600204 104620 3207
170701 104638 3208
300704 104644 3209
120503 104720 3210
480803 104730 3211
