%id dtp6 dtp6_rank
280202 41380 779
320304 41393 780
590111 41404 781
051108 41465 782
330506 41516 783
070106 41581 784
240201 41626 785
090204 41640 786
190502 41651 787
710819 41683 788
190404 41762 789
230612 41777 790
360415 41803 791
710909 41808 792
712502 41809 793
190415 41870 794
280505 41879 795
050204 41897 796
230605 41909 797
210910 41922 798
050306 41929 799
360402 41955 800
210301 41956 801
050908 42007 802
131103 42080 803
330510 42111 804
700403 42172 805
530310 42184 806
190414 42191 807
590303 42229 808
210304 42276 809
711512 42305 810
132203 42306 811
211608 42398 812
090203 42436 813
211701 42441 814
570202 42448 815
280203 42520 816
531304 42553 817
211110 42670 818
130808 42767 819
710411 42812 820
700509 42856 821
712504 42859 822
211605 42867 823
510406 42904 824
231005 42938 825
710920 42964 826
130805 42965 827
710813 43008 828
711502 43038 829
210605 43046 830
710407 43062 831
530303 43065 832
420202 43161 833
330516 43167 834
230407 43169 835
190304 43170 836
590118 43187 837
210901 43228 838
711613 43289 839
531303 43340 840
420602 43360 841
330518 43369 842
051403 43404 843
570207 43453 844
240204 43454 845
711516 43468 846
700507 43605 847
050806 43615 848
700603 43706 849
590311 43714 850
531302 43795 851
050616 43928 852
510303 43955 853
360308 43963 854
030505 43975 855
711602 44116 856
280206 44129 857
030901 44151 858
211111 44251 859
700501 44255 860
230502 44283 861
211809 44317 862
230602 44325 863
190510 44354 864
331305 44406 865
190107 44437 866
710417 44438 867
211107 44440 868
590308 44486 869
700402 44487 870
211409 44491 871
711605 44539 872
190121 44627 873
700104 44846 874
190509 44920 875
190303 44931 876
570203 44938 877
211009 44952 878
700601 45085 879
530311 45089 880
130812 45193 881
700209 45209 882
700506 45270 883
570206 45477 884
700508 45499 885
330509 45506 886
330519 45540 887
590116 45546 888
070107 45562 889
210905 45604 890
280204 45779 891
501302 46012 892
700206 46018 893
211405 46046 894
530119 46124 895
051104 46156 896
090201 46168 897
760107 46181 898
190106 46205 899
501301 46223 900
530302 46238 901
070105 46272 902
360401 46314 903
050903 46315 904
270605 46317 905
531501 46318 906
210508 46326 907
190302 46334 908
360313 46341 909
231002 46368 910
710901 46374 911
231006 46390 912
330806 46407 913
190605 46408 914
050301 46423 915
051902 46429 916
210502 46444 917
100803 46449 918
230510 46514 919
230503 46568 920
531001 46617 921
710904 46656 922
030904 46709 923
131102 46739 924
210909 46753 925
510312 46785 926
190112 46805 927
331405 46867 928
051901 46897 929
360405 46952 930
360414 47019 932
711505 47019 932
710801 47035 933
090207 47091 934
030902 47183 935
510311 47232 936
710915 47253 937
420208 47313 938
331303 47323 939
590301 47371 940
570204 47435 941
590112 47439 942
130202 47456 943
710803 47469 944
190501 47485 945
700609 47580 946
711604 47582 947
070308 47619 948
510309 47706 949
710811 47745 950
190306 47814 951
280507 47847 952
420207 47878 953
360305 47884 954
230609 47926 955
090307 47957 956
050602 47984 957
190104 47986 958
330520 48066 959
090206 48164 960
050201 48189 961
030907 48213 962
211413 48235 963
130806 48236 964
710404 48237 965
190102 48269 966
710913 48276 967
070305 48333 968
331304 48340 969
130813 48373 970
420109 48486 971
190109 48500 972
050607 48520 973
040207 48626 974
190125 48633 975
700606 48701 976
070409 48782 977
501303 48825 978
210302 48911 979
070407 48925 980
051105 48992 981
700502 49009 982
710409 49043 983
051402 49046 984
360304 49066 985
330502 49081 986
710902 49095 987
190114 49116 988
330809 49119 989
211906 49175 990
510402 49189 991
070502 49197 992
280503 49242 993
531003 49350 994
211012 49379 995
420601 49387 996
590315 49398 997
211905 49411 998
231202 49459 999
210403 49473 1000
530124 49542 1001
040208 49631 1002
700608 49694 1003
710502 49705 1004
231205 49719 1005
760301 49733 1006
360407 49749 1007
100802 49772 1008
070402 49846 1009
070119 49904 1010
050809 49913 1011
280704 49984 1012
190504 50009 1013
510203 50033 1014
711513 50060 1015
711507 50116 1016
750403 50163 1017
360408 50175 1018
700211 50216 1019
530108 50229 1020
211601 50236 1021
360312 50366 1022
330802 50417 1023
510403 50527 1024
190503 50541 1025
190118 50560 1026
713101 50598 1027
050901 50635 1028
330511 50639 1029
100801 50658 1030
050207 50686 1031
040201 50692 1032
710509 50705 1033
090304 50719 1034
190508 50731 1035
710826 50769 1036
210902 50782 1037
090106 50803 1038
710506 50808 1039
170802 50809 1040
280207 50817 1041
510310 50826 1042
330521 50851 1043
190506 50862 1044
760404 50868 1045
231301 50871 1046
530215 50913 1047
711612 51008 1048
070406 51068 1049
590104 51072 1050
211602 51099 1051
210507 51273 1052
050904 51308 1053
190307 51343 1054
420608 51360 1055
210303 51372 1056
710918 51403 1058
713201 51403 1058
050814 51435 1059
030903 51527 1060
050302 51555 1061
331302 51590 1062
710415 51743 1063
681604 51876 1064
090108 51899 1065
210501 51926 1066
710410 51969 1067
100805 51999 1068
330813 52097 1069
531504 52156 1070
190108 52211 1071
070303 52230 1072
070508 52247 1073
051102 52269 1074
190103 52276 1075
190110 52321 1076
070109 52436 1077
030509 52504 1078
420201 52546 1079
050610 52629 1080
510204 52640 1081
420606 52641 1082
050604 52752 1083
130608 52798 1084
360413 52816 1085
501304 52838 1086
500111 52873 1087
330515 52954 1088
420609 52961 1089
711517 52965 1090
070301 52977 1091
331301 52992 1092
070405 53000 1093
330804 53024 1094
330517 53047 1095
530126 53122 1096
420203 53157 1097
360303 53209 1098
360310 53218 1099
031201 53240 1100
090102 53254 1101
530117 53264 1102
480507 53409 1103
331406 53422 1104
211702 53451 1105
090301 53527 1106
230801 53596 1107
070103 53603 1108
090305 53609 1109
210913 53633 1110
280701 53688 1111
280703 53714 1112
210404 53732 1114
501006 53732 1114
330812 53738 1115
330801 53787 1116
271405 53818 1117
700607 53852 1118
760115 53882 1119
330514 53921 1120
050810 53930 1121
031206 54043 1122
070408 54065 1123
271401 54095 1124
050813 54147 1125
420204 54196 1126
130201 54220 1127
230401 54255 1128
760405 54290 1129
131104 54294 1130
420104 54295 1131
190115 54319 1132
090109 54430 1133
360314 54475 1134
070113 54482 1135
331408 54491 1136
211607 54517 1137
360307 54570 1138
710816 54576 1139
070117 54630 1140
190507 54711 1141
700604 54775 1142
760103 54803 1143
710905 54925 1144
531004 54946 1145
531002 54953 1146
190116 54970 1147
190117 54990 1148
270602 54996 1149
501005 55009 1150
051405 55034 1151
530216 55100 1152
710921 55169 1153
210907 55196 1154
530112 55253 1155
590109 55334 1156
700702 55445 1157
231001 55450 1158
330508 55492 1159
230803 55508 1160
211705 55572 1161
041006 55577 1162
190514 55637 1164
331513 55637 1164
190305 55672 1165
330817 55709 1166
051803 55803 1167
480506 55843 1168
050801 55852 1169
180406 55893 1170
040205 55906 1171
710504 55909 1172
030501 55935 1173
530118 55988 1174
700610 56008 1175
480412 56012 1176
051106 56038 1177
750407 56050 1178
510201 56058 1179
713105 56067 1180
230804 56070 1181
760303 56093 1182
190124 56119 1183
210401 56130 1184
360204 56172 1185
710402 56178 1186
530105 56198 1187
360410 56318 1188
210408 56377 1189
070401 56441 1190
330523 56464 1191
130807 56469 1192
050615 56524 1193
212503 56551 1194
090503 56564 1195
480411 56581 1196
681601 56624 1197
190515 56649 1198
710501 56693 1199
531503 56703 1200
331306 56721 1201
050608 56742 1202
040204 56788 1203
713203 56824 1204
070403 56906 1205
070512 56994 1206
501004 56995 1207
331404 56998 1208
531404 57034 1209
130802 57048 1210
270601 57128 1211
750401 57137 1212
100305 57160 1213
070118 57269 1214
231303 57275 1215
231003 57297 1216
190209 57316 1217
360412 57325 1218
710802 57377 1219
170803 57382 1220
711509 57402 1221
270604 57414 1222
070517 57415 1223
750406 57441 1224
710804 57490 1225
051903 57515 1226
710910 57531 1227
530120 57537 1228
331509 57560 1229
500115 57577 1230
330507 57584 1231
031210 57588 1232
330816 57633 1233
190123 57812 1234
420613 57842 1235
210506 57854 1236
330807 57858 1237
030905 57862 1238
230406 57865 1239
090104 57885 1240
280702 57926 1241
420611 57933 1242
510205 57942 1243
231204 57946 1244
331407 57984 1245
040203 58005 1246
360216 58114 1247
760119 58126 1248
710503 58127 1249
190105 58158 1250
711103 58205 1251
532009 58248 1252
360210 58282 1253
211901 58286 1254
170801 58289 1255
330503 58313 1256
070505 58346 1257
710916 58373 1258
231201 58442 1259
480407 58453 1260
211903 58466 1261
040213 58473 1263
210406 58473 1263
330814 58494 1264
050901 58500 1265
280706 58512 1266
190119 58535 1267
031202 58563 1268
130306 58654 1269
360206 58697 1270
170309 58704 1271
230805 58711 1272
041009 58862 1273
330504 58881 1274
331515 58922 1275
681602 58950 1276
210402 58960 1277
210407 58967 1278
050805 58993 1279
480404 59020 1280
070115 59060 1281
070309 59064 1282
050303 59084 1283
330808 59101 1284
070306 59142 1285
030503 59145 1286
050305 59155 1287
190113 59179 1288
070310 59194 1289
070108 59207 1290
190203 59235 1291
760407 59255 1292
330810 59290 1293
030508 59424 1294
760406 59478 1295
090309 59479 1296
360311 59505 1297
530217 59516 1298
360309 59552 1299
180409 59727 1300
712302 59758 1301
090103 59804 1302
331503 59835 1303
120905 59861 1304
710507 59884 1305
271404 59931 1306
211904 59970 1307
190512 60003 1308
530204 60091 1309
420209 60129 1310
331516 60187 1311
070111 60214 1312
100609 60228 1313
211509 60264 1314
330803 60311 1315
210405 60328 1316
420206 60365 1317
070511 60372 1318
420106 60375 1319
070404 60419 1320
050304 60448 1321
760112 60487 1322
760110 60665 1323
050811 60717 1324
710922 60722 1325
330512 60767 1326
330404 60778 1327
501003 60795 1328
070410 60860 1329
710923 60879 1330
500410 60946 1331
330513 60980 1332
070302 61006 1333
331504 61028 1334
051802 61116 1335
331403 61121 1336
532015 61133 1337
330112 61146 1338
030404 61164 1339
190201 61199 1340
090306 61201 1341
330818 61213 1342
330505 61214 1343
070504 61222 1344
100303 61236 1345
530106 61242 1346
101006 61326 1347
480504 61330 1348
040210 61359 1349
130205 61413 1350
190120 61429 1351
713102 61434 1352
330815 61467 1353
501001 61496 1354
090504 61511 1355
130604 61528 1356
090308 61594 1357
211603 61628 1358
070510 61641 1359
170303 61657 1360
713202 61706 1361
130602 61753 1362
090507 61778 1363
330114 61813 1364
210911 61815 1365
180408 61842 1367
480402 61842 1367
480406 61868 1368
170504 61890 1369
090303 61958 1370
100804 61985 1371
580105 62039 1372
330811 62042 1373
710817 62097 1374
120904 62158 1375
360209 62173 1376
580110 62208 1377
750402 62240 1378
480413 62242 1379
050804 62262 1380
420102 62310 1381
130609 62350 1382
530707 62425 1383
330522 62516 1384
360505 62548 1385
760307 62556 1386
130704 62587 1387
070507 62600 1388
271402 62611 1389
750404 62654 1390
070112 62667 1391
231008 62716 1392
270603 62727 1393
580203 62729 1394
330805 62736 1395
230808 62761 1396
030504 62769 1397
420509 62849 1398
080104 62850 1399
700602 62861 1400
510202 62939 1401
210906 62949 1402
331512 63055 1403
051804 63090 1404
180401 63093 1405
331402 63119 1406
710505 63147 1407
530125 63186 1408
090105 63195 1409
480614 63227 1410
530103 63237 1411
330106 63271 1412
630606 63276 1413
420110 63303 1414
190122 63344 1415
100905 63380 1416
480605 63399 1417
030511 63406 1418
330406 63456 1419
170507 63479 1421
530110 63479 1421
070116 63509 1422
130207 63560 1423
710805 63586 1424
331506 63594 1425
101501 63596 1426
680210 63602 1427
480408 63637 1428
330107 63652 1429
030502 63657 1431
080605 63657 1431
700305 63669 1432
211706 63673 1433
360212 63689 1434
070501 63752 1435
050406 63759 1436
420605 63760 1437
530123 63770 1438
360502 63811 1439
101504 63827 1440
030510 63839 1441
031207 63846 1442
580106 63915 1443
532016 63916 1444
090107 63930 1445
211606 63940 1446
711205 63972 1447
760403 63980 1448
231203 64010 1449
330612 64035 1450
212104 64078 1451
501007 64107 1452
500406 64110 1453
420504 64141 1454
070104 64162 1455
230408 64166 1456
031205 64179 1457
360211 64242 1458
050704 64297 1459
420604 64311 1460
480707 64330 1461
530709 64364 1462
170305 64373 1463
360804 64474 1464
041014 64487 1465
190111 64561 1466
070110 64600 1467
531403 64604 1468
040304 64660 1469
530218 64667 1470
212402 64672 1471
051904 64745 1472
712301 64752 1473
030402 64766 1474
750409 64785 1475
090501 64789 1476
212002 64865 1477
580303 64871 1478
210912 64905 1479
212501 64922 1480
170804 64924 1481
330109 64969 1482
330111 64980 1483
040308 64986 1484
480609 65032 1485
050402 65051 1486
070516 65143 1487
330120 65170 1488
070114 65180 1489
070304 65189 1490
480505 65208 1491
330605 65223 1492
050902 65227 1493
080114 65235 1494
080604 65282 1495
420603 65293 1496
360507 65323 1497
190208 65324 1498
051205 65327 1499
530214 65358 1500
331605 65427 1501
681603 65436 1502
711101 65466 1503
330402 65500 1504
211902 65522 1505
331612 65533 1506
090502 65548 1507
050808 65568 1508
430307 65668 1509
580202 65694 1510
051701 65698 1511
480715 65724 1512
712303 65726 1513
190207 65738 1514
212103 65745 1515
760408 65762 1516
271701 65793 1517
630411 65802 1518
070515 65847 1519
420610 65885 1520
030211 65903 1521
080606 65929 1522
331410 65973 1523
070102 66030 1524
331610 66031 1525
230403 66041 1526
480410 66207 1527
211506 66217 1528
531401 66222 1529
630610 66251 1530
130603 66253 1531
330611 66254 1532
630608 66346 1533
280705 66436 1534
190204 66461 1535
331507 66481 1536
530203 66509 1537
130301 66512 1538
080601 66544 1539
501102 66572 1540
580102 66593 1541
080111 66606 1542
360215 66663 1543
211208 66798 1544
532013 66809 1545
713103 66868 1546
100605 66936 1547
170505 67003 1548
071101 67041 1549
212502 67119 1550
480403 67248 1551
580211 67277 1552
420105 67278 1553
760109 67289 1554
170509 67300 1555
130209 67359 1556
180410 67367 1557
580204 67375 1558
710510 67378 1559
050706 67405 1560
330401 67408 1561
331604 67431 1562
530803 67487 1563
180404 67498 1564
480612 67499 1565
030506 67567 1566
031203 67574 1567
330602 67590 1568
100306 67611 1569
080105 67629 1570
090605 67678 1571
040202 67680 1572
212401 67686 1573
230802 67691 1574
630605 67696 1575
030401 67716 1576
331508 67766 1577
070506 67776 1578
480409 67824 1579
211604 67843 1580
480405 67888 1581
750410 67936 1582
330616 67940 1583
170312 67959 1584
530201 67985 1585
420107 67999 1586
071104 68078 1587
530813 68083 1588
080603 68094 1589
331510 68117 1590
760308 68128 1591
331409 68151 1592
580109 68190 1593
501002 68204 1594
230806 68287 1595
360306 68298 1596
760102 68304 1597
231009 68319 1598
500113 68329 1599
500401 68332 1600
330116 68342 1601
580108 68387 1602
100903 68401 1603
130605 68421 1604
212102 68462 1605
530127 68485 1606
360506 68506 1607
211216 68545 1608
480606 68563 1609
330108 68601 1610
130601 68666 1611
360213 68696 1612
580201 68702 1613
480710 68709 1614
211908 68756 1615
100904 68758 1616
760401 68773 1617
070307 68781 1618
090606 68839 1619
700803 68899 1620
580206 68932 1621
031209 68952 1622
030109 68977 1623
120903 68987 1624
700701 68991 1625
360214 68997 1626
071105 69007 1627
090506 69013 1628
700703 69037 1629
070211 69056 1630
630402 69072 1631
580305 69075 1632
040212 69111 1633
711006 69150 1634
080106 69152 1635
531604 69163 1636
580208 69169 1637
211507 69193 1638
230409 69240 1639
051207 69244 1640
080611 69280 1641
331608 69294 1642
190205 69320 1643
330121 69333 1644
230807 69340 1645
090407 69363 1646
330403 69365 1647
330117 69368 1648
271403 69373 1649
680803 69390 1650
030108 69438 1651
330603 69488 1652
211219 69504 1653
711104 69562 1654
040803 69589 1655
180405 69643 1656
750405 69645 1657
421002 69672 1658
