village_id,model_ent_1988,data_ent_1988,model_ent_1990,data_ent_1990,model_ent_1992,data_ent_1992,model_ent_1994,data_ent_1994,model_ent_1996,data_ent_1996
49051507,0.017688,0.000000,0.019283,0.000000,0.020422,0.031496,0.021237,0.041322,0.021053,0.016824
49052001,0.020169,0.085366,0.020680,0.034091,0.021120,0.033708,0.021410,0.043011,0.021063,0.054072
49070101,0.022882,0.000000,0.022334,0.000000,0.021893,0.000000,0.021487,0.102941,0.021104,0.002669
49070103,0.018751,0.000000,0.019845,0.098160,0.020658,0.117647,0.021238,0.091503,0.021053,0.001235
49070301,0.022316,0.000000,0.021799,0.016129,0.021784,0.016393,0.021423,0.000000,0.021073,0.003792
49070303,0.022569,0.112150,0.022171,0.000000,0.021794,0.000000,0.021432,0.000000,0.021074,0.002096
49070601,0.016970,0.000000,0.018995,0.000000,0.020187,0.000000,0.021036,0.000000,0.021043,0.002194
49080201,0.016970,0.025641,0.018995,0.000000,0.020187,0.018182,0.021036,0.027523,0.021043,0.027455
49080301,0.021957,0.000000,0.021797,0.015748,0.021784,0.016000,0.021422,0.008772,0.021073,0.001791
49090404,0.021242,0.000000,0.021240,0.000000,0.021580,0.000000,0.021422,0.000000,0.021073,0.011264
49100401,0.022924,0.007143,0.022367,0.006536,0.021907,0.000000,0.021499,0.000000,0.021113,0.001405
49100402,0.023074,0.000000,0.022443,0.022857,0.021947,0.022599,0.021522,0.000000,0.021124,0.002525
49110302,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.001819
49110304,0.035556,0.000000,0.035145,0.017699,0.034735,0.000000,0.034326,0.000000,0.033917,0.002553
49110401,0.022811,0.025974,0.022305,0.046512,0.021869,0.000000,0.021477,0.000000,0.021103,0.002372
49110403,0.035556,0.020000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.004054
49110404,0.035556,0.023810,0.035145,0.016667,0.034735,0.018293,0.034326,0.000000,0.033917,0.001364
49110405,0.020169,0.062500,0.020680,0.028846,0.021120,0.000000,0.021410,0.000000,0.021063,0.001878
49110504,0.022813,0.028986,0.022306,0.000000,0.021870,0.000000,0.021477,0.000000,0.021103,0.002731
49110505,0.035556,0.000000,0.035145,0.000000,0.034735,0.019608,0.034326,0.012195,0.033917,0.032407
53010301,0.022848,0.000000,0.022321,0.000000,0.021881,0.000000,0.021487,0.000000,0.021104,0.000204
53010306,0.016255,0.000000,0.018680,0.000000,0.020165,0.027778,0.021026,0.000000,0.021043,0.000361
53010606,0.016970,0.006061,0.018995,0.000000,0.020187,0.000000,0.021036,0.000000,0.021043,0.000298
53010801,0.013018,0.145503,0.016701,0.080745,0.018985,0.062112,0.020414,0.000000,0.021023,0.075868
53011205,0.018393,0.000000,0.019838,0.000000,0.020655,0.000000,0.021238,0.000000,0.021053,0.000271
53011206,0.013382,0.000000,0.016990,0.000000,0.019225,0.000000,0.020620,0.000000,0.021032,0.000376
53011209,0.023183,0.000000,0.022499,0.000000,0.021983,0.000000,0.021543,0.000000,0.021134,0.000230
53011801,0.016970,0.000000,0.018995,0.000000,0.020187,0.000000,0.021036,0.000000,0.021043,0.000141
53011802,0.022813,0.000000,0.022306,0.000000,0.021870,0.000000,0.021477,0.000000,0.021103,0.000589
53011901,0.014103,0.006024,0.017561,0.000000,0.019466,0.000000,0.020624,0.000000,0.021033,0.000147
53011903,0.021242,0.000000,0.021240,0.000000,0.021580,0.000000,0.021422,0.000000,0.021073,0.009425
53011904,0.016262,0.024390,0.018684,0.024390,0.020167,0.023810,0.021026,0.000000,0.021043,0.019111
53011905,0.017325,0.000000,0.019276,0.000000,0.020419,0.000000,0.021236,0.000000,0.021053,0.000361
53011906,0.019461,0.011628,0.020401,0.000000,0.021117,0.011765,0.021410,0.011364,0.021063,0.000279
53012001,0.021600,0.000000,0.021517,0.000000,0.021580,0.000000,0.021421,0.000000,0.021073,0.000101
53012402,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000343
53012404,0.022702,0.000000,0.022233,0.000000,0.021832,0.000000,0.021455,0.000000,0.021084,0.000246
53012406,0.022652,0.000000,0.022207,0.000000,0.021821,0.000000,0.021445,0.000000,0.021083,0.000933
53012507,0.019823,0.000000,0.020682,0.000000,0.021121,0.000000,0.021411,0.000000,0.021063,0.000376
53012601,0.019466,0.015625,0.020404,0.000000,0.021118,0.000000,0.021410,0.000000,0.021063,0.000256
53012701,0.020176,0.000000,0.020684,0.000000,0.021121,0.000000,0.021411,0.000000,0.021063,0.000242
53012702,0.022626,0.000000,0.022203,0.000000,0.021819,0.000000,0.021444,0.000000,0.021083,0.000417
53012703,0.021957,0.000000,0.021797,0.000000,0.021784,0.000000,0.021422,0.000000,0.021073,0.000343
53012706,0.020176,0.000000,0.020684,0.000000,0.021121,0.000000,0.021411,0.000000,0.021063,0.000258
53012707,0.020176,0.000000,0.020684,0.000000,0.021121,0.000000,0.021411,0.000000,0.021063,0.000143
53012708,0.018399,0.000000,0.019842,0.000000,0.020656,0.000000,0.021238,0.000000,0.021053,0.000459
53020101,0.023307,0.000000,0.022573,0.078431,0.022019,0.000000,0.021555,0.000000,0.021144,0.000357
53020103,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.061069,0.033917,0.058563
53020106,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000511
53020109,0.035556,0.000000,0.035145,0.010638,0.034735,0.000000,0.034326,0.000000,0.033917,0.000196
53020204,0.022813,0.009804,0.022306,0.004525,0.021870,0.000000,0.021477,0.000000,0.021103,0.010770
53020403,0.035556,0.007937,0.035145,0.015385,0.034735,0.015873,0.034326,0.000000,0.033917,0.007549
53020404,0.035556,0.000000,0.035145,0.020000,0.034735,0.020000,0.034326,0.000000,0.033917,0.017928
53020407,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.011156
53020410,0.035556,0.000000,0.035145,0.000000,0.034735,0.008621,0.034326,0.000000,0.033917,0.008484
53020505,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000128
53020901,0.018393,0.000000,0.019838,0.000000,0.020655,0.007042,0.021238,0.000000,0.021053,0.000181
53021701,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.007692,0.033917,0.006710
53021702,0.013740,0.000000,0.017274,0.000000,0.019461,0.000000,0.020622,0.000000,0.021032,0.000161
53021801,0.016970,0.010417,0.018995,0.018692,0.020187,0.020833,0.021036,0.000000,0.021043,0.025639
