%substr mjrddis roadlength_rank
220310 3859 3346
531603 3862 3348
540910 3862 3348
211410 3864 3349
331208 3872 3351
490311 3872 3351
180109 3873 3352
450106 3875 3353
201103 3876 3354
400704 3882 3355
210408 3887 3356
190117 3895 3357
160307 3896 3359
531104 3896 3359
560107 3897 3360
340202 3898 3361
450806 3902 3362
390410 3903 3363
050704 3906 3364
360802 3914 3365
100905 3920 3366
390311 3923 3368
410107 3923 3368
010408 3924 3369
051201 3925 3371
251101 3925 3371
050715 3929 3373
130905 3929 3373
270117 3931 3375
531004 3931 3375
211603 3933 3377
220204 3933 3377
610510 3934 3378
251001 3936 3379
051601 3937 3380
220806 3939 3382
640106 3939 3382
051802 3940 3383
020305 3941 3384
210603 3943 3385
110401 3945 3386
440102 3948 3387
211602 3949 3388
390703 3952 3390
500309 3952 3390
130611 3953 3391
020406 3958 3393
730401 3958 3393
340502 3959 3395
670308 3959 3395
501204 3960 3397
600906 3960 3397
140620 3964 3398
331510 3967 3400
551010 3967 3400
531503 3972 3401
051106 3973 3404
130201 3973 3404
530202 3973 3404
050402 3974 3405
270404 3976 3406
110301 3980 3408
600712 3980 3408
020702 3981 3409
420604 3982 3410
750402 3984 3411
230112 3985 3412
630205 3987 3413
330513 3993 3414
010405 3996 3416
570206 3996 3416
531604 3997 3417
700207 3999 3418
230602 4001 3421
380110 4001 3421
580108 4001 3421
020605 4006 3423
641801 4006 3423
331508 4007 3424
200504 4009 3426
711203 4009 3426
351003 4013 3428
680509 4013 3428
090603 4015 3431
670703 4015 3431
680211 4015 3431
212302 4016 3432
071105 4017 3434
190110 4017 3434
211606 4019 3435
390604 4024 3436
500113 4026 3437
700304 4028 3438
311202 4033 3439
060404 4034 3441
200109 4034 3441
660201 4036 3442
320509 4037 3443
180302 4044 3446
600407 4044 3446
630902 4044 3446
680606 4045 3447
380515 4046 3448
540502 4047 3450
550208 4047 3450
300505 4049 3451
520605 4050 3452
131311 4051 3454
221702 4051 3454
500607 4053 3455
060607 4054 3456
651203 4055 3457
210708 4056 3460
270202 4056 3460
280601 4056 3460
651204 4057 3461
310901 4058 3462
670112 4061 3463
570307 4067 3464
550907 4068 3465
640906 4069 3466
540804 4071 3467
500304 4072 3468
290202 4074 3469
340502 4081 3471
680704 4081 3471
340606 4082 3472
530112 4084 3473
110403 4085 3474
131505 4088 3475
490317 4090 3476
330817 4095 3477
651202 4096 3478
310711 4099 3479
322404 4101 3480
051404 4103 3481
010509 4104 3482
240608 4105 3484
620602 4105 3484
540507 4110 3485
300501 4113 3487
430602 4113 3487
100402 4114 3488
080606 4115 3490
222001 4115 3490
090306 4122 3491
712903 4130 3493
720112 4130 3493
500801 4132 3495
600902 4132 3495
550306 4135 3496
220107 4136 3497
480211 4139 3498
610203 4141 3499
271102 4143 3500
270113 4148 3501
270712 4150 3502
551508 4151 3503
271805 4152 3505
520104 4152 3505
640704 4153 3506
330502 4154 3507
530711 4159 3508
050302 4163 3510
391103 4163 3510
480404 4165 3511
550805 4166 3512
620702 4168 3513
490211 4169 3514
220708 4170 3515
031101 4175 3516
531602 4176 3517
330518 4177 3518
380507 4179 3519
220503 4182 3520
230507 4184 3521
670402 4187 3522
330521 4192 3523
380508 4193 3524
530318 4198 3525
010119 4199 3526
330114 4201 3529
690402 4201 3529
720103 4201 3529
270516 4204 3530
650811 4207 3531
020303 4211 3532
140904 4214 3534
330209 4214 3534
250707 4217 3535
131605 4219 3537
480801 4219 3537
310504 4220 3538
050809 4221 3540
221703 4221 3540
050501 4223 3541
201302 4224 3542
380119 4227 3544
712802 4227 3544
720106 4229 3545
131602 4231 3546
601003 4232 3547
270711 4233 3548
080801 4243 3549
630702 4244 3551
650119 4244 3551
231303 4245 3552
200509 4246 3553
030106 4254 3556
140803 4254 3556
420711 4254 3556
040304 4257 3559
280507 4257 3559
450810 4257 3559
520205 4259 3560
650706 4268 3561
600908 4270 3562
460107 4273 3563
390901 4281 3564
310615 4285 3567
330710 4285 3567
620109 4285 3567
211214 4286 3568
640212 4288 3570
641003 4288 3570
400115 4289 3571
140214 4290 3572
220702 4294 3573
321904 4296 3574
030213 4298 3575
450813 4300 3576
250705 4301 3577
030607 4303 3578
300708 4304 3579
251102 4308 3581
570502 4308 3581
330705 4310 3583
660705 4310 3583
360305 4312 3584
190421 4313 3585
180113 4316 3586
520812 4317 3587
710802 4318 3588
541702 4321 3589
010507 4324 3591
240309 4324 3591
221605 4327 3592
130413 4328 3593
231205 4340 3594
160301 4343 3596
550103 4343 3596
450906 4345 3597
330615 4346 3599
400302 4346 3599
170209 4348 3600
050608 4355 3602
231105 4355 3602
310303 4360 3603
331203 4362 3605
620606 4362 3605
541603 4366 3606
071104 4367 3607
390108 4371 3608
030506 4372 3610
240303 4372 3610
221312 4377 3612
350116 4377 3612
010508 4379 3614
530217 4379 3614
300402 4384 3615
171007 4385 3617
360116 4385 3617
280610 4386 3618
260303 4390 3620
360212 4390 3620
180208 4393 3621
120104 4394 3622
100208 4396 3623
450902 4401 3624
680610 4404 3625
380606 4405 3626
070105 4406 3627
710409 4409 3628
030509 4411 3630
681115 4411 3630
180108 4413 3632
330406 4413 3632
490701 4415 3633
270512 4417 3634
051001 4418 3636
080516 4418 3636
340102 4419 3637
451808 4421 3638
230904 4423 3640
331513 4423 3640
600815 4425 3642
650802 4425 3642
740305 4427 3643
600904 4428 3644
300705 4429 3645
700108 4430 3646
201205 4431 3647
212201 4432 3650
270902 4432 3650
310214 4432 3650
350115 4433 3651
190427 4434 3652
080902 4437 3653
230902 4439 3654
640408 4442 3655
630509 4455 3657
700602 4455 3657
450615 4456 3658
130411 4457 3660
390619 4457 3660
500204 4461 3661
390403 4462 3662
230707 4463 3663
310805 4465 3664
201001 4469 3666
720114 4469 3666
380405 4471 3667
290402 4476 3669
570304 4476 3669
551503 4477 3670
551504 4478 3671
360106 4479 3673
450409 4479 3673
510202 4481 3674
490207 4483 3675
680705 4489 3676
051302 4491 3677
370106 4492 3678
360122 4495 3679
050711 4499 3680
360108 4502 3682
390606 4502 3682
730212 4504 3683
712013 4506 3684
210707 4507 3685
681402 4511 3686
301105 4512 3688
590114 4512 3688
641214 4514 3689
380610 4516 3690
760103 4518 3691
490521 4521 3692
520110 4527 3693
530708 4532 3694
322107 4533 3695
470213 4538 3696
570505 4539 3697
360507 4540 3698
350804 4541 3699
100306 4543 3702
200703 4543 3702
211807 4543 3702
310604 4544 3703
470309 4552 3704
230705 4554 3706
650110 4554 3706
160513 4555 3708
330112 4555 3708
110302 4557 3709
030309 4558 3711
320303 4558 3711
680608 4559 3712
270510 4561 3713
570309 4565 3714
020204 4572 3715
010805 4573 3716
310811 4576 3718
380108 4576 3718
190106 4581 3720
620710 4581 3720
231006 4582 3722
641503 4582 3722
400205 4583 3724
420504 4583 3724
050705 4587 3726
520807 4587 3726
350603 4591 3727
331009 4593 3728
170309 4595 3730
210102 4595 3730
590115 4596 3731
220604 4598 3733
451103 4598 3733
330515 4601 3734
711007 4606 3735
370409 4608 3736
690602 4609 3737
051303 4610 3739
630904 4610 3739
271604 4617 3740
480203 4618 3741
520303 4619 3742
330609 4621 3744
641204 4621 3744
550707 4622 3745
330308 4623 3746
610304 4634 3747
460502 4636 3748
051108 4637 3749
451305 4639 3750
610305 4644 3752
712004 4644 3752
010803 4645 3753
560302 4647 3754
150401 4650 3755
390402 4659 3756
451604 4660 3758
550809 4660 3758
300210 4661 3759
390607 4664 3760
040704 4666 3762
330903 4666 3762
410107 4667 3763
650108 4669 3764
060403 4670 3765
620306 4673 3766
060310 4674 3768
230312 4674 3768
070409 4689 3770
380605 4689 3770
450303 4690 3772
480405 4690 3772
110303 4693 3773
450504 4697 3774
370710 4699 3775
400113 4702 3776
520705 4703 3777
190606 4704 3778
420408 4708 3779
220401 4711 3780
210114 4713 3781
730603 4714 3782
190305 4715 3783
711603 4716 3784
050801 4721 3786
340102 4721 3786
360402 4722 3787
551202 4724 3788
090601 4728 3789
600409 4735 3790
190204 4736 3792
551403 4736 3792
130408 4737 3793
051503 4738 3794
500505 4746 3795
171014 4748 3796
051603 4749 3797
560303 4750 3798
170305 4752 3799
140204 4757 3800
420907 4758 3801
661005 4761 3802
580312 4763 3803
630805 4772 3805
760401 4772 3805
010504 4774 3806
180110 4775 3807
711201 4776 3808
651201 4779 3809
450407 4783 3810
170703 4792 3812
270803 4792 3812
480111 4796 3813
101003 4797 3814
710811 4799 3815
221110 4801 3816
070109 4802 3819
200804 4802 3819
610108 4802 3819
211402 4806 3820
490409 4807 3822
740304 4807 3822
520804 4815 3823
540912 4817 3824
340507 4819 3825
480403 4822 3827
500803 4822 3827
520208 4823 3828
230510 4825 3829
190414 4826 3830
230203 4827 3831
440505 4828 3832
510601 4836 3833
230702 4848 3834
550302 4851 3835
550204 4855 3836
680209 4857 3837
490407 4861 3838
331410 4862 3840
360408 4862 3840
211112 4867 3842
570204 4867 3842
311201 4868 3843
340602 4869 3844
400407 4871 3845
600819 4873 3846
100703 4876 3847
610509 4877 3848
540201 4883 3849
010703 4886 3851
370116 4886 3851
551204 4888 3852
080303 4891 3853
110110 4896 3855
251303 4896 3855
140213 4910 3857
240503 4910 3857
360404 4911 3858
380209 4923 3860
650306 4923 3860
620207 4926 3861
360211 4927 3862
720108 4930 3863
080903 4931 3864
070205 4934 3865
520501 4935 3866
420202 4937 3867
120902 4941 3868
021005 4944 3869
713202 4946 3870
290701 4948 3871
712807 4950 3872
260108 4954 3873
070305 4955 3874
710407 4958 3875
300408 4959 3876
240203 4962 3877
500308 4964 3878
530816 4965 3879
610601 4968 3880
211002 4973 3882
610309 4973 3882
360308 4974 3884
690604 4974 3884
110605 4980 3885
480303 4982 3886
541203 4983 3887
090308 4984 3888
290104 4985 3889
010601 4992 3891
210802 4992 3891
221108 4998 3892
710816 5001 3893
530710 5009 3894
661003 5012 3895
220704 5014 3896
070107 5019 3897
220207 5020 3898
551501 5029 3899
421103 5038 3901
551302 5038 3901
230108 5039 3902
400608 5041 3903
330807 5042 3904
030308 5043 3906
050120 5043 3906
010406 5044 3908
350307 5044 3908
530408 5045 3909
420807 5051 3910
451701 5052 3912
600905 5052 3912
060111 5053 3913
400305 5056 3914
280202 5060 3915
490105 5061 3916
360608 5062 3917
641802 5064 3919
710103 5064 3919
211804 5066 3921
220705 5066 3921
120705 5068 3922
620709 5069 3923
170310 5071 3925
421004 5071 3925
280604 5072 3926
420102 5073 3928
450909 5073 3928
160115 5075 3929
390701 5087 3930
580209 5091 3931
190611 5093 3933
310613 5093 3933
641205 5095 3934
680203 5099 3935
580214 5102 3936
240504 5104 3937
130407 5108 3938
330306 5111 3939
540205 5113 3940
660704 5114 3941
710805 5116 3942
600405 5117 3943
712801 5120 3944
331205 5122 3945
230709 5123 3946
230506 5124 3947
020503 5126 3948
051403 5131 3949
480607 5144 3950
530110 5145 3951
131312 5149 3952
450309 5152 3955
450404 5152 3955
600208 5152 3955
370301 5158 3957
641703 5158 3957
760501 5160 3958
140607 5163 3960
451106 5163 3960
331503 5167 3961
110107 5168 3962
040104 5171 3963
330508 5174 3964
211407 5175 3966
590308 5175 3966
390409 5178 3967
220605 5184 3969
601004 5184 3969
050512 5185 3971
330210 5185 3971
700310 5186 3972
271103 5187 3976
310810 5187 3976
650702 5187 3976
660202 5187 3976
040213 5191 3977
220311 5192 3978
600102 5195 3979
110202 5197 3980
280605 5199 3982
700306 5199 3982
212203 5205 3984
640107 5205 3984
580210 5206 3985
661101 5207 3986
480604 5208 3987
600308 5209 3988
230503 5211 3989
610603 5212 3990
110803 5213 3991
130803 5214 3992
051003 5217 3993
020412 5218 3994
210706 5219 3995
211506 5220 3996
040114 5222 3997
340505 5224 3998
051602 5225 3999
660515 5226 4000
530802 5227 4001
170201 5230 4002
350402 5231 4003
500703 5235 4005
620308 5235 4005
290403 5238 4006
521204 5241 4007
690113 5243 4008
221203 5244 4009
030116 5246 4011
051204 5246 4011
190114 5251 4012
520304 5253 4013
221701 5254 4014
170406 5255 4015
660701 5262 4017
730214 5262 4017
010306 5263 4018
560112 5266 4019
370403 5268 4020
681901 5272 4021
080803 5273 4022
440803 5279 4023
370103 5280 4024
530707 5282 4025
520403 5284 4026
530126 5285 4027
050204 5292 4028
300204 5293 4029
500506 5294 4030
350104 5295 4031
050907 5300 4033
370711 5300 4033
420106 5302 4034
350311 5304 4035
640410 5311 4036
370109 5314 4037
750218 5316 4038
650806 5317 4039
130501 5318 4040
110207 5319 4041
090402 5322 4043
710807 5322 4043
331202 5323 4044
450711 5324 4045
340108 5325 4046
530314 5336 4047
070607 5340 4049
330603 5340 4049
140405 5346 4050
070307 5347 4051
280402 5348 4052
400103 5357 4054
600809 5357 4054
071102 5358 4055
100204 5364 4058
201006 5364 4058
530504 5364 4058
140121 5366 4059
260705 5367 4060
110305 5371 4062
710919 5371 4062
290702 5378 4064
540605 5378 4064
051004 5381 4065
700703 5387 4066
710918 5388 4067
520310 5389 4068
421101 5390 4069
050102 5391 4070
030508 5394 4071
650111 5398 4072
211219 5399 4073
670510 5401 4074
370307 5406 4075
600602 5411 4076
391107 5412 4078
460206 5412 4078
220208 5415 4079
250611 5417 4080
551021 5419 4081
480112 5424 4083
750107 5424 4083
270105 5427 4084
160302 5429 4085
323503 5434 4086
390405 5443 4087
380103 5448 4088
330608 5449 4089
300508 5454 4090
271803 5455 4092
490511 5455 4092
290102 5458 4093
081002 5459 4094
220902 5461 4095
720204 5463 4096
170205 5464 4097
050602 5469 4098
590209 5478 4099
031303 5483 4100
450205 5485 4101
030314 5487 4102
700203 5492 4103
210304 5494 4105
310202 5494 4105
130403 5506 4106
190103 5508 4107
360111 5518 4108
020302 5521 4110
600302 5521 4110
331610 5523 4111
131303 5525 4112
551201 5532 4113
030114 5536 4114
051604 5541 4116
210702 5541 4116
500902 5546 4117
330510 5549 4118
420802 5557 4120
480113 5557 4120
050205 5560 4121
300216 5562 4122
760405 5566 4123
620107 5567 4124
620505 5570 4125
601202 5574 4126
131001 5575 4127
221403 5581 4128
040103 5585 4130
710406 5585 4130
290404 5591 4131
491105 5593 4132
660805 5597 4133
131206 5606 4136
531402 5606 4136
600112 5606 4136
631002 5609 4137
050614 5610 4138
520810 5616 4140
530712 5616 4140
440108 5620 4141
740302 5621 4142
350503 5624 4143
170602 5625 4145
710902 5625 4145
650903 5627 4146
400109 5630 4147
130910 5635 4149
600901 5635 4149
031103 5636 4150
170609 5638 4151
660801 5646 4152
221005 5652 4154
530506 5652 4154
300107 5654 4155
240304 5655 4156
451107 5657 4157
240308 5659 4158
380213 5661 4159
321905 5663 4160
340502 5668 4161
550506 5670 4162
131201 5671 4163
220411 5673 4164
660804 5684 4165
140621 5685 4167
170405 5685 4167
590307 5686 4168
100105 5687 4169
710814 5688 4170
531105 5689 4171
250204 5690 4172
430404 5693 4173
030208 5697 4174
211309 5698 4175
540401 5699 4176
682004 5701 4177
541402 5702 4178
400707 5704 4179
271108 5705 4180
330312 5709 4182
530902 5709 4182
120102 5710 4183
390401 5711 4185
630807 5711 4185
240407 5717 4186
630503 5727 4187
210119 5730 4189
280503 5730 4189
030313 5732 4191
100608 5732 4191
530608 5739 4192
532013 5740 4193
020403 5747 4194
110203 5754 4195
310407 5756 4196
470212 5757 4197
491005 5759 4198
070301 5763 4199
540504 5780 4200
170904 5781 4201
270304 5782 4202
450412 5788 4204
530108 5788 4204
140503 5789 4205
211608 5790 4208
250102 5790 4208
680702 5790 4208
620304 5791 4210
680703 5791 4210
370901 5794 4212
440303 5794 4212
110612 5803 4213
490608 5807 4214
540921 5813 4215
630502 5825 4216
600903 5826 4217
031006 5831 4219
640406 5831 4219
681304 5832 4221
760308 5832 4221
660309 5840 4222
211609 5843 4223
160604 5845 4224
050515 5846 4225
040706 5847 4226
090107 5851 4227
600210 5852 4228
440405 5856 4229
340203 5859 4231
370404 5859 4231
190509 5861 4232
130504 5862 4233
550408 5863 4234
131302 5871 4235
250507 5873 4236
660407 5876 4237
120901 5878 4238
390506 5880 4240
600604 5880 4240
360314 5881 4241
380802 5889 4242
040503 5892 4243
330311 5893 4244
271501 5898 4245
500302 5900 4246
210912 5904 4247
750403 5908 4248
211311 5910 4249
400602 5927 4250
510403 5931 4251
390206 5932 4252
540123 5936 4253
170308 5938 4254
650810 5945 4255
100102 5946 4257
410303 5946 4257
212002 5949 4258
030203 5951 4259
120505 5954 4260
650304 5960 4261
290507 5962 4262
490704 5963 4263
530810 5964 4264
171005 5966 4265
610202 5967 4266
360409 5968 4267
460109 5971 4269
530604 5971 4269
650206 5975 4270
720205 5976 4271
500701 5977 4272
220901 5978 4274
221107 5978 4274
331601 5982 4275
460108 5983 4276
051803 5984 4280
380211 5984 4280
530207 5984 4280
630402 5984 4280
560301 5985 4282
560406 5985 4282
590309 5987 4283
550808 5991 4285
740111 5991 4285
050513 5992 4287
290304 5992 4287
110701 5993 4288
211704 5994 4290
380111 5994 4290
140202 5995 4292
460201 5995 4292
480803 6000 4293
470211 6005 4294
740112 6008 4295
490606 6010 4296
560204 6011 4297
140310 6012 4298
080801 6018 4299
740108 6024 4300
300113 6032 4301
180306 6033 4302
370504 6035 4303
380510 6038 4304
331102 6041 4306
340606 6041 4306
331106 6042 4307
271701 6045 4310
360206 6045 4310
630604 6045 4310
560305 6047 4311
171012 6048 4312
331509 6049 4313
131304 6052 4314
551404 6056 4315
211312 6057 4316
500603 6062 4317
520106 6070 4318
650707 6072 4319
140501 6074 4320
740106 6085 4321
221002 6089 4322
500507 6097 4323
680607 6099 4324
240403 6102 4326
331210 6102 4326
110804 6114 4328
330503 6114 4328
190506 6115 4329
310812 6116 4330
610602 6121 4331
630614 6122 4332
490517 6123 4333
470304 6124 4334
450605 6129 4335
380114 6132 4336
030703 6136 4338
271504 6136 4338
310618 6139 4339
212202 6143 4340
050603 6148 4341
650202 6150 4342
040307 6152 4344
480716 6152 4344
101007 6153 4345
430203 6155 4346
050610 6159 4347
520308 6163 4348
260309 6166 4349
210302 6173 4350
380608 6175 4351
051502 6181 4352
480108 6191 4353
130505 6194 4354
321903 6198 4356
550210 6198 4356
421002 6200 4357
531303 6201 4358
170613 6204 4359
071101 6209 4360
220609 6211 4361
220610 6218 4362
350407 6221 4363
451105 6223 4364
610605 6228 4365
710102 6234 4366
740407 6237 4367
360804 6239 4369
480109 6239 4369
070214 6241 4370
171002 6244 4371
210705 6247 4373
650701 6247 4373
360602 6251 4374
211206 6257 4375
410104 6258 4376
210405 6261 4377
450912 6264 4378
490111 6265 4379
480412 6276 4380
330607 6282 4381
450416 6283 4382
080803 6287 4383
450612 6288 4384
420906 6289 4385
690117 6291 4386
530103 6295 4387
211010 6297 4388
560305 6299 4389
131208 6304 4391
711604 6304 4391
670511 6307 4392
211103 6318 4394
480302 6318 4394
211503 6322 4396
630407 6322 4396
220807 6323 4397
100304 6326 4398
110504 6329 4399
420310 6330 4400
450812 6331 4401
450207 6334 4402
712012 6338 4403
221105 6341 4405
360209 6341 4405
730208 6346 4406
560808 6347 4407
180408 6348 4408
060307 6349 4410
220307 6349 4410
010111 6352 4412
750310 6352 4412
750106 6357 4413
110116 6358 4414
460204 6367 4416
760303 6367 4416
160802 6368 4418
250607 6368 4418
530305 6373 4420
710405 6373 4420
650408 6374 4421
270910 6384 4422
730306 6387 4423
201303 6388 4424
130604 6392 4425
500401 6395 4426
490406 6402 4427
460305 6405 4428
640109 6406 4429
220606 6407 4431
221802 6407 4431
520806 6416 4432
530813 6424 4433
140610 6431 4435
380801 6431 4435
390303 6432 4437
490216 6432 4437
211501 6436 4438
260714 6441 4439
460109 6443 4440
331514 6445 4441
190513 6447 4442
330810 6451 4443
370611 6459 4444
660503 6460 4445
190111 6462 4447
620310 6462 4447
180410 6463 4448
010103 6467 4449
470112 6468 4450
060901 6470 4452
560305 6470 4452
040801 6472 4453
450202 6473 4454
450306 6475 4455
630306 6478 4456
711206 6484 4457
400502 6485 4458
650503 6490 4459
681202 6494 4460
650714 6499 4461
630708 6503 4463
640703 6503 4463
550207 6507 4464
480411 6509 4466
711602 6509 4466
190505 6513 4467
740704 6516 4468
190603 6521 4469
531501 6525 4470
340608 6533 4471
331611 6535 4472
210908 6547 4473
140705 6549 4474
131801 6568 4475
190422 6571 4476
540203 6576 4477
480301 6586 4478
451603 6591 4479
712404 6594 4480
641504 6597 4481
550307 6602 4482
630611 6611 4483
270311 6612 4484
030603 6620 4485
450502 6621 4486
620808 6622 4487
460205 6625 4488
620309 6628 4489
450613 6632 4490
030504 6634 4491
580103 6638 4492
120507 6642 4493
041009 6647 4494
110305 6654 4495
210904 6657 4496
680214 6658 4497
370712 6659 4500
670514 6659 4500
710413 6659 4500
270116 6662 4501
540115 6663 4502
740506 6667 4503
110613 6675 4504
450304 6680 4505
260707 6684 4506
501006 6685 4507
100110 6696 4508
230409 6699 4509
400710 6700 4512
640603 6700 4512
650405 6700 4512
450208 6707 4514
630706 6707 4514
520203 6710 4515
600211 6711 4516
331511 6713 4517
110606 6718 4518
120906 6720 4519
420406 6723 4520
331012 6724 4521
020405 6725 4522
630104 6733 4523
670505 6734 4524
700105 6737 4525
170304 6742 4526
640401 6747 4527
211808 6750 4528
180305 6751 4529
140208 6753 4530
210903 6761 4531
700209 6766 4532
330405 6770 4533
360502 6774 4534
150504 6777 4535
421003 6779 4536
020413 6783 4537
730601 6785 4538
270913 6786 4539
330614 6795 4540
540506 6798 4541
230307 6802 4543
390502 6802 4543
400303 6805 4544
300409 6813 4545
531504 6815 4546
531102 6817 4548
532119 6817 4548
130801 6818 4549
280405 6821 4550
050507 6831 4551
210711 6832 4552
650604 6836 4553
720305 6845 4554
760505 6854 4555
131806 6855 4556
650511 6856 4557
651103 6862 4558
380505 6864 4559
211604 6867 4560
270905 6869 4561
010601 6872 4563
560202 6872 4563
400112 6876 4564
600909 6880 4565
330711 6885 4566
310310 6889 4567
690903 6895 4568
340102 6897 4569
600306 6899 4570
620809 6900 4571
670705 6903 4572
450602 6904 4573
551103 6906 4575
740212 6906 4575
360605 6910 4576
240405 6919 4577
390404 6920 4578
532122 6925 4579
421001 6933 4580
451308 6934 4581
450803 6935 4582
040202 6936 4583
420811 6940 4584
050106 6941 4585
200606 6942 4586
060507 6948 4587
750601 6950 4588
760403 6957 4589
710412 6958 4590
360413 6970 4591
290204 6974 4592
331002 6980 4593
270318 6987 4594
640203 6997 4595
480506 7007 4596
540404 7008 4597
310803 7020 4598
730504 7021 4599
020402 7030 4600
490309 7034 4601
710416 7036 4602
130409 7040 4603
050909 7042 4604
130301 7046 4605
251201 7047 4606
240505 7048 4607
020106 7050 4609
560302 7050 4609
331609 7053 4611
540118 7053 4611
760106 7054 4612
650506 7056 4613
190404 7059 4615
541302 7059 4615
270906 7061 4616
100113 7062 4617
270308 7068 4618
110206 7070 4619
310707 7079 4620
052002 7095 4621
220314 7096 4623
740205 7096 4623
650508 7097 4624
330305 7098 4625
700107 7099 4626
160306 7111 4627
131003 7116 4628
730703 7123 4629
331212 7124 4630
060902 7128 4632
171003 7128 4632
711516 7131 4633
350703 7137 4634
470601 7138 4635
630403 7139 4636
620402 7145 4637
050903 7146 4638
230308 7147 4639
700301 7153 4640
540407 7156 4641
210910 7159 4642
050613 7162 4643
400104 7163 4645
710310 7163 4645
140303 7164 4647
490705 7164 4647
490117 7169 4648
500608 7177 4649
251004 7182 4650
060315 7183 4651
480110 7187 4652
330902 7193 4653
450206 7194 4654
331003 7202 4655
131305 7203 4657
340102 7203 4657
050804 7210 4658
290703 7211 4659
170505 7215 4660
540707 7225 4661
620810 7229 4662
641605 7242 4663
540909 7243 4664
520505 7253 4665
730402 7254 4666
451302 7255 4667
730704 7256 4668
420205 7259 4669
070701 7260 4670
760405 7268 4671
420506 7272 4672
132101 7273 4673
110114 7282 4674
650404 7285 4675
220210 7289 4676
140604 7290 4677
650403 7294 4678
420608 7298 4679
600907 7307 4680
140207 7308 4681
110704 7309 4682
380304 7311 4683
460105 7312 4684
540907 7317 4685
710410 7328 4686
450302 7330 4687
280706 7340 4688
201305 7341 4689
711002 7349 4690
360704 7353 4691
130606 7359 4692
450608 7360 4693
400711 7362 4694
190702 7370 4695
260115 7377 4696
330207 7387 4698
750210 7387 4698
040204 7390 4699
200802 7391 4700
530311 7399 4701
190504 7408 4702
590302 7410 4703
251005 7415 4704
480615 7421 4705
010806 7428 4707
680216 7428 4707
271002 7430 4708
211209 7433 4709
551304 7434 4710
530205 7449 4711
140309 7456 4712
530310 7457 4713
030704 7458 4714
560305 7459 4715
490314 7460 4716
170302 7461 4717
160107 7463 4718
210712 7472 4719
360312 7473 4721
530804 7473 4721
530403 7475 4722
590117 7478 4723
531003 7481 4724
250610 7482 4725
670410 7491 4726
090303 7504 4727
750114 7507 4728
531601 7508 4729
050508 7513 4730
190406 7522 4731
470405 7527 4732
681207 7532 4733
641206 7535 4735
651301 7535 4735
180104 7537 4736
101006 7540 4737
490504 7541 4738
050303 7543 4739
210507 7553 4741
712304 7553 4741
030702 7557 4742
220304 7558 4743
650821 7559 4744
510510 7560 4745
420603 7578 4746
030307 7579 4748
240305 7579 4748
551602 7585 4749
490114 7588 4750
420605 7595 4751
390505 7600 4752
350403 7616 4753
050116 7617 4754
650620 7625 4755
350702 7629 4756
340109 7632 4757
540711 7636 4758
010702 7637 4759
010807 7648 4760
690114 7649 4761
390705 7650 4763
550213 7650 4763
110503 7651 4765
681403 7651 4765
400204 7656 4766
370709 7657 4767
450307 7664 4768
720109 7666 4769
190307 7667 4770
681306 7675 4771
211110 7683 4772
420304 7684 4773
270704 7688 4774
760406 7689 4775
450802 7691 4776
430606 7694 4777
670502 7697 4778
200803 7699 4779
541501 7702 4781
680120 7702 4781
650109 7705 4783
711008 7705 4783
030803 7711 4784
630703 7717 4785
620610 7723 4786
640507 7725 4787
520401 7726 4789
750603 7726 4789
451703 7728 4790
760407 7731 4791
140303 7732 4792
760307 7733 4793
710905 7735 4794
211215 7741 4796
560404 7741 4796
131904 7747 4798
170802 7747 4798
240603 7756 4799
120904 7757 4800
541004 7768 4801
230703 7780 4802
500904 7788 4803
490306 7789 4804
300106 7793 4805
251003 7799 4807
690306 7799 4807
170504 7809 4808
390803 7812 4809
100209 7813 4810
430604 7816 4811
750209 7819 4812
251204 7825 4813
380514 7834 4814
660501 7843 4815
270914 7845 4816
180405 7848 4817
230208 7851 4819
630410 7851 4819
760403 7864 4820
270403 7869 4821
051902 7873 4822
580309 7874 4823
650509 7875 4824
480610 7890 4825
140407 7892 4826
051005 7899 4827
350316 7904 4828
630610 7905 4829
330206 7909 4830
760124 7911 4831
551008 7917 4832
240404 7920 4833
051305 7928 4834
430603 7939 4835
101203 7940 4836
660405 7942 4837
470302 7945 4838
400607 7946 4839
530406 7951 4840
060905 7961 4842
600207 7961 4842
021201 7962 4843
750502 7969 4844
170702 7982 4846
240406 7982 4846
350203 7984 4847
120903 7986 4848
640601 7991 4849
060207 7997 4851
650619 7997 4851
681703 7998 4852
220406 8009 4853
490110 8010 4854
132202 8013 4855
660409 8015 4856
370904 8020 4858
451605 8020 4858
351002 8024 4860
451203 8024 4860
440602 8025 4861
271301 8030 4862
020306 8032 4863
240501 8036 4864
460506 8038 4865
260116 8047 4867
680109 8047 4867
712805 8060 4868
200612 8064 4869
450507 8065 4870
530210 8070 4871
140305 8074 4872
390507 8076 4874
400503 8076 4874
331608 8083 4876
551401 8083 4876
211806 8090 4877
331607 8103 4878
501003 8104 4879
500306 8105 4880
170311 8106 4882
270801 8106 4882
150203 8110 4883
271602 8116 4884
510404 8125 4885
551506 8128 4886
420503 8134 4887
750302 8138 4888
661203 8145 4889
280203 8146 4890
331206 8147 4891
301102 8148 4892
740307 8149 4893
121104 8152 4894
650203 8157 4895
740602 8164 4896
101101 8166 4898
541008 8166 4898
