%substr mjrddis roadlength_rank
310406 1623 1793
750301 1626 1794
230103 1628 1795
090206 1629 1796
100406 1635 1798
350305 1635 1798
450120 1637 1799
220703 1639 1803
310411 1639 1803
322004 1639 1803
660110 1639 1803
270111 1641 1805
570404 1641 1805
711207 1642 1806
050511 1643 1807
140308 1645 1809
250203 1645 1809
200108 1646 1810
491102 1649 1811
201102 1650 1812
491002 1651 1813
490219 1655 1814
500903 1656 1815
390702 1661 1817
570203 1661 1817
330512 1663 1818
570109 1668 1819
080518 1670 1820
550905 1671 1821
211011 1674 1822
480711 1675 1823
230106 1676 1824
140209 1677 1825
030601 1685 1828
250506 1685 1828
681903 1685 1828
540710 1686 1830
570408 1686 1830
070903 1688 1832
420203 1688 1832
131508 1690 1833
080105 1692 1834
630119 1693 1836
630120 1693 1836
321002 1694 1837
180102 1695 1839
650816 1695 1839
231103 1696 1840
331405 1702 1843
391101 1702 1843
560303 1702 1843
300105 1703 1844
280506 1704 1845
190415 1705 1846
600710 1706 1847
530805 1707 1848
080512 1708 1850
630113 1708 1850
280109 1711 1851
391106 1712 1852
280501 1713 1855
410107 1713 1855
550708 1713 1855
190208 1721 1856
660112 1722 1857
400310 1723 1858
260711 1724 1860
540802 1724 1860
420105 1725 1861
322207 1726 1862
640701 1728 1863
560701 1731 1865
690706 1731 1865
020504 1733 1868
140903 1733 1868
380212 1733 1868
580311 1736 1869
340502 1737 1870
040403 1738 1875
210204 1738 1875
323504 1738 1875
641305 1738 1875
700505 1738 1875
290502 1739 1879
560702 1739 1879
570403 1739 1879
570412 1739 1879
510312 1741 1881
540604 1741 1881
640908 1743 1882
210905 1744 1883
300701 1747 1885
310603 1747 1885
080505 1750 1887
230607 1750 1887
680506 1751 1888
470308 1752 1890
490107 1752 1890
030209 1756 1892
221204 1756 1892
310403 1757 1893
131405 1758 1894
121604 1759 1895
140601 1764 1896
380117 1765 1897
200801 1767 1899
440601 1767 1899
050615 1768 1900
220302 1776 1902
690704 1776 1902
100405 1778 1904
600209 1778 1904
131506 1780 1906
420303 1780 1906
550112 1781 1907
640501 1783 1908
620201 1788 1909
021203 1791 1910
190401 1796 1911
100107 1797 1912
221301 1799 1913
540602 1800 1914
480205 1801 1916
490304 1801 1916
712010 1804 1917
131610 1805 1919
600807 1805 1919
131403 1807 1921
550205 1807 1921
240204 1808 1922
670306 1811 1923
081004 1812 1924
350309 1813 1926
630501 1813 1926
530904 1815 1927
140403 1816 1930
330701 1816 1930
530117 1816 1930
090607 1817 1933
250402 1817 1933
440110 1817 1933
110201 1819 1934
331101 1823 1935
270503 1826 1936
570405 1827 1937
050910 1828 1938
211009 1829 1939
270706 1830 1940
490116 1831 1941
480101 1832 1943
730405 1832 1943
340703 1833 1945
650105 1833 1945
322702 1834 1946
290201 1835 1947
331506 1836 1949
480413 1836 1949
330816 1837 1951
560203 1837 1951
641704 1838 1952
140211 1840 1953
051206 1841 1954
120511 1842 1955
300707 1843 1956
211204 1844 1959
331408 1844 1959
680117 1844 1959
280504 1845 1960
220312 1846 1963
600114 1846 1963
690104 1846 1963
230110 1847 1964
301003 1848 1965
670415 1851 1966
350405 1853 1968
451104 1853 1968
080607 1855 1969
231206 1856 1970
070114 1857 1972
130202 1857 1972
560403 1858 1974
610303 1858 1974
270104 1859 1975
600814 1860 1977
680116 1860 1977
490322 1861 1978
230504 1863 1981
240202 1863 1981
390903 1863 1981
250902 1865 1982
210117 1866 1983
530216 1869 1986
530319 1869 1986
640102 1869 1986
060702 1871 1988
211107 1871 1988
310610 1873 1989
070108 1876 1991
690401 1876 1991
540202 1877 1993
641101 1877 1993
420702 1878 1995
700501 1878 1995
051101 1880 1996
660803 1881 1997
220108 1883 1998
221001 1885 2000
350319 1885 2000
310111 1886 2001
251302 1887 2003
510512 1887 2003
690107 1888 2004
320305 1889 2005
370117 1891 2006
390116 1892 2008
531201 1892 2008
331604 1894 2009
060602 1895 2010
140212 1896 2012
760402 1896 2012
100903 1900 2016
121602 1900 2016
331108 1900 2016
600601 1900 2016
130702 1902 2017
251202 1903 2018
660111 1905 2019
711605 1907 2020
250901 1912 2021
110204 1914 2022
090309 1915 2023
251104 1916 2025
550403 1916 2025
010601 1917 2027
210801 1917 2027
460303 1920 2028
270804 1921 2029
140608 1922 2030
640903 1924 2031
171001 1925 2032
590108 1930 2033
370407 1932 2035
390614 1932 2035
060506 1933 2036
670509 1937 2037
310409 1938 2039
440502 1938 2039
070308 1939 2041
720203 1939 2041
110513 1940 2042
230303 1943 2043
480104 1945 2044
200110 1946 2047
490112 1946 2047
560103 1946 2047
550303 1947 2048
510303 1948 2049
280403 1949 2051
300706 1949 2051
380501 1951 2052
220202 1952 2053
501002 1954 2055
540102 1954 2055
670404 1959 2056
330113 1960 2057
240607 1964 2058
300407 1965 2060
500508 1965 2060
300502 1967 2061
130406 1969 2063
150107 1969 2063
190409 1971 2065
300704 1971 2065
560205 1972 2066
620812 1974 2067
020409 1975 2068
190109 1977 2069
630411 1978 2070
200107 1979 2072
200508 1979 2072
322203 1980 2073
051901 1982 2075
740301 1982 2075
050604 1983 2078
211202 1983 2078
532016 1983 2078
090207 1984 2080
270108 1984 2080
630314 1985 2081
020109 1986 2082
020704 1987 2084
212404 1987 2084
480114 1989 2086
500310 1989 2086
300110 1990 2088
700102 1990 2088
131903 1992 2089
450607 1994 2090
350102 1995 2091
090407 1996 2093
420610 1996 2093
100505 1997 2094
630508 2000 2095
280108 2001 2097
640604 2001 2097
221311 2002 2098
020404 2004 2100
440113 2004 2100
210107 2005 2101
190515 2006 2102
360110 2007 2103
321003 2009 2105
330716 2009 2105
760112 2010 2106
031402 2011 2107
100401 2012 2108
051306 2013 2110
200704 2013 2110
310203 2014 2111
340803 2016 2112
630705 2017 2114
700605 2017 2114
541303 2019 2116
660115 2019 2116
160111 2021 2118
520902 2021 2118
520809 2022 2121
650710 2022 2121
661201 2022 2121
350208 2023 2122
490601 2025 2123
020108 2030 2124
532009 2032 2125
090305 2034 2126
380509 2037 2127
070503 2038 2128
271104 2040 2129
350202 2042 2131
460601 2042 2131
221503 2044 2132
580102 2045 2133
490402 2047 2134
211801 2048 2135
310510 2049 2136
390503 2050 2138
500203 2050 2138
140501 2051 2140
280609 2051 2140
641105 2052 2141
060103 2053 2143
550304 2053 2143
220607 2054 2144
250106 2062 2146
380208 2062 2146
200411 2063 2148
211008 2063 2148
400703 2064 2150
641502 2064 2150
270118 2070 2151
180103 2071 2153
300203 2071 2153
140404 2073 2156
221306 2073 2156
420804 2073 2156
530705 2074 2157
230305 2076 2158
330808 2077 2159
350502 2078 2160
590118 2079 2161
490512 2081 2162
271201 2084 2163
500303 2085 2165
670109 2085 2165
390117 2086 2167
630404 2086 2167
030302 2088 2169
040505 2088 2169
641208 2089 2170
320306 2093 2171
320508 2095 2173
661004 2095 2173
330814 2097 2174
540121 2100 2175
310809 2101 2177
490502 2101 2177
131802 2102 2179
440112 2102 2179
030606 2105 2180
330708 2107 2181
070209 2108 2184
211404 2108 2184
310505 2108 2184
470201 2110 2185
211003 2111 2188
220111 2111 2188
271110 2111 2188
420110 2112 2190
560109 2112 2190
470105 2118 2192
640202 2118 2192
212004 2120 2193
670412 2121 2194
330119 2128 2195
650205 2129 2196
060202 2130 2198
700607 2130 2198
220213 2131 2201
440403 2131 2201
640509 2131 2201
421102 2132 2202
250608 2133 2203
080307 2134 2205
270911 2134 2205
070212 2136 2207
150111 2136 2207
070902 2137 2208
350103 2138 2209
480105 2140 2210
310410 2143 2211
270707 2144 2212
230606 2145 2214
310807 2145 2214
331207 2147 2215
200501 2148 2216
420305 2149 2217
030301 2150 2219
380202 2150 2219
550801 2151 2221
670408 2151 2221
380502 2152 2222
030511 2154 2224
040506 2154 2224
650505 2155 2225
440114 2156 2226
070502 2162 2227
250905 2163 2228
211502 2165 2229
610308 2166 2230
490408 2167 2232
630506 2167 2232
360309 2168 2234
490514 2168 2234
220801 2169 2237
221111 2169 2237
750110 2169 2237
250903 2172 2238
190508 2173 2239
140118 2174 2240
530313 2176 2242
712007 2176 2242
200407 2177 2243
020110 2178 2246
051702 2178 2246
211705 2178 2246
070119 2180 2249
460102 2180 2249
550301 2180 2249
220509 2181 2250
310408 2182 2251
680505 2183 2252
630504 2185 2253
630803 2188 2254
620205 2189 2255
190602 2190 2256
051105 2191 2258
570305 2191 2258
500901 2193 2259
220602 2196 2260
530105 2197 2261
420107 2201 2262
330203 2202 2263
020112 2203 2265
620711 2203 2265
060313 2206 2268
370507 2206 2268
490106 2206 2268
110802 2208 2269
470202 2209 2270
160202 2212 2271
190120 2213 2272
290405 2216 2273
150110 2218 2274
560108 2220 2276
700114 2220 2276
440212 2221 2277
140507 2222 2278
540302 2223 2280
680609 2223 2280
050716 2227 2281
200113 2228 2282
051506 2229 2284
550601 2229 2284
080504 2231 2286
220309 2231 2286
310608 2232 2288
570108 2232 2288
180401 2233 2289
210106 2236 2291
600109 2236 2291
350301 2238 2293
600817 2238 2293
420402 2241 2294
322301 2242 2295
660103 2243 2296
590204 2245 2298
690405 2245 2298
030112 2250 2299
590111 2251 2300
650507 2252 2301
050601 2253 2303
600803 2253 2303
090405 2254 2304
250609 2255 2305
100108 2262 2307
630202 2262 2307
430205 2265 2309
640103 2265 2309
440204 2266 2310
660520 2267 2311
280608 2269 2313
540716 2269 2313
681902 2273 2314
240605 2274 2315
230907 2275 2317
540103 2275 2317
050813 2277 2318
530118 2281 2320
730111 2281 2320
730109 2282 2321
080513 2283 2323
230117 2283 2323
131409 2284 2324
230906 2286 2325
480612 2289 2327
600802 2289 2327
630809 2290 2328
230114 2291 2329
210109 2294 2330
220105 2296 2331
140301 2298 2332
080116 2300 2333
580304 2302 2334
220313 2304 2336
600603 2304 2336
670114 2305 2337
100206 2306 2338
200613 2308 2341
320505 2308 2341
490103 2308 2341
620209 2309 2342
020701 2310 2343
090204 2314 2344
551005 2315 2345
510203 2317 2347
750105 2317 2347
211607 2319 2349
451704 2319 2349
331306 2321 2351
730213 2321 2351
551301 2322 2352
390504 2325 2353
131607 2326 2355
450604 2326 2355
641001 2327 2356
610504 2328 2358
630308 2328 2358
210112 2330 2359
060603 2332 2360
510602 2333 2361
530803 2334 2362
323203 2335 2363
200103 2338 2364
020411 2341 2365
530815 2342 2366
600111 2344 2367
100106 2345 2368
360405 2347 2370
580106 2347 2370
211212 2351 2372
680511 2351 2372
310703 2356 2373
030113 2357 2375
070515 2357 2375
420404 2359 2378
480120 2359 2378
660901 2359 2378
280406 2361 2380
660502 2361 2380
330107 2363 2381
390411 2365 2382
271001 2366 2383
490119 2368 2384
201004 2369 2386
730201 2369 2386
570207 2370 2387
640207 2371 2388
220805 2373 2390
540803 2373 2390
670406 2374 2391
230105 2375 2392
230608 2377 2393
180411 2382 2395
300215 2382 2395
050104 2387 2396
131507 2390 2397
051205 2391 2398
160507 2392 2400
330813 2392 2400
310902 2393 2401
131406 2395 2402
020414 2398 2404
660305 2398 2404
530603 2403 2405
530124 2404 2406
070404 2406 2408
150404 2406 2408
180403 2408 2409
051102 2409 2410
120502 2413 2411
070506 2414 2414
230801 2414 2414
250105 2414 2414
130608 2417 2415
490522 2419 2416
490212 2420 2418
530209 2420 2418
490411 2421 2419
230406 2424 2420
710819 2425 2421
110112 2427 2422
330403 2430 2423
051304 2431 2424
680103 2432 2425
641302 2433 2426
290604 2434 2427
350117 2436 2428
070405 2438 2429
420407 2439 2430
530510 2443 2431
420401 2444 2432
010511 2445 2434
160403 2445 2434
330505 2446 2436
551019 2446 2436
400311 2452 2437
540901 2453 2438
020105 2454 2439
551303 2455 2440
470204 2456 2441
160114 2457 2443
480613 2457 2443
210806 2458 2444
760122 2459 2445
330111 2460 2446
480706 2462 2447
670105 2463 2448
220903 2466 2449
280113 2467 2451
440208 2467 2451
330611 2468 2452
350701 2469 2454
370102 2469 2454
070303 2470 2455
132102 2471 2457
640702 2471 2457
570201 2473 2458
480207 2474 2459
390611 2477 2462
570111 2477 2462
730101 2477 2462
210710 2479 2463
110103 2481 2465
710801 2481 2465
590207 2484 2467
700305 2484 2467
051103 2485 2468
310104 2486 2469
700509 2487 2470
651102 2490 2472
660204 2490 2472
190402 2492 2475
251103 2492 2475
520112 2492 2475
220209 2496 2476
300509 2500 2479
490307 2500 2479
531002 2500 2479
051202 2502 2480
220505 2504 2482
290401 2504 2482
010303 2508 2484
130206 2508 2484
220113 2509 2485
070408 2510 2488
211106 2510 2488
560401 2510 2488
590206 2511 2489
350112 2513 2490
370506 2514 2491
280603 2516 2493
551603 2516 2493
080901 2518 2494
040408 2519 2496
640209 2519 2496
131512 2520 2497
310708 2521 2498
200502 2523 2501
231201 2523 2501
530811 2523 2501
070402 2525 2505
260112 2525 2505
660603 2525 2505
690115 2525 2505
760115 2526 2506
220212 2528 2508
710914 2528 2508
240604 2530 2511
321102 2530 2511
540111 2530 2511
110610 2531 2512
180204 2533 2513
010804 2535 2515
650901 2535 2515
390601 2536 2517
440209 2536 2517
350114 2539 2518
322208 2540 2519
380109 2541 2520
680206 2543 2521
490518 2545 2522
450804 2546 2523
501007 2548 2525
530119 2548 2525
530509 2549 2527
570501 2549 2527
720206 2552 2528
490509 2555 2529
280602 2556 2530
330604 2557 2531
730302 2560 2532
580212 2561 2533
140905 2562 2535
670701 2562 2535
540914 2563 2536
590208 2565 2537
490506 2568 2538
600303 2571 2540
641202 2571 2540
270507 2575 2541
100603 2577 2542
321006 2578 2543
240109 2581 2545
270305 2581 2545
040211 2582 2546
670413 2583 2547
330523 2586 2548
311102 2588 2550
500410 2588 2550
311004 2589 2551
630107 2590 2553
750405 2590 2553
270701 2596 2555
551013 2596 2555
131410 2597 2557
451202 2597 2557
430202 2599 2559
620803 2599 2559
110512 2600 2561
380513 2600 2561
700113 2601 2562
300401 2602 2563
640502 2603 2564
210403 2609 2565
661202 2613 2566
220317 2614 2567
360310 2617 2569
460105 2617 2569
270402 2618 2570
040803 2620 2571
030605 2621 2573
350602 2621 2573
360213 2625 2574
260114 2626 2575
320503 2627 2577
730403 2627 2577
140110 2629 2578
131509 2635 2579
630615 2636 2581
650713 2636 2581
641701 2637 2582
210704 2639 2583
310710 2640 2584
100104 2642 2585
060109 2643 2586
051203 2644 2587
170203 2646 2588
301004 2649 2589
740104 2650 2590
340501 2652 2591
180409 2653 2594
340606 2653 2594
450117 2653 2594
590109 2654 2595
331105 2656 2597
600110 2656 2597
331507 2657 2598
231004 2658 2599
470207 2660 2600
180105 2661 2601
480505 2663 2602
051701 2665 2603
620104 2667 2604
201106 2668 2606
331516 2668 2606
060505 2669 2608
200604 2669 2608
160303 2670 2609
270502 2671 2610
331407 2672 2611
360113 2673 2612
730102 2675 2613
340706 2676 2614
500205 2677 2615
630413 2679 2616
070511 2682 2618
100403 2682 2618
220613 2687 2619
190425 2689 2620
321105 2692 2622
360119 2692 2622
200608 2693 2624
340401 2693 2624
270317 2694 2626
560303 2694 2626
210103 2695 2627
080515 2706 2629
640108 2706 2629
720104 2707 2630
101201 2710 2631
230704 2713 2634
300403 2713 2634
440804 2713 2634
050115 2714 2637
310205 2714 2637
420714 2714 2637
060701 2715 2639
080506 2715 2639
280105 2717 2641
730602 2717 2641
700609 2720 2642
060502 2722 2644
080517 2722 2644
040405 2728 2645
331402 2729 2647
750108 2729 2647
080519 2730 2649
713203 2730 2649
271003 2731 2651
340404 2731 2651
750410 2732 2652
531401 2734 2654
660412 2734 2654
020308 2736 2655
230903 2738 2657
560806 2738 2657
200505 2739 2659
200602 2739 2659
131902 2741 2660
060319 2742 2663
660404 2742 2663
670206 2742 2663
331304 2744 2665
420108 2744 2665
450305 2747 2666
020401 2751 2668
140116 2751 2668
201008 2753 2669
590203 2755 2671
630118 2755 2671
600406 2756 2673
680701 2756 2673
711003 2760 2674
130412 2762 2675
700603 2763 2676
641501 2765 2678
650820 2765 2678
740501 2767 2679
270316 2769 2680
080804 2770 2682
450108 2770 2682
100101 2771 2684
550903 2771 2684
300709 2773 2685
220502 2774 2689
221305 2774 2689
331103 2774 2689
420612 2774 2689
641301 2775 2690
130404 2777 2691
120115 2778 2694
530507 2778 2694
530706 2778 2694
750202 2779 2695
070110 2780 2696
010507 2782 2698
650116 2782 2698
610102 2787 2699
250104 2792 2700
331211 2793 2702
620609 2793 2702
030111 2794 2704
190122 2794 2704
551004 2797 2705
711607 2798 2706
250405 2799 2707
040120 2800 2708
190609 2801 2709
360407 2802 2711
710920 2802 2711
470303 2803 2713
510308 2803 2713
540902 2804 2714
220706 2805 2715
370905 2809 2719
590114 2809 2719
640504 2809 2719
720110 2809 2719
530106 2810 2720
700210 2811 2721
240306 2813 2722
331602 2820 2723
370605 2822 2724
050206 2826 2725
340201 2828 2726
480119 2829 2728
551511 2829 2728
330302 2830 2729
110108 2831 2730
590104 2833 2731
360118 2834 2732
380506 2836 2733
641304 2838 2734
631003 2841 2735
210506 2842 2736
700604 2844 2737
331409 2845 2738
220404 2847 2739
540801 2849 2740
330706 2850 2741
211213 2854 2742
650114 2856 2743
010119 2858 2745
340204 2858 2745
250904 2862 2746
390608 2863 2747
190121 2866 2749
201002 2866 2749
030204 2875 2750
050901 2877 2752
440503 2877 2752
600812 2878 2753
230309 2879 2754
230911 2881 2755
100502 2882 2757
330812 2882 2757
660508 2883 2758
131601 2891 2759
190207 2894 2760
210602 2899 2761
210701 2900 2762
713516 2901 2763
200603 2902 2766
651107 2902 2766
740603 2902 2766
212403 2903 2768
370702 2903 2768
220109 2905 2769
090203 2906 2770
190610 2907 2771
600103 2908 2772
050113 2909 2775
650121 2909 2775
760302 2909 2775
540116 2910 2776
490305 2912 2777
641604 2913 2778
110104 2914 2779
231003 2915 2780
440214 2916 2782
670706 2916 2782
020706 2918 2784
630110 2918 2784
310405 2919 2786
400601 2919 2786
140402 2921 2787
370509 2923 2788
360121 2924 2789
270908 2925 2790
712019 2930 2791
250706 2933 2792
321906 2934 2794
440213 2934 2794
060401 2936 2795
730501 2937 2796
100902 2939 2797
250505 2944 2799
360204 2944 2799
451301 2949 2800
450310 2950 2801
160401 2951 2802
271101 2952 2804
580111 2952 2804
080404 2953 2806
370111 2953 2806
760107 2954 2807
070802 2957 2808
140612 2962 2809
420613 2963 2810
690111 2964 2811
160801 2965 2812
380206 2967 2813
010701 2970 2815
040306 2970 2815
570208 2971 2816
170502 2972 2817
050117 2973 2818
260107 2974 2819
510103 2975 2821
712006 2975 2821
670305 2976 2822
710402 2978 2823
270319 2981 2824
310307 2985 2825
720202 2989 2826
350109 2991 2827
050122 2995 2828
050103 2996 2829
451705 2997 2831
681106 2997 2831
460301 3000 2832
180406 3001 2833
210606 3002 2834
120504 3003 2838
310808 3003 2838
380120 3003 2838
620202 3003 2838
620807 3006 2839
400308 3007 2840
331404 3011 2841
050706 3012 2842
220701 3017 2843
211304 3019 2844
050606 3020 2845
140111 3022 2846
322403 3023 2847
190703 3024 2849
440118 3024 2849
040705 3028 2850
190502 3031 2851
570205 3034 2852
590112 3036 2853
270312 3039 2855
370402 3039 2855
190503 3040 2856
630405 3049 2857
541502 3050 2858
220306 3051 2859
430403 3053 2861
490519 3053 2861
580303 3054 2862
210203 3055 2863
420204 3058 2864
630804 3062 2865
560105 3064 2868
580203 3064 2868
620102 3064 2868
580205 3067 2869
120513 3068 2870
060209 3073 2871
420601 3074 2872
190419 3076 2874
480606 3076 2874
760109 3077 2875
500602 3079 2876
190614 3081 2878
660402 3081 2878
460102 3084 2879
310602 3089 2882
360415 3089 2882
580206 3089 2882
331515 3090 2883
110115 3092 2884
190407 3095 2885
140609 3096 2888
390115 3096 2888
540702 3096 2888
021303 3097 2889
300702 3098 2890
450805 3099 2891
110106 3101 2893
331301 3101 2893
230508 3104 2894
030604 3106 2895
280611 3109 2896
690403 3111 2897
601001 3118 2898
050306 3122 2900
681401 3122 2900
030115 3123 2901
670303 3124 2902
370310 3126 2903
340506 3129 2904
270314 3131 2906
560304 3131 2906
390612 3132 2908
450714 3132 2908
211109 3135 2909
370304 3136 2910
420713 3137 2913
650207 3137 2913
690707 3137 2913
020603 3139 2914
070211 3141 2916
490223 3141 2916
360104 3142 2917
541003 3144 2918
220117 3146 2919
670414 3147 2920
620210 3148 2921
620204 3149 2922
590116 3150 2923
310402 3151 2924
080115 3152 2927
080509 3152 2927
300206 3152 2927
271601 3153 2928
060604 3155 2929
390103 3156 2930
390307 3157 2931
080521 3159 2932
330616 3160 2933
340802 3161 2935
661302 3161 2935
640104 3162 2937
700311 3162 2937
120117 3163 2938
630811 3167 2939
080604 3169 2940
330806 3170 2941
480402 3171 2942
451702 3173 2944
710403 3173 2944
210118 3174 2946
660303 3174 2946
200601 3178 2947
580308 3180 2948
070606 3182 2950
360311 3182 2950
340605 3183 2952
500118 3183 2952
350105 3184 2953
221401 3185 2954
040119 3186 2955
600606 3187 2956
220116 3188 2957
080904 3189 2959
180207 3189 2959
170307 3194 2961
330809 3194 2961
650112 3196 2962
220410 3197 2963
391102 3199 2964
550209 3201 2965
480614 3202 2966
550404 3204 2967
351001 3207 2968
270515 3211 2969
400102 3214 2970
670702 3215 2971
641006 3217 2972
300212 3221 2974
322205 3221 2974
180203 3223 2975
051107 3224 2976
470306 3225 2977
010802 3228 2979
221501 3228 2979
310512 3236 2980
520103 3251 2981
682402 3252 2982
600307 3256 2983
110608 3258 2985
221603 3258 2985
700404 3259 2986
450116 3260 2987
110607 3262 2988
550702 3265 2989
221106 3266 2990
400708 3267 2991
240106 3268 2994
500120 3268 2994
551017 3268 2994
330106 3270 2995
050504 3271 2996
630808 3277 2997
610307 3280 2998
640909 3282 2999
170601 3283 3000
140507 3286 3002
230708 3286 3002
390207 3289 3003
201304 3291 3004
140703 3294 3007
470205 3294 3007
470602 3294 3007
310306 3297 3009
440305 3297 3009
531103 3298 3010
070102 3299 3013
650305 3299 3013
680121 3299 3013
311001 3300 3016
610502 3300 3016
641210 3300 3016
711609 3301 3017
031302 3302 3019
310511 3302 3019
530808 3303 3020
030507 3308 3021
323801 3309 3022
680605 3312 3023
690904 3314 3024
410202 3317 3026
530818 3317 3026
070106 3319 3027
071103 3320 3029
661301 3320 3029
200609 3321 3030
110110 3325 3031
131807 3326 3032
420507 3327 3033
630204 3329 3034
250802 3330 3035
500610 3332 3037
700111 3332 3037
220308 3334 3038
040308 3337 3040
220303 3337 3040
660702 3338 3041
271902 3339 3042
700503 3341 3043
190510 3345 3044
150103 3352 3046
210803 3352 3046
220305 3354 3047
700202 3355 3048
190612 3356 3049
100605 3357 3051
650103 3357 3051
630111 3360 3052
710907 3362 3053
190405 3368 3055
230611 3368 3055
660606 3369 3056
730307 3371 3057
620712 3374 3058
620706 3375 3059
070113 3376 3060
460202 3379 3061
330517 3382 3062
110511 3383 3063
370306 3385 3064
740107 3387 3065
480106 3388 3066
700606 3389 3067
250206 3394 3068
331605 3397 3069
270511 3404 3070
590106 3406 3071
430106 3407 3072
540104 3408 3073
650120 3409 3074
370305 3410 3075
600117 3411 3076
650703 3412 3077
651105 3413 3078
211004 3414 3079
211007 3416 3080
700508 3420 3081
240611 3423 3082
630313 3424 3083
380107 3425 3084
310502 3426 3086
651304 3426 3086
120114 3429 3088
660113 3429 3088
540603 3431 3089
090606 3433 3090
400307 3434 3091
031403 3437 3093
340805 3437 3093
290103 3438 3094
650106 3441 3095
031401 3443 3098
420607 3443 3098
680213 3443 3098
500201 3446 3099
180202 3448 3100
030306 3449 3101
040117 3450 3102
310211 3455 3103
350118 3456 3104
420609 3461 3105
451110 3463 3106
700803 3464 3107
740203 3470 3108
150106 3475 3109
220318 3480 3111
510406 3480 3111
140202 3481 3113
220201 3481 3113
670503 3482 3114
250406 3485 3115
370804 3489 3116
330204 3491 3117
200403 3493 3119
450102 3493 3119
101502 3495 3121
500504 3495 3121
331104 3496 3122
050401 3497 3123
211105 3499 3125
410104 3499 3125
380207 3506 3126
230502 3508 3128
310206 3508 3128
220316 3510 3130
580105 3510 3130
310609 3513 3131
600607 3515 3132
330803 3517 3133
100609 3518 3134
520107 3519 3135
260109 3521 3136
060504 3523 3138
520503 3523 3138
750407 3526 3139
390107 3530 3141
400709 3530 3141
421107 3533 3142
321907 3534 3143
040802 3536 3145
210902 3536 3145
040707 3537 3146
270115 3538 3147
690105 3539 3149
700507 3539 3149
711606 3541 3150
300108 3545 3151
101102 3548 3152
230604 3550 3153
681114 3551 3154
060605 3553 3155
020205 3555 3157
300404 3555 3157
100207 3556 3159
270509 3556 3159
050406 3557 3160
050611 3560 3162
440402 3560 3162
650122 3564 3163
311203 3566 3164
690109 3568 3165
231104 3570 3166
030109 3571 3167
330602 3572 3168
490120 3573 3169
020111 3574 3170
180304 3575 3173
630505 3575 3173
631001 3575 3173
620708 3576 3174
221310 3577 3175
651104 3583 3176
190104 3585 3177
450610 3586 3179
750303 3586 3179
540105 3594 3180
250703 3595 3181
231301 3597 3183
532120 3597 3183
170506 3598 3184
350113 3599 3186
630412 3599 3186
200805 3604 3187
132201 3605 3190
480702 3605 3190
550214 3605 3190
300207 3606 3191
110109 3612 3193
530606 3612 3193
180112 3613 3194
140206 3616 3196
620301 3616 3196
040316 3620 3197
080113 3621 3198
331107 3634 3199
420809 3636 3200
712904 3637 3201
670512 3639 3202
210202 3640 3203
221205 3641 3205
330509 3641 3205
300405 3644 3207
390804 3644 3207
160606 3645 3209
470307 3645 3209
140406 3646 3211
630901 3646 3211
650513 3647 3212
490202 3652 3214
760127 3652 3214
131502 3653 3216
430503 3653 3216
440115 3654 3218
450606 3654 3218
170508 3661 3219
250803 3663 3222
280401 3663 3222
550502 3663 3222
440406 3674 3223
201009 3678 3224
220513 3681 3225
271205 3682 3226
300406 3686 3227
690112 3689 3228
200402 3690 3229
670506 3691 3230
480409 3693 3231
180303 3694 3233
600204 3694 3233
491106 3696 3234
420710 3697 3235
620206 3698 3236
271107 3699 3238
710817 3699 3238
270406 3705 3239
271905 3708 3241
350306 3708 3241
140805 3711 3243
290305 3711 3243
080110 3715 3244
200610 3716 3246
520903 3716 3246
420602 3719 3247
400203 3720 3248
160512 3723 3249
221004 3725 3251
490515 3725 3251
290303 3729 3252
180404 3733 3253
160508 3734 3255
690601 3734 3255
550703 3735 3258
551015 3735 3258
570308 3735 3258
280106 3738 3260
640211 3738 3260
550904 3740 3261
310802 3741 3263
400802 3741 3263
160112 3743 3264
420901 3744 3266
480717 3744 3266
690705 3746 3267
450505 3747 3269
510503 3747 3269
160201 3748 3270
170510 3749 3271
321902 3751 3273
460203 3751 3273
630103 3752 3274
020705 3755 3276
220508 3755 3276
321908 3756 3277
290603 3757 3278
290106 3759 3279
171004 3760 3283
190615 3760 3283
270505 3760 3283
550406 3760 3283
200808 3766 3284
322302 3769 3286
760119 3769 3286
490108 3773 3287
050121 3774 3288
040504 3775 3290
490209 3775 3290
010302 3776 3291
231001 3778 3294
480407 3778 3294
490410 3778 3294
340702 3779 3296
700211 3779 3296
231009 3781 3298
710826 3781 3298
580302 3782 3299
420207 3784 3300
050703 3785 3302
380104 3785 3302
450115 3786 3303
090502 3792 3304
010512 3795 3306
020601 3795 3306
700112 3797 3307
330520 3799 3308
650409 3801 3309
541101 3802 3311
740505 3802 3311
130205 3805 3312
380503 3806 3313
170509 3807 3314
480714 3809 3315
360505 3811 3318
540805 3811 3318
670405 3811 3318
600108 3812 3319
131005 3813 3321
420208 3813 3321
090605 3814 3322
330802 3815 3323
140202 3817 3325
712401 3817 3325
060904 3818 3326
330504 3819 3327
170312 3822 3328
021002 3823 3329
390501 3825 3330
380402 3827 3332
521206 3827 3332
040110 3830 3334
470402 3830 3334
400301 3836 3335
490403 3838 3336
321007 3841 3337
230711 3844 3338
190113 3846 3341
270806 3846 3341
681201 3846 3341
190119 3854 3343
451108 3854 3343
590315 3856 3345
620806 3856 3345
